,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_j,ratingHashReview_j,ratingAccountReview_j,ratingNoTweet_q,ratingHashReview_q,ratingAccountReview_q,ratingTwitter3_j,ratingTwitter4_j,ratingTwitter3_q,ratingTwitter4_q,ratingLike_j,ratingLike_q,ratingView_j,ratingView_q,ratingWebsite_j,ratingWebsite_q,finalRating1,finalRating2,finalRating3,finalRating4
888,nongmuy,????? Boy Love Lovely Room,300,2 ?????????????????????????????????? '??????' 2 ???????????????????????????????? '???',901,??,33,https://cdn.readawrite.com/articles/1762/1761021/thumbnail/,126,"????????????,??????,??????,??????,??????",#????????????????? (Yaoi),98196,,?????????????????,4,0,1,1,2,2,3,3.3,1.3,1.7,1.5,2.5,2.6,1,5,1,5,1,5,3.7,3.8,3.3,3.4
1037,mareepoko,????? Boy Love Secret Room,"2,866",???? ???????????????????????????? ?????????????????????????????????????????? ???????????????????????,"9,217",??,11,https://cdn.readawrite.com/articles/1896/1895460/thumbnail/,1293,"Boy Love/Yaoi,????????,18+,????????,?????????????,???,Mpreg,omegaverse",#????????????????????? (Omegaverse),225377,,?????????????????????,7,0,1,1,2,2,3,3.3,1.3,1.7,1.5,2.5,2.6,3,5,2,5,2.3,5,3.7,3.8,3.3,3.4
315,RindadaRin,????? Boy Love Lovely Room,340,"??????????????????????????????????????????????????????????????????????? ""???????????????????????????","1,432",??,79,https://cdn.readawrite.com/articles/2197/2196132/thumbnail/,150,"?????????????,????????",????????????????????????????????????? #????????????,71684,?????????????????????????????????????,????????????,4,1,0,1,2,2,3,1.7,2.5,1.7,1.5,2.4,2.6,1,5,1,5,1,5,3.7,3.2,3.3,3.4
204,Mubmy Fiction,????? Boy Love Lovely Room,412,???????????????????????????????????????????????????? ???????????????!,516,??,20,https://cdn.readawrite.com/articles/2143/2142618/thumbnail/,99,"18+,Boy Love/Yaoi,??????,???,????????,????????,?????????????",Mission impossible #????????????? [ Yaoi ],21288,,?????????????,4,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,1,5,1,5,1,5,3.7,3.2,3,3.1
781,Avery pie,????? Boy Love Lovely Room,"1,210",?????????????????????????????????????????????????????????,"3,195",??,12,https://cdn.readawrite.com/articles/1677/1676842/thumbnail/,523,"Boy Love/Yaoi,18+,????????,????????,?????????????,?????????????????",[END] #????????????????? (YAOI) [???.Deep Publishing / ?????? 12 ?.? 63],126279,,?????????????????,4,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,2,5,1,5,1.3,5,3.7,3.2,3,3.1
858,MaruruuGirl,????? Boy Love Lovely Room,350,"????????????????????????????????????? ??????????????????????????????? ???????????????????? ""????????",631,??,14,https://cdn.readawrite.com/articles/1780/1779722/thumbnail/,105,"????????,Rainverse,Boy Love/Yaoi,????????,????????,?????????????",Rainything :: #???????? [Rainverse],16881,,????????,6,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,1,5,1,5,1,5,3.7,3.2,3,3.1
878,????????????,????? Boy Love Lovely Room,"1,058",??????? ??????? ???????... ??????????????????????????????????? '????' ??????????????????????????????,"1,750",??,11,https://cdn.readawrite.com/articles/1795/1794482/thumbnail/,351,"Boy Love/Yaoi,????????,???????,???????101,????????????",yaoi | gugether #???????101,32270,,???????,5,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,2,5,1,5,1.3,5,3.7,3.2,3,3.1
150,???????,????? Boy Love Secret Room,8,"""??????????????????????????????!!!""",30,??,0,https://cdn.readawrite.com/articles/2085/2084220/thumbnail/,7,,#??love?????,332,,??,8,0,0,1,2,2,4,1.7,1.3,1.7,1.5,2.3,2.8,1,3,1,3,1,3,3.7,2.9,2.5,2.9
547,????????????,????? Boy Love Lovely Room,5,???????????????????????????????????????????????????????????? ????????? '???????' ??????????????????,4,??,1,https://cdn.readawrite.com/articles/1515/1514761/thumbnail/,4,"??????,???????,??????,????????????,????????,???????????????",#??????[??????X???????],610,,??????,10,0,0,1,2,2,4,1.7,1.3,1.7,1.5,2.3,2.8,1,3,1,3,1,3,3.7,2.9,2.5,2.9
540,HOT PINK II,????? Boy Love Lovely Room,258,?????????????????????????????????????? ?????????????????????????????????????????????????????????????,"1,089",??,2,https://cdn.readawrite.com/articles/2367/2366314/thumbnail/,165,"??????,Boy Love/Yaoi,18+,?????????????,????????????,??????,????????",The love will never get lost #??????,5562,,??????,4,0,2,1,3,2,3,3.3,1.3,2,1.8,2.5,2.6,1,5,1,4,1,4.3,3.4,3.5,3.1,3.2
292,?????????????,????? Boy Love Lovely Room,108,‘??????’ ?????????????????????????????????????????????????????????’ ?????’ ?,309,??,2,https://cdn.readawrite.com/articles/2229/2228131/thumbnail/,61,"18+,Boy Love/Yaoi,????????,????????,??????,?????????,????,????",Joker’s Trap #??????????????,1538,,??????????????,6,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,1,5,1,4,1,4.3,3.4,3,2.8,2.9
385,apriltym,????? Boy Love Secret Room,7,???????????????????????? ????????????????????????????????????????????????? ?^•?•^?,30,??,0,https://cdn.readawrite.com/articles/2295/2294531/thumbnail/,6,"Boy Love/Yaoi,18+,????????,????????,???,??????????","?SHxT, IN BRIEF? #??????????",204,,??????????,11,0,0,1,2,2,4,1.7,1.3,1.7,1.5,2.3,2.8,1,3,1,2,1,2.3,3.4,2.7,2.3,2.6
648,before30october,????? Boy Love Lovely Room,85,??????????????! ??????????????????????????????????! #??????,201,??,13,https://cdn.readawrite.com/articles/1608/1607059/thumbnail/,43,"??????????,??????",#?????????? ??,4849,,??????????,7,2,2,1,3,2,3,3.3,2.5,2,1.8,2.9,3,1,4,1,4,1,4,3.3,3.4,3.3,3.3
336,skylover?,????? Boy Love Lovely Room,42,????????????????????????????????????????????????????????????????????????????????????????????????????,339,??,0,https://cdn.readawrite.com/articles/2259/2258467/thumbnail/,36,,?? -mioto- #???????,1305,,???????,6,0,1,1,2,2,3,3.3,1.3,1.7,1.5,2.5,2.6,1,4,1,4,1,4,3.3,3.4,3,3.1
421,??????~~??????????????^^^^,????? Boy Love Lovely Room,1,????????????????????????????????????????????????????????? ???????????????? Noo!!! ??????????????????,2,??,2,https://cdn.readawrite.com/articles/2281/2280771/thumbnail/,1,"omagavess,????????????,?????????????",Love Tree Shop?? [omagavess]#????????,88,,????????,13,0,0,1,2,2,4,1.7,1.3,1.7,1.5,2.3,2.8,1,1,1,2,1,1.7,3.2,2.5,2.1,2.4
578,Cherryyeh??,????? Boy Love Lovely Room,0,??????????????????????????????,0,??,1,https://cdn.readawrite.com/articles/1536/1535983/thumbnail/,0,,00.00 a.m. #?????????,87,,?????????,10,0,0,1,2,2,4,1.7,1.3,1.7,1.5,2.3,2.8,1,1,1,2,1,1.7,3.2,2.5,2.1,2.4
517,???????????,????? Boy Love Lovely Room,34,???????????????????????????????? ????????????????????????????????????????????? ?????????????????????,51,??,5,https://cdn.readawrite.com/articles/2388/2387180/thumbnail/,16,"??????????????,?????,???????,????????",??????????????????????????????? #??????????????,600,???????????????????????????????,??????????????,7,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,1,4,1,3,1,3.3,3.1,2.7,2.4,2.6
661,butterfly 8ffect -????????????????????-,????? Boy Love Lovely Room,35,???????????????????????????? ????? '????????' ????????????? ????????????????????????????????? '?????,82,??,0,https://cdn.readawrite.com/articles/1620/1619955/thumbnail/,25,"?????????????,????????,???????????????,??????,????,??????????,???????????,Boy Love/Yaoi,????????,????????,??????????","#??????????????? sun, seed, soil and Rainbow {yaoi} #?????????????",709,,???????????????,5,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,1,4,1,3,1,3.3,3.1,2.7,2.4,2.6
737,Jikii_nekO,????? Boy Love Lovely Room,"2,862",??????????????????????????????? ???????????????????????????????? ???????????????????????? ??????????,"7,282",??,24,https://cdn.readawrite.com/articles/1636/1635973/thumbnail/,1155,"Boy Love/Yaoi,18+,????????,Mpreg,LoveBaker,??????????????,boyslove,boylove",[Ebook ?????????] Love Baker #?????????????? [Mpreg],502724,?????????,??????????????,3,3,1,1,2,3,2,3.3,3.8,2,1.8,3,2.8,2,5,2,5,2,5,3,3.4,3.7,3.5
551,Mellow Me ?•?•?,????? Boy Love Lovely Room,242,???????????????????????????????????????? ????????????????????????????????? ?????????????????????????,846,??,4,https://cdn.readawrite.com/articles/1516/1515654/thumbnail/,171,"Boy Love/Yaoi,????????,feelgood,????????","Cause baby, I hate you sometime #????????",13971,,????????,3,1,2,1,3,2,2,3.3,2.5,2,1.8,2.6,2.4,1,5,1,5,1,5,3,3.4,3.4,3.3
658,???????,????? Boy Love Secret Room,"3,584",?????????????????????...?????????????????????????????????????? [????????????????],"5,269",??,25,https://cdn.readawrite.com/articles/1616/1615193/thumbnail/,997,,#???????????? [?????????????????],362503,,????????????,3,1,1,1,2,2,2,3.3,2.5,1.7,1.5,2.6,2.4,2,5,2,5,2,5,3,3.4,3.4,3.3
870,S.Husky,????? Boy Love Secret Room,305,???????????????????????????? ????????????????????????????????????????????? (PWP) omegaverse/cakevers,962,??,10,https://cdn.readawrite.com/articles/1788/1787223/thumbnail/,152,"????????????????????????????,????????,Boy Love/Yaoi,sexfantacy,NC???????",#???????????????????????????? (multi-verse),30927,,????????????????????????????,2,1,2,1,3,2,2,3.3,2.5,2,1.8,2.6,2.4,1,5,1,5,1,5,3,3.4,3.4,3.3
903,Jikii_nekO,????? Boy Love Lovely Room,673,????????????????????????????? ????????????????????????????????????????????? ???????????????????????,656,??,17,https://cdn.readawrite.com/articles/1816/1815193/thumbnail/,91,"Boy Love/Yaoi,????????,18+,????????,?????????????,?????????????????????,LoveWriter,boyslove,boylove,??????????????????",Love Writer #?????????????????????,14665,,?????????????????????,2,1,1,1,2,2,2,3.3,2.5,1.7,1.5,2.6,2.4,1,5,1,5,1,5,3,3.4,3.4,3.3
978,Scriper,????? Boy Love Secret Room,"5,863",????????????????????? :) (???????????????????????),"6,376",??,25,https://cdn.readawrite.com/articles/1847/1846364/thumbnail/,1196,"???,Yaoi,18+,????????,Boy Love/Yaoi,???????,??????",Put me in your mouth #?????????,373500,,?????????,2,1,1,1,2,2,2,3.3,2.5,1.7,1.5,2.6,2.4,2,5,2,5,2,5,3,3.4,3.4,3.3
139,SweetAlice0701,????? Boy Love Lovely Room,137,???????????????????????????????????????????????... ?????????... ????????????????????????????????????,536,??,38,https://cdn.readawrite.com/articles/2071/2070869/thumbnail/,67,"Boy Love/Yaoi,??????,?????????????,????????",[ YAOI / BL ] ~ DOWNPOUR ~? #??????????????????????? ( ?????????????.BOOKISH HOUSE ),33689,,???????????????????????,2,0,1,1,2,2,2,3.3,1.3,1.7,1.5,2.2,2.2,1,5,1,5,1,5,3,3.4,3.1,3.1
3,Overrain,????? Boy Love Lovely Room,"15,500",???????????????????????????? ????????????????????????????? ??????????????????? ?????????????????????,"32,697",??,48,https://cdn.readawrite.com/articles/1955/1954609/thumbnail/,5490,"Boy Love/Yaoi,Mpreg,????????,18+,???????????????,omegaverse",(Omegeverse) ?????????????????????????????????(?) #???????????????,3098602,?????????????????????????????????,???????????????,3,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,4,5,4,5,4,5,3,2.9,2.8,2.9
27,Rosesarin_,????? Boy Love Lovely Room,"1,025",'Will you marry me?' ???????????????????????????????????????????????????????????????????????????????,"3,187",??,9,https://cdn.readawrite.com/articles/1933/1932619/thumbnail/,411,"Yaoi,Boy love / Yaoi / ?????????,NCT,Johndo,JOHNNY,Doyoung,Alldoyoung,johnny suh,Mpreg,???????,Nct 127,feelgood,???????????????",Take a risk #???????? > Mpreg,84033,,????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,2,5,1,5,1.3,5,3,2.9,2.8,2.9
212,Redruby,????? Boy Love Secret Room,114,????????????????????????????? '???????' ????????????? [PWP : porn with plot],535,??,7,https://cdn.readawrite.com/articles/2162/2161037/thumbnail/,54,"Boy Love/Yaoi,18+,????????,SM,?????????????,PWP",Onlyfans : #?????????????????????,14217,,?????????????????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,5,1,5,1,5,3,2.9,2.8,2.9
228,Littlepig,????? Boy Love Lovely Room,841,?????????????????????????????????????????????? ?????????????????????????????????????????? ??????????,"2,811",??,17,https://cdn.readawrite.com/articles/2171/2170289/thumbnail/,364,"18+,Boy Love/Yaoi,Mpreg,????????????,????????",[Yaoi]The betrothed\'s guide to slaying the demon king (#?????????????),69684,,?????????????,3,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,2,5,1,5,1.3,5,3,2.9,2.8,2.9
249,Rosesarin_,????? Boy Love Lovely Room,"1,095","""??????? ???????????????????????????? ???????????????????????"" ?????????????????????????????????????","3,552",??,9,https://cdn.readawrite.com/articles/2146/2145901/thumbnail/,464,"NCT,???????,?????,jaeten,Mpreg,???????",After all #??????????? >Mpreg,95631,,???????????,3,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,2,5,1,5,1.3,5,3,2.9,2.8,2.9
268,minmini,????? Boy Love Secret Room,"13,576","""????????????????????????????????????""","18,518",??,19,https://cdn.readawrite.com/articles/2202/2201657/thumbnail/,3569,"Boy Love/Yaoi,alpha,????????,???18,18+,AlphaXAlpha,???,??????,PWP,???????????????,Dominant Alpha,?????????????????,Mpreg",????????????????? #??????????????? [ AlphaxAlpha],1131237,?????????????????,???????????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,4,5,3,5,3.3,5,3,2.9,2.8,2.9
322,Cinzano 505,????? Boy Love Secret Room,"1,097",??????????????????????? ??????????????? ????????????????????? ???????????????????????????????? ..???,"4,652",??,4,https://cdn.readawrite.com/articles/2247/2246025/thumbnail/,681,"Boy Love/Yaoi,????????,?????????????,??????,sugar baby",BETTER BE MINE #????????,92032,,????????,3,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,2,5,1,5,1.3,5,3,2.9,2.8,2.9
333,????,????? Boy Love Secret Room,"5,008",???????????????????????????????????????????????????? '???' ?????????????????????????????????????????,"11,895",??,6,https://cdn.readawrite.com/articles/2256/2255830/thumbnail/,2372,"omegaverse,AlphaXAlpha,???x???,Boy Love/Yaoi,18+,Mpreg,????????,SM",Heathens Alpha x Alpha #??????????????,298381,,??????????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,3,5,2,5,2.3,5,3,2.9,2.8,2.9
362,mplusss,????? Boy Love Secret Room,673,???????????????????????? ??????*????????,"1,631",??,10,https://cdn.readawrite.com/articles/2236/2235069/thumbnail/,218,"??????????????,Boy Love/Yaoi,18+,????????,????????,?????????????,mplus,20+",[PWP] Love or Sex? #??????????????,60348,,??????????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,5,1,5,1,5,3,2.9,2.8,2.9
387,Peach potter,????? Boy Love Secret Room,488,??????????????????????????????????????????????????????????????????????????? ?????????????????? ?????,"2,174",??,9,https://cdn.readawrite.com/articles/2298/2297508/thumbnail/,225,"Boy Love/Yaoi,18+,???????,omegaverse,Alpha x Omega,????????,??????,??????,MyBoss,Daddy??????????????????,Daddy issues,????????,??????,sexy office,SM",??????? ???????????????????? [omegaverse] #???????????????,54189,???????????????????????????,???????????????,3,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,5,1,5,1,5,3,2.9,2.8,2.9
415,++saisioo++,????? Boy Love Secret Room,834,"????????????????????????????????? ?????????????? ???????????? (?????) ??????? ""???? ???????????? ???","1,788",??,8,https://cdn.readawrite.com/articles/2278/2277262/thumbnail/,359,,NOT ME [Yaoi] #NotmeSeries ???????????,50990,,???????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,2,5,1,5,1.3,5,3,2.9,2.8,2.9
621,??????????PeeMai,????? Boy Love Lovely Room,807,"""????????? ?????????????????????????????? ?????????????????????????????????????????????? ???????????","2,383",??,16,https://cdn.readawrite.com/articles/1578/1577294/thumbnail/,396,"Boy Love/Yaoi,18+,????????,????????????,Mpreg,????????,?????,?????,???????,????????,??????",[Ebook] Crush on Hedes #????????,88811,,????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,2,5,1,5,1.3,5,3,2.9,2.8,2.9
830,MODTANOI17/?????????,????? Boy Love Lovely Room,159,???????????????????????????????????????????????????????????????????,321,??,46,https://cdn.readawrite.com/articles/1756/1755581/thumbnail/,53,??????????????,(Pre-Order)MY DAD #??????????????,31289,,??????????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,5,1,5,1,5,3,2.9,2.8,2.9
940,Ry-ne,????? Boy Love Lovely Room,112,"???????????????????????????? ??? ??????????????? ?????????? ????? ???????????????????? ""????????????",844,??,48,https://cdn.readawrite.com/articles/1859/1858661/thumbnail/,63,,The Missing Title #?????????? (?????????????????????????????????????????????),29972,,??????????,3,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,5,1,5,1,5,3,2.9,2.8,2.9
1006,White Demon,????? Boy Love Lovely Room,"5,496",????????????? '???????????' ??????????????????????????????,"11,618",??,14,https://cdn.readawrite.com/articles/1913/1912279/thumbnail/,2082,,I\'m a baby red panda #???????????????,257007,,???????????????,3,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,3,5,2,5,2.3,5,3,2.9,2.8,2.9
39,Aipra,????? Boy Love Lovely Room,7,"""???"" ???????????????????? ????????????????????????? ???????????????????????????????????????????????",10,??,5,https://cdn.readawrite.com/articles/1986/1985090/thumbnail/,4,"?????,yosang,?????,??????,yohan,eunsang,????????,????????",Bom #?????,297,,?????,4,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,1,3,1,3,1,3,3,2.6,2.3,2.5
687,benjaminforty,????? Boy Love Lovely Room,8,????????????????????????????????????????????????????????????????????????????????????????????????????,7,??,3,https://cdn.readawrite.com/articles/1593/1592305/thumbnail/,4,"??????????,????????????,????????????????????,????,?????,????????????,????????,????????,Boy Love/Yaoi,18+",??????????????????? #????????????,288,???????????????????,????????????,7,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,1,3,1,3,1,3,3,2.6,2.3,2.5
514,mplusss,????? Boy Love Secret Room,109,????????????? ???????????????? ?????????????????,608,??,1,https://cdn.readawrite.com/articles/2384/2383603/thumbnail/,78,"omegaverse,Boy Love/Yaoi,18+,????????,?????????????,????????,NC,????????,NSFW",(omegaverse) You stole my heart. #????????,3564,,????????,3,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,5,1,4,1,4.3,2.8,2.7,2.6,2.6
570,jowrada.bb,????? Boy Love Lovely Room,2,?????????????? ????????????????? ?????? ?????..??????????????????? ?..?????? ???????????????????,4,??,4,https://cdn.readawrite.com/articles/1532/1531069/thumbnail/,1,"Boy Love/Yaoi,18+,????????",Nicotine #???????,507,,???????,7,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,1,1,1,3,1,2.3,2.8,2.3,2.1,2.2
747,aoikyosuke,????? Boy Love Lovely Room,4,?????????????????? 6 (??? ?????#??????): ????? Boy Love Lovely Room,24,??,0,https://cdn.readawrite.com/articles/1690/1689611/thumbnail/,4,"Boy Love/Yaoi,????????,???,????????,18+",?????????????????? 6 (??? ?????#??????),264,??????????????????,??????,6,0,0,1,2,2,3,1.7,1.3,1.7,1.5,2,2.2,1,3,1,2,1,2.3,2.8,2.3,2.1,2.2
167,??????????????????????,????? Boy Love Secret Room,19,???????????????????????????? ????????????????????????????? ????????????????…,48,??,6,https://cdn.readawrite.com/articles/2061/2060992/thumbnail/,11,"????????,??????,18+,Boy Love/Yaoi,Rebirth,????????",#????????????,1474,,????????????,2,0,2,1,3,2,2,3.3,1.3,2,1.8,2.2,2.2,1,4,1,4,1,4,2.7,3.1,2.8,2.8
255,mazznesnlips,????? Boy Love Lovely Room,217,?????????????????????????????????? ?????????????????????????????????????... ????????????????????????,174,??,22,https://cdn.readawrite.com/articles/2149/2148490/thumbnail/,38,"Boy Love/Yaoi,????????????,????????,???????,????????,??????,?????,????? / mermaid,?????,?????,???????",#??????????????????,6101,,??????????????????,2,0,1,1,2,2,2,3.3,1.3,1.7,1.5,2.2,2.2,1,4,1,4,1,4,2.7,3.1,2.8,2.8
109,BABYHOONIE,????? Boy Love Secret Room,39,ps. ?????????????????,171,??,5,https://cdn.readawrite.com/articles/2039/2038644/thumbnail/,36,"???????????????,??????",[BTS] BE THE LIGHT : #???????????????,7037,,???????????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,4,1,4,1,4,2.7,2.6,2.5,2.5
452,???????,????? Boy Love Lovely Room,28,?????????????????????????????????????????????????????????x? ????????????????????????????????????????,167,??,3,https://cdn.readawrite.com/articles/2342/2341587/thumbnail/,16,"????????,???????,???????????????,???,Boy Love/Yaoi",#?????????????? [Yaoi],1341,,??????????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,4,1,4,1,4,2.7,2.6,2.5,2.5
664,??????????????????,????? Boy Love Lovely Room,41,??????????????????????????????? ????????????????????????????????? ??????????????????????????????????,111,??,15,https://cdn.readawrite.com/articles/1623/1622676/thumbnail/,25,"Boy Love/Yaoi,????????,????????,?????????????",00 : 15 AM. #???????????????????????????????,3612,,???????????????????????????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,4,1,4,1,4,2.7,2.6,2.5,2.5
937,Blacksaya,????? Boy Love Lovely Room,19,"????????????????????????? ?????????????????????????????????????????????????? ""??????? ??????????????",43,??,10,https://cdn.readawrite.com/articles/1811/1810856/thumbnail/,8,"Boy Love/Yaoi,????????,????????,??????????",????????????????? #??????????,1086,?????????????????,??????????,2,0,0,1,2,2,2,1.7,1.3,1.7,1.5,1.7,1.8,1,3,1,4,1,3.7,2.6,2.5,2.4,2.4
0,mplusss,????? Boy Love Secret Room,"2,359",'????? 3P ????? 4K ?????????????????????? Full HD ????',"8,158",??,18,https://cdn.readawrite.com/articles/1944/1943683/thumbnail/,1051,"??????????,insert here,Boy Love/Yaoi,18+,20+,????????,SM,?????????????,3p,bdsm","#?????????? Side-XL(3P,BDSM??????)",721051,,??????????,1,0,1,1,2,2,1,3.3,1.3,1.7,1.5,1.9,1.6,2,5,3,5,2.7,5,2.3,3.1,2.9,2.7
99,++saisioo++,????? Boy Love Secret Room,"17,517",???????? ‘???????’ ??????? ‘????’ ??????????,"28,571",??,37,https://cdn.readawrite.com/articles/2030/2029705/thumbnail/,4371,,ALL THE TIME #?????????????? [Yaoi],2377808,,??????????????,1,0,1,1,2,2,1,3.3,1.3,1.7,1.5,1.9,1.6,4,5,4,5,4,5,2.3,3.1,2.9,2.7
553,Aurora_9,????? Boy Love Lovely Room,"1,309",‘????????????????? ?????????????????????????????????’,"3,909",??,11,https://cdn.readawrite.com/articles/1519/1518678/thumbnail/,666,,#?????????????????,97914,,?????????????????,1,0,1,1,2,2,1,3.3,1.3,1.7,1.5,1.9,1.6,2,5,1,5,1.3,5,2.3,3.1,2.9,2.7
822,??????????????? (Dai),????? Boy Love Secret Room,805,"""??????????????????????? ?????????????????????????""","2,870",??,8,https://cdn.readawrite.com/articles/1753/1752464/thumbnail/,392,"Boy Love/Yaoi,????????,????????,18+,?????????????",#?????????????,112561,,?????????????,1,0,1,1,2,2,1,3.3,1.3,1.7,1.5,1.9,1.6,2,5,1,5,1.3,5,2.3,3.1,2.9,2.7
166,RiRi,????? Boy Love Lovely Room,214,????????????????????! ????????????????????? ????? ??????????? ?????????????????????????? ???????????,954,??,12,https://cdn.readawrite.com/articles/2060/2059782/thumbnail/,112,"Boy Love/Yaoi,????????????,?????????????,????????,????????,foxandmoon",Hide me from the MOON #???????????????????,24348,,???????????????????,1,1,0,1,2,2,1,1.7,2.5,1.7,1.5,1.7,1.6,1,5,1,5,1,5,2.3,2.6,2.8,2.7
896,??????,????? Boy Love Secret Room,611,?????????????????????? ?????????????????????????????????????????????????????…!,"3,962",??,6,https://cdn.readawrite.com/articles/1768/1767458/thumbnail/,449,"Boy Love/Yaoi,18+,????????",#???????????????????,89763,,???????????????????,1,1,0,1,2,2,1,1.7,2.5,1.7,1.5,1.7,1.6,2,5,1,5,1.3,5,2.3,2.6,2.8,2.7
93,27:04 PM,????? Boy Love Secret Room,899,20????????????????????????????????????????????????...????????????????????????????...????????????????,"1,585",??,27,https://cdn.readawrite.com/articles/1982/1981630/thumbnail/,239,"Boy Love/Yaoi,????????,????????????,18+,?????????????,????????,??????????????????",[END] O R C A #?????????????,81012,,?????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,5,1,5,1,5,2.3,2.6,2.5,2.5
220,????,????? Boy Love Secret Room,263,"""????????????????????????????????""",811,??,15,https://cdn.readawrite.com/articles/2167/2166652/thumbnail/,147,"Boy Love/Yaoi,18+,Erotic,????????",Lace of love #?????????????,36379,,?????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,5,1,5,1,5,2.3,2.6,2.5,2.5
259,++saisioo++,????? Boy Love Secret Room,"1,391",?????????????? ??????????? ???????????????? ??????????????,"3,909",??,5,https://cdn.readawrite.com/articles/2153/2152751/thumbnail/,499,,SUGAR BABY #???????? [Yaoi],79752,,????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,2,5,1,5,1.3,5,2.3,2.6,2.5,2.5
382,mplusss,????? Boy Love Secret Room,597,????????????????? ???????????? ?????????????,"3,115",??,4,https://cdn.readawrite.com/articles/2295/2294033/thumbnail/,269,"????????????????????,?NC20+,Boy Love/Yaoi,18+,????????,????????,?????????????,mplusss,PWP,Feel good",(FUCK)Friend #????????????????????,109953,,????????????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,5,1,5,1,5,2.3,2.6,2.5,2.5
580,Dalynn,????? Boy Love Secret Room,289,????? ??????????????????????????????????????,435,??,9,https://cdn.readawrite.com/articles/1536/1535140/thumbnail/,98,"Boy Love/Yaoi,18+,????????,????????,bdsm,Consent,PWP,Consent is sexy",Yours #????????????????? (BDSM),20791,,?????????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,5,1,5,1,5,2.3,2.6,2.5,2.5
649,Hazel_nut,????? Boy Love Secret Room,89,(?????????????????????????????????????) ???????????????????...??????????????????????????????????????,316,??,7,https://cdn.readawrite.com/articles/1609/1608021/thumbnail/,61,"Boy Love/Yaoi,18+,????????,????????????,4p,PASSIONATE",END [4P] PASSIONATE #???????????? [Yaoi / BL],17991,,????????????,1,0,0,1,2,2,1,1.7,1.3,1.7,1.5,1.3,1.2,1,5,1,5,1,5,2.3,2.6,2.5,2.5
