,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,url,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_q,ratingHashReview_q,ratingLike_q,ratingView_q,ratingAdd2Fav_q,ratingWebsite,finalRating1,finalRating1_w,finalRating2,finalRating2_w,finalRating3,finalRating3_w
609,Kururuki,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,ทั้งๆที่เป็นแค่แมวแท้ๆทำไมถึง...มีอิทธิพลต่อใจได้ขนาดนี้นะ ,0.0,จบ,1.0,https://cdn.readawrite.com/articles/1412/1411663/thumbnail/small.gif,0.0,"แมวแท้ๆ,cat,อบอุ่นหัวใจ,นิยายแฟนตาซี",Little cat แค่แมวแท้ๆ,https://www.readawrite.com/a/lzwwd8,94,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
610,จิรกาล,วรรณกรรม/ดราม่า/เสียดสีสังคม,3,ฉันเป็นหุ่นยนต์ค่ะ,0.0,จบ,1.0,https://cdn.readawrite.com/articles/1374/1373730/thumbnail/small.gif,2.0,"สงกรานต์อ่านฟิน,ครอบครัว,สังคม,ชีวิต,เรื่องสั้น,เสียดสี",In the depths of my remembrances,https://www.readawrite.com/a/lzw1ef,320,,,,,,0.0,0.0,2.5,4.0,1.25,2.6,1.6,1.7,1.9,2.1,2.6,2.6
611,เขมมิการ์,วรรณกรรม/ดราม่า/เสียดสีสังคม,2,กว่าจะพบรักที่แท้จริงต้องผ่านอุปสรรคมากมาย,1.0,จบ,3.0,https://cdn.readawrite.com/articles/1454/1453714/thumbnail/small.gif,1.0,,แสงสว่างของหัวใจ,https://www.readawrite.com/a/lzxvoo,69,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
612,EuraysiaSama,วรรณกรรม/ดราม่า/เสียดสีสังคม,5,เธอชอบท้องฟ้าสีพาสเทลนั้นหรือเปล่า..? (รวมเรื่องสั้นหลายรูปแบบ),4.0,จบ,0.0,https://cdn.readawrite.com/articles/1426/1425461/thumbnail/small.gif,5.0,,(รวมเรื่องสั้น)Blue&amp;Pink Sky,https://www.readawrite.com/a/lzx8mg,166,,,,,,0.0,0.0,3.75,3.0,3.75,3.5,2.1,2.2,2.6,2.7,3.5,3.5
613,Moonscape,วรรณกรรม/ดราม่า/เสียดสีสังคม,"3,168",ผมหลงรักสิ่งที่ไม่มีตัวตน นี่จึงเป็นเรื่องราวของความรักที่เป็นไปไม่ได้ #umaywrite2020 ,3286.0,จบ,44.0,https://cdn.readawrite.com/articles/1494/1493153/thumbnail/small.gif,875.0,"umaywrite,umaywrite2020,slice of life,Horror,Boy Love/Yaoi,Lovecraftian",ใครสักคนในเราทั้งคู่,https://www.readawrite.com/a/lzysvi,144483,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
614,macholu,วรรณกรรม/ดราม่า/เสียดสีสังคม,387,นิยายร่วมกิจกรรม #umaywrite #umaywrite2020 และ 30-day song challenge เสียงผ่านบริการสตรีมเพลงที่เชื่,589.0,จบ,21.0,https://cdn.readawrite.com/articles/1495/1494400/thumbnail/small.gif,133.0,"umaywrite,umaywrite2020,นิยายวาย,Boy Love/Yaoi,18+,นิยายรัก,นิยายโรแมนติก,ดราม่า,ครอบครัว,ชีวิต,สังคม,เสียดสี,ความรัก",ไม่เคยสายไปที่จะฟังกัน,https://www.readawrite.com/a/lzytw5,18883,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
615,ลีลาวดี ไอลดา,วรรณกรรม/ดราม่า/เสียดสีสังคม,46,เรื่องคืนนั้นมันก็แค่ฝันร้าย... ที่เธอใช้หัวใจจดจำ,69.0,จบ,13.0,https://cdn.readawrite.com/articles/1466/1465957/thumbnail/small.gif,15.0,,ดอกหญ้าของซาตาน (ภาคต่อ กระต่ายไร้จันทร์),https://www.readawrite.com/a/lzy6oh,3065,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
616,ทะเลดาว/ฟองคลื่นสีเงิน,วรรณกรรม/ดราม่า/เสียดสีสังคม,4,ค่ำคืนที่ความรักสิ้นสุดลง บทบรรยายสั้น ๆ จากนัก(หัด)เขียน,2.0,จบ,1.0,https://cdn.readawrite.com/articles/1468/1467755/thumbnail/small.gif,3.0,"ทะเลดาว,ไร้เพศ,โศกนาฏกรรม,รักต้องห้าม",อ้อมกอดสุดท้าย,https://www.readawrite.com/a/lzy85u,511,,,,,,0.0,0.0,3.75,4.0,2.5,3.4,2.0,2.2,2.6,2.7,3.4,3.4
617,มิตร  ทุ่งลุยลาย,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ภาพแห่งความทรงจำที่ผุดขึ้นมาในความรู้สึก..ครูครับ..วันนี้ครูไม่ต้องลุกจากที่นอนนะครับ... ...ทำไม..ผม,3.0,จบ,1.0,https://cdn.readawrite.com/articles/71/70772/thumbnail/small.gif,0.0,เสียดสี,อยากเป็นครู ...รู้ยัง...,https://www.readawrite.com/a/lz1mr2,414,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
618,ลีลาวดี ไอลดา,วรรณกรรม/ดราม่า/เสียดสีสังคม,88,การกลับมาของเขาในครั้งนี้ ไม่ได้ต้องการความรัก หรือแย่งชิงเธอคืนมา... ผู้หญิงไร้ค่า หากแต่เขาต้องการ,73.0,จบ,8.0,https://cdn.readawrite.com/articles/49/48376/thumbnail/small.gif,23.0,"นิยายโรแมนติก,ครอบครัว",กระต่ายไร้จันทร์ (รีอัปมีภาคต่อ ดอกหญ้าของซาตาน),https://www.readawrite.com/a/lz14h6,20079,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
619,Spy.story,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ข้าราชการ คือบุคคลผู้ปฏิบัติหน้าที่เพื่อพัฒนาในหลายๆด้านเช่นการศึกษา ข้าราชการอาจมีชีวิตที่หลายๆคนไม,1.0,จบ,0.0,https://cdn.readawrite.com/articles/116/115451/thumbnail/small.gif,0.0,"เสียดสี,สังคม,ครอบครัว",ชีวิตข้าราชการ,https://www.readawrite.com/a/lz2o8l,339,,,,,,0.0,0.0,1.25,4.0,1.25,2.2,1.3,1.4,1.6,1.8,2.2,2.3
620,จิราจันทร์,วรรณกรรม/ดราม่า/เสียดสีสังคม,2,สัญญากับแม่ได้ไหมว่าจะไม่แตะต้องหนูปุ่น ไม่ต้องห่วงนะครับคุณแม่ ผมจะไม่มีวันแตะต้องปุญญิสา งานแต่งง,30.0,จบ,0.0,https://cdn.readawrite.com/articles/120/119676/thumbnail/small.gif,2.0,"ครอบครัว,นิยายโรแมนติก,แอบรัก,รักสามเศร้า,แต่งงาน,ตบจูบ,แก้แค้น",เพลิงแค้นบ่วงปรารถนา,https://www.readawrite.com/a/lz2rob,1621,,,,,,0.0,0.0,2.5,5.0,5.0,4.2,2.5,2.7,3.1,3.4,4.2,4.3
621,ลีลาวดี ไอลดา,วรรณกรรม/ดราม่า/เสียดสีสังคม,642,คนที่เขาไม่รัก ก็เป็นได้เพียงคนนอกสายตา อย่าริเข้ามาเดินในหัวใจ เพราะมันมีพื้นที่ไว้ให้สำหรับคนของใจ,465.0,จบ,0.0,https://cdn.readawrite.com/articles/155/154931/thumbnail/small.gif,120.0,"ครอบครัว,นิยายโรแมนติก",ทัณฑ์สวาททาสอสูร,https://www.readawrite.com/a/lz3lgl,115416,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
622,นคเรศ ณ เสนางค์,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,(ทดลองอ่าน) 3 เรื่องสั้นขนาดยาว อิ่มใจในการอ่านที่ต้องประทับใจ หวาน รักเธอ ณ ต้นทาง เรื่องรักสดใส กั,0.0,จบ,2.0,https://cdn.readawrite.com/articles/131/130727/thumbnail/small.gif,0.0,,หวาน มันส์ ขม,https://www.readawrite.com/a/lz31p2,172,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
623,SHASHA,วรรณกรรม/ดราม่า/เสียดสีสังคม,15,(ทดลองอ่าน) คงเจ็บปวดไม่น้อยหากรู้ว่าตนเองถูกใช้เป็นหมากตัวหนึ่ง ในกระดานของเกมแก้แค้นและฟาดฟันห้ำหั,55.0,จบ,7.0,https://cdn.readawrite.com/articles/140/139675/thumbnail/small.gif,8.0,,ผลาญรัก,https://www.readawrite.com/a/lz390p,8357,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
624,PippaSmile พิปป้าสมายล์ ,วรรณกรรม/ดราม่า/เสียดสีสังคม,10,การเล่าเรื่องด้วยบทกลอน เป็นการนำคำภาษาไทยที่เรียกว่า ร้อยกรอง มาใช้ในการเล่าเรื่อง ซึ่ง กลกลอนจะมีท,7.0,จบ,43.0,https://cdn.readawrite.com/articles/187/186542/thumbnail/small.gif,4.0,"การเมือง,ครอบครัว,สังคม,เสียดสี,เจ้าชู้",กลกลอนอักษรศิลป์,https://www.readawrite.com/a/lz4c9r,6284,,,,,,0.0,0.0,3.75,5.0,3.75,4.2,2.5,2.7,3.1,3.3,4.2,4.2
625,นภาสินี,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,เรื่องสั้นอิงธรรมะ 6 ตอน ตอนที่ 1 กิเลสที่ชื่อว่ากุหลาบ ตอนที่ 2 หลงรูป หลงกาม ตอนที่ 3 ยาฆ่าแมลง v.,3.0,จบ,6.0,https://cdn.readawrite.com/articles/193/192977/thumbnail/small.gif,1.0,"ศาสนา,ธรรมะ,เทวดา,กุหลาบ",แม่หนูน้อย กับ เทวดากุหลาบ,https://www.readawrite.com/a/lz4him,858,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
626,33รู้น่า,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ทำไมต้องมีอดัมกับเอวา เป็นคำถามที่หลายคนคงสงสัย ฟังดูตลกถ้าหากมีใครคนหนึ่งสามารถต่อเนื้อเรื่องตำนานท,2.0,จบ,3.0,https://cdn.readawrite.com/articles/214/213197/thumbnail/small.gif,0.0,ความเชื่อ การเกิด การตาย ความลับ,ซุบซิบอดัมกับเอวา,https://www.readawrite.com/a/lz4y1c,249,,,,,,0.0,0.0,1.25,3.0,2.5,2.2,1.4,1.5,1.7,1.8,2.2,2.3
627,Sani_rin,วรรณกรรม/ดราม่า/เสียดสีสังคม,2,‘ หากพวกคุณคิดว่าการแต่งงานเป็นฉากจบที่แสนหวานในนิยาย ถ้าะวกคุณคิดแบบนั้น พวกคุณคิดผิด!! &rsqu,5.0,จบ,2.0,https://cdn.readawrite.com/articles/271/270112/thumbnail/small.gif,2.0,,• เจ้าชีวิต •,https://www.readawrite.com/a/lz6ahh,734,,,,,,0.0,0.0,2.5,4.0,3.75,3.4,2.0,2.2,2.6,2.7,3.4,3.5
628,กฤษณา อโศกสิน,วรรณกรรม/ดราม่า/เสียดสีสังคม,20,(ทดลองอ่าน) หากเปรียบผู้ชายเป็นดั่ง ‘ภมร’ ผู้หญิงก็คงเป็น ‘ดอกไม้’ ‘ภม,39.0,จบ,14.0,https://cdn.readawrite.com/articles/274/273274/thumbnail/small.gif,12.0,ศิลปินแห่งชาติ,ภมร,https://www.readawrite.com/a/lz6d2t,36437,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
629,กฤษณา อโศกสิน,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,(ทดลองอ่าน) เมื่อใช้ชีวิตคู่อยู่ด้วยกันมาเป็นเวลานาน ‘เภรี’ ก็ไม่อาจทนต่อความหยาบคายของส,1.0,จบ,10.0,https://cdn.readawrite.com/articles/274/273252/thumbnail/small.gif,0.0,ศิลปินแห่งชาติ,มารสวาท,https://www.readawrite.com/a/lz6d27,758,,,,,,0.0,0.0,1.25,4.0,1.25,2.2,1.3,1.4,1.6,1.8,2.2,2.3
630,กฤษณา อโศกสิน,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,(ทดลองอ่าน) น้ำค้างยามเช้า...อาจจะค้างคาอยู่ได้ไม่นาน เพียงเเค่อาทิตย์อุทัยฉายส่อง น้ำค้างก็จะลาลับไ,0.0,จบ,19.0,https://cdn.readawrite.com/articles/274/273296/thumbnail/small.gif,1.0,ศิลปินแห่งชาติ,น้ำค้างยามเช้า,https://www.readawrite.com/a/lz6d3g,664,,,,,,0.0,0.0,1.25,4.0,1.25,2.2,1.3,1.4,1.6,1.8,2.2,2.3
631,จันทร์สุรางค์,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,"เรื่องราวของ แม่หญิงนวล หญิงจากอยุธยาตอนปลายที่ต้องการตามหา""กระจกหงส์ทอง""ของรักของหวงของตน ด้วยความห",1.0,จบ,1.0,https://cdn.readawrite.com/articles/316/315126/thumbnail/small.gif,0.0,,บ่วงพระฉาย,https://www.readawrite.com/a/lz7c8l,96,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
632,ไม้เรียว,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,เมื่อผลประโยชน์ มิตรภาพ ความรัก เกิดขึ้นในวงเดียวกัน การหักหลังและเรื่องน้ำเน่าจึงเลี่ยงไม่ได้ สุดท้,5.0,จบ,32.0,https://cdn.readawrite.com/articles/342/341879/thumbnail/small.gif,1.0,"รักวงเหล้า,ไม้เรียว,คำคม,ดีกรี,นักปราชญ์,ศิลปิน,จอมยุทธ์,เทพ,ตำนานยาดอง",รักวงเหล้า,https://www.readawrite.com/a/lz7y2y,2002,,,,,,0.0,0.0,1.25,5.0,3.75,3.3,2.0,2.2,2.5,2.8,3.3,3.5
633,นลิน,วรรณกรรม/ดราม่า/เสียดสีสังคม,10, รักเธอก็ส่วนรัก แต่ความเกลียดที่มีให้น้าของเธอมันมากยิ่งกว่า และเธอจะต้องเป็นผู้ได้รับผลแห่งกรรมนั้,39.0,จบ,29.0,https://cdn.readawrite.com/articles/307/306801/thumbnail/small.gif,5.0,ครอบครัว,สิเน่หาญาใจ,https://www.readawrite.com/a/lz75fq,6660,,,,,,0.0,0.0,3.75,5.0,5.0,4.6,2.8,2.9,3.4,3.7,4.6,4.6
634,Roone\'s cheesecake,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,"ความฝัน,น้ำแข็งหลอด",0.0,จบ,1.0,https://cdn.readawrite.com/articles/370/369278/thumbnail/small.gif,0.0,,"Dream of tonight : The ice tube dreams,",https://www.readawrite.com/a/lz8lfs,226,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
635,Ztin,วรรณกรรม/ดราม่า/เสียดสีสังคม,152,เอวาลินผู้หญิงที่เจ็บปวดจากคนที่รัก ภัทรเดชผู้ชายที่โดนหักหลังจากคนที่รัก ,203.0,จบ,35.0,https://cdn.readawrite.com/articles/374/373382/thumbnail/small.gif,57.0,"ครอบครัว,นิยายโรแมนติก,สังคม",ร้ายใต้เงารัก,https://www.readawrite.com/a/lz8os2,59411,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
636,ไตรติมา,วรรณกรรม/ดราม่า/เสียดสีสังคม,3,ไม่อยากรักกลับรัก ไม่รู้จะวางเธอไว้ที่ไหนในเมื่อเธอ... เป็นส่วนเกินของเรา แต่เราก็ขาดเธอไม่ได้ ทรมาน,10.0,จบ,20.0,https://cdn.readawrite.com/articles/385/384444/thumbnail/small.gif,2.0,"Boy love / Yaoi / ชายรักชาย,ดราม่า / drama,โรมานซ์ / romance,18+",มารความรัก[BisexualGay],https://www.readawrite.com/a/lz8xt4,4019,,,,,,0.0,0.0,2.5,5.0,3.75,3.8,2.2,2.5,2.8,3.0,3.8,3.9
637,ฝนคนฉวย~,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,นิยายที่ไม่เหมาะกับคนโลกสวย เพราะงั้น..รับไม่ได้โปรดอย่ามาอ่านค่ะ ไม่อยากฟังคนดราม่าใส่,1.0,จบ,1.0,https://cdn.readawrite.com/articles/403/402537/thumbnail/small.gif,0.0,,Kill me please...,https://www.readawrite.com/a/lz9dl2,132,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
638,LoliNa,วรรณกรรม/ดราม่า/เสียดสีสังคม,4,"จะทำอะไรได้เมื่อ ""เคียงดาว""เด็กสาววัยมัธยมต้องตกมาเป็นทาสอารมณ์ของเจ้าของบ้านอย่าง ""สรวง"" และงานนี้ ",14.0,จบ,5.0,https://cdn.readawrite.com/articles/413/412311/thumbnail/small.gif,2.0,"ทาสรักนางรอง,เคียงดาว,ดราม่า,นิยาย,รัก,แรง,เกลียด",ทาสรักนางรอง,https://www.readawrite.com/a/lz9lkb,2041,,,,,,0.0,0.0,2.5,5.0,5.0,4.2,2.5,2.7,3.1,3.4,4.2,4.3
639,Atelier,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ฉันประสบความสำเร็จ ตอนอายุได้ 29 ในฐานที่มีอาชีพ มีเงิน มีหน้าตาในสังคม มีบ้าน มีรถหรู แต่สิ่งที่แสบ,0.0,จบ,0.0,https://cdn.readawrite.com/articles/451/450072/thumbnail/small.gif,0.0,,เรื่อง : เมื่อฉันประสบความสำเร็จ เมื่อนั้นชีวิต ฉันล้มเหลว ....,https://www.readawrite.com/a/mzahe7,77,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
640,deathpen,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ไปดูบอล,0.0,จบ,1.0,https://cdn.readawrite.com/articles/453/452190/thumbnail/small.gif,0.0,,แม่ 3 : วันหยุด,https://www.readawrite.com/a/mzaj4p,236,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
641,รัศมีมาศ,วรรณกรรม/ดราม่า/เสียดสีสังคม,18,“พี่อยากมีลูกอีกสักคน เกดเลิกคุมกำเนิดนะครับ”เขาคิดว่าหากเธอท้องลูกอีกคนแล้วจับได้ว่าเขา,51.0,จบ,13.0,https://cdn.readawrite.com/articles/509/508042/thumbnail/small.gif,8.0,,โซ่รัก มารยาร้าย,https://www.readawrite.com/a/mzbtph,4998,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
642,Shirayuki,วรรณกรรม/ดราม่า/เสียดสีสังคม,6,รวมเรื่องสั้นที่แต่งตามโอกาสต่างๆ -- ผ่านมาเยี่ยมชมได้นะ,3.0,จบ,5.0,https://cdn.readawrite.com/articles/729/728271/thumbnail/small.gif,2.0,ชุมชนนักเขียน,The Writing Journey,https://www.readawrite.com/a/mzgyhq,185,,,,,,0.0,0.0,2.5,3.0,2.5,2.7,1.6,1.7,2.0,2.1,2.7,2.7
643,เขม่าควัน+อิผี,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,Chapter 1 : Two way วันที่พ่อแม่จะมีความสุขที่สุดก็คงจะเป็นวันที่ลูกน้อยที่เกิดจากความรักของทั้งคู่ไ,2.0,จบ,3.0,https://cdn.readawrite.com/articles/767/766421/thumbnail/small.gif,1.0,,parallel เส้นขนาน,https://www.readawrite.com/a/mzhumq,521,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
644,ข้าวสีทอง/Kaowsethong,วรรณกรรม/ดราม่า/เสียดสีสังคม,9,นายหัวเมืองใต้แค้นแทบกระอักเมื่อคนที่เคยไว้ใจใส่ความกันอย่างร้ายกาจ เขาไปจับตัวน้องสาวของมันมาแล้วเร,38.0,จบ,3.0,https://cdn.readawrite.com/articles/768/767074/thumbnail/small.gif,5.0,"นิยายรัก,ดราม่า,ความรัก",เพลิงล้อมรัก,https://www.readawrite.com/a/mzhv6e,1807,,,,,,0.0,0.0,3.75,5.0,5.0,4.6,2.8,2.9,3.4,3.7,4.6,4.6
645,ลัทธิไข่ดาว,วรรณกรรม/ดราม่า/เสียดสีสังคม,4,เมื่อผมได้พบกับเธอผู้เผด็จการคนนี้ ถึงมันจะเหนื่อย น่าปวดหัว น่ารำคาญ แต่ก็มีความสุขอ่ะนะ,1.0,จบ,7.0,https://cdn.readawrite.com/articles/740/739352/thumbnail/small.gif,2.0,"ตุ๊กตา,เพื่อนสนิท,นิยายรัก,ดราม่า,นิยายแฟนตาซี,เสียดสี,ระบบการศึกษาไทย,สังคมไทย,การศึกษาฆ่าฉัน,ตลก",NESTED DOLL in 365 days -365 วันกับเทพีตกสวรรค์,https://www.readawrite.com/a/mzh8jc,186,,,,,,0.0,0.0,2.5,3.0,1.25,2.2,1.4,1.4,1.7,1.8,2.2,2.3
646,วันใหม่ของเรา,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ใครจะไปรู้ว่าโลกนี้โหดร้ายแค่ไหน,0.0,จบ,1.0,https://cdn.readawrite.com/articles/804/803746/thumbnail/small.gif,0.0,,Blackness,https://www.readawrite.com/a/mziq46,49,,,,,,0.0,0.0,1.25,1.0,1.25,1.2,1.0,1.0,1.0,1.0,1.2,1.2
647,Momona,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,เมื่อโชคชะตาลิขิตให้ชีวิตเขาต้องพบเจอกับความเจ็บปวดมาทั้งชีวิต อนาวินเด็กหนุ่มผู้มากความลับกับเรื่อง,0.0,จบ,2.0,https://cdn.readawrite.com/articles/852/851675/thumbnail/small.gif,0.0,"นิยายรัก,นิยายโรมานซ์,นิยายรักวัยรุ่น,เพื่อนสนิท,โรงเรียน,เพื่อน,อดีต,ดราม่า,ครอบครัว,สังคม",ความลับสีเทา,https://www.readawrite.com/a/mzju8k,85,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
648,ลีลารัก,วรรณกรรม/ดราม่า/เสียดสีสังคม,39,รู้ว่าเขาชิงชัง เเต่เธอยังเข้าหา สุดท้ายก็ต้องรักษาเเผลใจด้วยนำ้ตา,43.0,จบ,0.0,https://cdn.readawrite.com/articles/466/465151/thumbnail/small.gif,13.0,,มัจจุราชอเวจี ++,https://www.readawrite.com/a/nzatp1,15174,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
649,พุดรดา,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,"พินัยกรรมของบิดาที่ถือเป็น ""กรรม""ของหญิงสาวที่ต้องมาแต่งงานกับลูกชายบุญธรรมของบิดาที่ท่านรักนักหนา แ",8.0,จบ,4.0,https://cdn.readawrite.com/articles/475/474553/thumbnail/small.gif,0.0,"วิวาห์รักทรชน,พี่่ซันน้องโรส,นิยายรัก,แต่งงาน,เกลียด,ฆาตกรรม",วิวาห์รักทรชน,https://www.readawrite.com/a/nzb2dn,665,,,,,,0.0,0.0,1.25,4.0,3.75,3.0,1.8,2.0,2.2,2.5,3.0,3.1
650,หมูน้อย.ว๊ากก! ,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,ผมทนทุกข์​อยู่กับผู้ชายที่พยายามจะฆ่าผมให้ตายเมื่อ7ปีก่อน​ เพราะผมเป็นตัวต้นเหตุที่ทำให้พ่อแม่ของเขา,0.0,จบ,0.0,https://cdn.readawrite.com/articles/550/549664/thumbnail/small.gif,1.0,"ครอบครัว,สังคม,เสียดสี",เพราะรัก​จึงยอม,https://www.readawrite.com/a/nzcsoo,72,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
651,อ. เมืองช้าง,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,“ลื้อต้องหมั่นลับคม หมั่นติดตามข่าวเสมอๆ น่ะ” ซ้ง วัดหนัง กล่าวก่อนจะยกน้ำขิงร้อนๆ ขึ้นม,1.0,จบ,1.0,https://cdn.readawrite.com/articles/556/555140/thumbnail/small.gif,1.0,"กลโกง,เซียนพระ,เล่ห์เหลี่ยม,สังคม,ธุรกิจ",วางงาน,https://www.readawrite.com/a/nzcx65,200,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
652,สลัดโรลไส้เผือก~~,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ผมเติบโตมาในสังคมปกติ เมื่อก่อนผมเคยไปเล่นกะบเด็กข้างบ้านด้วย เขาค่อนข้างตัวสูง แต่เขาเป็นดีมากๆเลยล,2.0,จบ,1.0,https://cdn.readawrite.com/articles/582/581216/thumbnail/small.gif,0.0,นิยายโรแมนติก,เด็กข้างบ้านเป็นของผม | Idemtity V Mercenary X The ripper,https://www.readawrite.com/a/nzdjg6,201,,,,,,0.0,0.0,1.25,3.0,2.5,2.2,1.4,1.5,1.7,1.8,2.2,2.3
653,Asinay,วรรณกรรม/ดราม่า/เสียดสีสังคม,79,เรื่องสั้นปกิณกะ หลาย genre หลายความยาว,270.0,จบ,17.0,https://cdn.readawrite.com/articles/593/592043/thumbnail/small.gif,51.0,"Boy Love/Yaoi,รวมเรื่องสั้น",Miscellaneous,https://www.readawrite.com/a/nzdsai,7611,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
654,ฉันเกลียดมัน,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,ฉันเกลียดแก ฉันจะฆ่าแก กูเกลียดมึง!!! นั้นคือสิ่งที่เด็กผู้หญิงคนหนึ่งคิด คิดแล้วคิดอีกคิดไม่จบไม่สิ,0.0,จบ,0.0,https://cdn.readawrite.com/articles/620/619116/thumbnail/small.gif,1.0,#เสียดสีสังคม,ไดอารี่ที่รัก |สร้างจากเรื่องจริง|,https://www.readawrite.com/a/nzefe1,77,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
655,Darin__,วรรณกรรม/ดราม่า/เสียดสีสังคม,1, ถึงจะจำไม่ได้ว่ารักครั้งแรกเป็นยังไง แต่ก็รู้สึกหนาวใจทุกทีที่นึกถึงเธอ ถึงหน้าหนาวจะผ่านมาหลายปีแล,1.0,จบ,1.0,https://cdn.readawrite.com/articles/636/635611/thumbnail/small.gif,1.0,,ฝากรักผ่านสายลม,https://www.readawrite.com/a/nzesub,156,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
656,อนามิกา,วรรณกรรม/ดราม่า/เสียดสีสังคม,23,เพราะฟ้าไม่เคยเหมือนกันสักวัน บทกวีของฉันจึงร้อยเรียง,23.0,จบ,8.0,https://cdn.readawrite.com/articles/649/648811/thumbnail/small.gif,11.0,"กวีนิพนธ์,กลอน,ท้องฟ้า",บนท้องฟ้ามีบทกวี,https://www.readawrite.com/a/nzf4mg,2788,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
