,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,url,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_q,ratingHashReview_q,ratingLike_q,ratingView_q,ratingAdd2Fav_q,ratingWebsite,finalRating1,finalRating1_w,finalRating2,finalRating2_w,finalRating3,finalRating3_w
0,ROSE TEA,วรรณกรรม/ดราม่า/เสียดสีสังคม,3,แด่เหล่าเมล็ดพืชที่กำลังเหนื่อยล้า เรื่องนี้เป็นเรื่องสั้นแนวสัญลักษณ์ที่เขียนออกมาจากความเหนื่อยล้า,3.0,จบ,1.0,https://cdn.readawrite.com/articles/786/785610/thumbnail/small.gif,3.0,"เรื่องสั้น,เมล็ดพืช,ความฝัน",ความฝันของเมล็ดพืช,https://www.readawrite.com/a/1zibb0,706,,,,,,0.0,0.0,3.75,4.0,2.5,3.4,2.0,2.2,2.6,2.7,3.4,3.4
1,Lemon May,วรรณกรรม/ดราม่า/เสียดสีสังคม,14,"""ที่แย่คือซีกฟรีตเป็นพวกขี้หวงและชอบสะสม เขาจะไม่ปล่อยใครคนนั้นไปง่ายๆ""",22.0,จบ,10.0,https://cdn.readawrite.com/articles/1090/1089181/thumbnail/small.gif,8.0,"Boy Love/Yaoi,18+,นิยายรัก,นิยายแฟนตาซี,นิยายวาย,แมว,ปีศาจ,noncon,พลังวิเศษ,เลือด,รุนแรง,ลักพาตัว,หวง",Tell Me,https://www.readawrite.com/a/1zpe4g,1518,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
2,นํ้า​หนึ่ง​ชู​เมือง​,วรรณกรรม/ดราม่า/เสียดสีสังคม,5,การ​ิน ปริศนา​คดี​อาถรรพ์​ตอน​เสียง​จากความ​ตาย​,1.0,จบ,1.0,https://cdn.readawrite.com/articles/1139/1138254/thumbnail/small.gif,2.0,,การิน​ปริศนา​คดี​อาถรรพ์​ตอน​1,https://www.readawrite.com/a/1zqj6j,105,,,,,,0.0,0.0,2.5,2.0,1.25,1.9,1.2,1.2,1.4,1.5,1.9,1.9
3,P.E.A.C.E,วรรณกรรม/ดราม่า/เสียดสีสังคม,4,“ตลอดไปเลยไหม” ตลอดไป ข้ามองหน้าพระจันทร์ที่สว่างเรืองรองเหมือนรับรู้ได้ถึงคำสัญญาของข้า,0.0,จบ,1.0,https://cdn.readawrite.com/articles/1198/1197484/thumbnail/small.gif,3.0,,เรื่องเล่าของแมวสามสี,https://www.readawrite.com/a/1zrwit,454,,,,,,0.0,0.0,3.75,4.0,1.25,3.0,1.8,1.9,2.2,2.4,3.0,3.0
4,เขียนบนภูเขา,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,โลกที่ถูกสร้างขึ้นโดยพระเจ้า โดยมี 10 เผ่าพันธุ์อาศัย ด้วยความแตกต่างทางเผ่าพันธุ์ พวกเขาจึงเปรียบเท,0.0,จบ,2.0,https://cdn.readawrite.com/articles/1220/1219575/thumbnail/small.gif,0.0,"ดราม่า,สังคม,นิยายแฟนตาซี,เสียดสี,แอ็คชั่น,ต่อสู้,ชีวิต",Under One Above All อยู่ใต้เพียงหนึ่ง เหนือคนนับแสน,https://www.readawrite.com/a/1zsfk0,83,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
5,ตกกะปิ,วรรณกรรม/ดราม่า/เสียดสีสังคม,3.0,...,1.0,จบ,1.0,https://cdn.readawrite.com/articles/1273/1272567/thumbnail/small.gif,3.0,,solo,https://www.readawrite.com/a/1ztnt2,150,,,,,,0.0,0.0,3.75,3.0,1.25,2.7,1.6,1.7,2.0,2.1,2.7,2.6
6,9samud,วรรณกรรม/ดราม่า/เสียดสีสังคม,0.0,ชีวิตคนเรา... มันจะตกต่ำได้แค่ไหนน้ะ ความเห็นแก่ตัว โลภ และ หลง. มันทำลายชีวิตคนมาเยอะแล้วหนา,0.0,จบ,1.0,https://cdn.readawrite.com/articles/1252/1251114/thumbnail/small.gif,0.0,"ชีวิต,ปรัชญา,Boy Love/Yaoi,ดราม่า",หมู่เมฆ และ หมู่ดาว,https://www.readawrite.com/a/1zt6b4,49,,,,,,0.0,0.0,1.25,1.0,1.25,1.2,1.0,1.0,1.0,1.0,1.2,1.2
7,เกษมศานต์,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,เรื่องสั้นชองชีวิตหนึ่งบนเกาะใหญ่กลางทะเล,1.0,จบ,1.0,https://cdn.readawrite.com/articles/1406/1405836/thumbnail/small.gif,1.0,"สังคม,ครอบครัว,เสียดสี,ชีวิต,เรื่องสั้น,ตอนเดียว,จบ,สืบสวน,ทะเล",หาดท้ายเกาะ,https://www.readawrite.com/a/1zwrlq,465,,,,,,0.0,0.0,1.25,4.0,1.25,2.2,1.3,1.4,1.6,1.8,2.2,2.3
8,ปานข้าว,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,เมื่อวานฉันได้ไปเจอพี่ที่ฉันแอบชอบมานานมากพี่เค้าชื่อตาร์ฉันคุยกับพี่เค้าไปมาพี่เค้าก็บอกว่าเป็นแฟนก,1.0,จบ,0.0,https://cdn.readawrite.com/articles/151/150085/thumbnail/small.gif,1.0,,รักที่แสนห่วย,https://www.readawrite.com/a/1z3hi5,165,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
9,มุกดาวไล,วรรณกรรม/ดราม่า/เสียดสีสังคม,3,โชคชะตาสร้างให้เกิดมาพร้อมกับความบกพร่องทางสติปัญญา ซึ่งไม่เหนือบ่ากว่าแรงในการพัฒนาผู้คนประเภทนี้ ใ,4.0,จบ,0.0,https://cdn.readawrite.com/articles/151/150365/thumbnail/small.gif,1.0,,จุดต่ำสุดของมนุษย์หรือไร,https://www.readawrite.com/a/1z3hq5,195,,,,,,0.0,0.0,1.25,3.0,3.75,2.7,1.6,1.8,2.0,2.2,2.7,2.8
10,ฟูจิ,วรรณกรรม/ดราม่า/เสียดสีสังคม,3,คนเราเมื่อเจอกับเรื่องทุกข์ใจ สิ่งที่ควรทำคือการยอมรับความผิดพลาดหรือความอ่อนแอของตนเองและแก้ไขให้ตร,3.0,จบ,1.0,https://cdn.readawrite.com/articles/236/235953/thumbnail/small.gif,1.0,"สังคม,18+,ดราม่า,โรงเรียน,ฆาตกรรม,จิตวิทยา",วันที่พ้นขุมนรกบนดิน,https://www.readawrite.com/a/1z5hli,1189,,,,,,0.0,0.0,1.25,5.0,2.5,2.9,1.8,2.0,2.2,2.4,2.9,3.1
11,กฤษณา อโศกสิน,วรรณกรรม/ดราม่า/เสียดสีสังคม,4,(ทดลองอ่าน) ไม่มีรสอะไรอีกแล้วจะหวานนล้ำบรรเจิดบรรจงได้เท่าเทียมกับรสรัก ที่รักอย่างจริงจังและสนิทแน,20.0,จบ,12.0,https://cdn.readawrite.com/articles/274/273384/thumbnail/small.gif,3.0,"ศิลปินแห่งชาติ,สร้างละครโทรทัศน์,สร้างเป็นภาพยนตร์,นักเขียนรางวัลซีไรต์",น้ำผึ้งขม,https://www.readawrite.com/a/1z6d5y,5754,,,,,,0.0,0.0,3.75,5.0,5.0,4.6,2.8,2.9,3.4,3.7,4.6,4.6
12,Green_House,วรรณกรรม/ดราม่า/เสียดสีสังคม,12,ทวยเทพ พ่อหม้ายลูกติดได้แต่งงานใหม่กับนิศนา แม่หม้ายลูกติดเหมือนกัน ทำให้นลินต้องพาน้องสาวชื่อนาลันย,15.0,จบ,10.0,https://cdn.readawrite.com/articles/330/329201/thumbnail/small.gif,6.0,"ลูกรัก,ลูกชัง,เห็นผี,สาวแว่น,เด็กเรียน",หทัยลับ (เรื่องสั้น),https://www.readawrite.com/a/1z7npq,2714,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
13,ศรีสุมาลัย,วรรณกรรม/ดราม่า/เสียดสีสังคม,2,กลับบ้าน (มาใหม่): วรรณกรรม/ดราม่า/เสียดสีสังคม,3.0,จบ,1.0,https://cdn.readawrite.com/articles/379/378385/thumbnail/small.gif,2.0,,กลับบ้าน (มาใหม่),https://www.readawrite.com/a/1z8sv0,581,,,,,,0.0,0.0,2.5,4.0,2.5,3.0,1.8,1.9,2.2,2.4,3.0,3.1
14,NO_LIFE,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,I’m WARNING you.,1.0,จบ,1.0,https://cdn.readawrite.com/articles/463/462495/thumbnail/small.gif,1.0,"สังคม,เสียดสี",THE LETTER,https://www.readawrite.com/a/2zarj5,168,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
15,พินสุดา,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,(ทดลองอ่าน) โชคชะตาเล่นตลกให้อนาคินต้องมาทำสัญญากับผู้เป็นปู่ให้หมั้นกับสายน้ำ สาวชาวไร่ธรรมดาเพื่อแ,0.0,จบ,5.0,https://cdn.readawrite.com/articles/465/464980/thumbnail/small.gif,0.0,,มายากามเทพ,https://www.readawrite.com/a/2zatk5,416,,,,,,0.0,0.0,1.25,4.0,1.25,2.2,1.3,1.4,1.6,1.8,2.2,2.3
16,พรณับพัณ,วรรณกรรม/ดราม่า/เสียดสีสังคม,8,"""ซ้อนซ่อนรัก"" (อิโรติก-ดราม่า) เพราะกามาซาดิสม์...ชีวิตสมรสจึงเกิดปัญหา ปมปวดร้าวที่ก่อเกิดในใจ จึงเ",16.0,จบ,18.0,https://cdn.readawrite.com/articles/515/514291/thumbnail/small.gif,6.0,"แอบรัก,ซาดิสม์,ครอบครัว,สังคม,ดราม่า",ซ้อนซ่อนรัก,https://www.readawrite.com/a/2zbyt1,3800,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
17,ธารฟ้า,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,เธอเสียชีวิตจากอุบัติเหตุรถชน เมื่อรู้ความจริงว่าคนที่เธอรักสุดหัวใจทรยศหัวใจเธอไปมีหญิงอื่นเธอจึงขอ,0.0,จบ,0.0,https://cdn.readawrite.com/articles/547/546152/thumbnail/small.gif,0.0,,ย้อนเวลากลับไปหาแฟนเก่า ตอนที่1,https://www.readawrite.com/a/2zcptc,183,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
18,U. Familiar - นิรัญญาลัย,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,จังหวะชีวิตนั้นดั่งไฟสัญญาณ แต่ทำไมยาวนานเช่นไร้เวลา ทรมานจนน้ำตาไหลริน,1.0,จบ,5.0,https://cdn.readawrite.com/articles/649/648460/thumbnail/small.gif,0.0,"ดราม่า,ครอบครัว",สัญญาณไฟไร้เวลาน้ำตาริน (Timeless Crash),https://www.readawrite.com/a/2zf4cf,227,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
19,mhagruk,วรรณกรรม/ดราม่า/เสียดสีสังคม,18,มันคือสิ่งที่ผู้หญิงทุกคนปารถนา,12.0,จบ,1.0,https://cdn.readawrite.com/articles/719/718139/thumbnail/small.gif,17.0,,จุดสุดยอด,https://www.readawrite.com/a/2zgq89,16740,,,,,,0.0,0.0,5.0,5.0,3.75,4.6,2.8,2.9,3.4,3.6,4.6,4.6
20,รินรตี เขียน/ นคเรศ ณ เสนางค์ พล๊อต,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,(ทดลองอ่าน) ลูกคนจนเป็นลูกแม่ค้าขายอาหารในตลาดลูกคนรวยเป็นลูกนายกอบจ.ลูกคนจนและลูกคนรวยจากต่างจังหวั,1.0,จบ,2.0,https://cdn.readawrite.com/articles/751/750031/thumbnail/small.gif,0.0,,เพชรเปื้อนฝุ่น,https://www.readawrite.com/a/2zhh9g,111,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
21,giftmeme,วรรณกรรม/ดราม่า/เสียดสีสังคม,222,"รายงานประจำภาคเรียนที่ 2, ชั้นมัธยมศึกษาปีที่ 5 วิชาภาษาไทยเพื่อการสื่อสาร ",518.0,จบ,7.0,https://cdn.readawrite.com/articles/793/792791/thumbnail/small.gif,129.0,"slice of life,จดหมาย","from, to / #จดหมายจากศูนย์",https://www.readawrite.com/a/2zih66,9867,,จดหมายจากศูนย์,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
22,ปลาวาฬสีน้ำเงิน,วรรณกรรม/ดราม่า/เสียดสีสังคม,4,เพราะความเศร้าไม่ได้ข้อกำหนดตายตัวว่ามันจะเกิดขึ้นมาเมื่อไหร่ หรือจะเศร้าเพราะว่าสิ่งไหน มุมมองความเ,7.0,จบ,2.0,https://cdn.readawrite.com/articles/816/815338/thumbnail/small.gif,3.0,"ดราม่า,ครอบครัว,ชีวิต,ความรัก,ซึมเศร้า",Why so blue? ผมก็ไม่รู้เหมือนกัน,https://www.readawrite.com/a/2zj0kd,327,,,,,,0.0,0.0,3.75,4.0,3.75,3.8,2.3,2.4,2.9,3.0,3.8,3.8
23,เรานันต์,วรรณกรรม/ดราม่า/เสียดสีสังคม,5,เรื่องจริง ที่ยิ่งกว่านิยายน้ำเน่า ของสาวน้อยคนจีนยุคหลังสงคราม ลูกเจ้าสัวที่ต้องเผชิญกับความทรมานขอ,3.0,จบ,52.0,https://cdn.readawrite.com/articles/872/871564/thumbnail/small.gif,2.0,"ดราม่า,สังคม,ครอบครัว",เงาไฟ สกุลคู,https://www.readawrite.com/a/2zkbgt,826,,,,,,0.0,0.0,2.5,4.0,2.5,3.0,1.8,1.9,2.2,2.4,3.0,3.1
24,สิปป์ อัณณวีร์,วรรณกรรม/ดราม่า/เสียดสีสังคม,10,ในคืนคริสต์มาสอีฟ ดวงดาวของผมจะจูบคุณที่หน้าผาก ให้เด็กน้อยของผมหลับใหลในคืนนี้,13.0,จบ,1.0,https://cdn.readawrite.com/articles/859/858508/thumbnail/small.gif,9.0,"ธันวานี้คุณมีคนกอดหรือยังนะ,ธันวาคม,December,Winter,Warm,Sad,Depression,Depressed,Death/Depress Warning,Suicide,SUICIDE ATTEMPT,Suicidal thoughts,Suicidal Warning,รุ่นพี่,รุ่นน้อง",ธันวานี้คุณมีคนกอดหรือยังนะ,https://www.readawrite.com/a/2zk0ss,1376,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
25,Coury,วรรณกรรม/ดราม่า/เสียดสีสังคม,2,เรื่องราวชีวิตของผู้คนกับบ้านเมือง เมืองยิ้มก็เป็นเมืองยิ้ม มีระบบการศึกษาเป็นของตัวเอง มีระบบความเป,3.0,จบ,8.0,https://cdn.readawrite.com/articles/1039/1038950/thumbnail/small.gif,2.0,"สังคม,เสียดสี,การเมือง,ชีวิต,โรงเรียน",เมืองยิ้ม,https://www.readawrite.com/a/2zo84a,149,,,,,,0.0,0.0,2.5,3.0,2.5,2.7,1.6,1.7,2.0,2.1,2.7,2.7
26,นักเรียนจากนรก,วรรณกรรม/ดราม่า/เสียดสีสังคม,2,นิทานก่อนนอนแสนสวยงามกลับกลายเป็นนิทานที่น่าเศร้าเสียจริง,1.0,จบ,1.0,https://cdn.readawrite.com/articles/1198/1197126/thumbnail/small.gif,2.0,กาลครั้งหนึ่ง,กาลครั้งหนึ่ง,https://www.readawrite.com/a/2zrw8l,66,,,,,,0.0,0.0,2.5,2.0,1.25,1.9,1.2,1.2,1.4,1.5,1.9,1.9
27,กรีนลดา,วรรณกรรม/ดราม่า/เสียดสีสังคม,65,สุดท้ายแล้วเส้นทางเดินแห่งรักนี้ มันจะไปสิ้นสุดที่ไหน ใครคือคนนั้นที่เติมเต็มรักให้กับเธอ,51.0,จบ,65.0,https://cdn.readawrite.com/articles/1163/1162007/thumbnail/small.gif,17.0,,ทางเดินแห่งรัก,https://www.readawrite.com/a/2zr3k7,17047,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
28,14 กุมภา คือวัน ศุกร์,วรรณกรรม/ดราม่า/เสียดสีสังคม,4,(ตอนแรก)กูรักทุกคนที่รู้จัก! (ตอนนี้)กูขอสาปแช่งทุกคนที่กูรู้จัก! ไอ้พวกคนทรยศ!,5.0,จบ,3.0,https://cdn.readawrite.com/articles/1274/1273579/thumbnail/small.gif,4.0,"ดราม่า,ครอบครัว,นิยายวาย,เพื่อน,เย็นชา,การเรียนรู้",เหตุผลดีๆที่ยังยอมมีชีวิตในตอนนี้...,https://www.readawrite.com/a/2ztomy,145,,,,,,0.0,0.0,3.75,3.0,3.75,3.5,2.1,2.2,2.6,2.7,3.5,3.5
29,พิซซ่าอร่อยดี,วรรณกรรม/ดราม่า/เสียดสีสังคม,6,"เรื่องราววุ่นๆในรักแห่งการหลอกลวง ""ปัน""เด็กสาวที่ไม่มีอะไรดีเลย ทั้งฐานะ ครอบครัว แต่มีเพียงสิ่งเดีย",1.0,จบ,8.0,https://cdn.readawrite.com/articles/1253/1252443/thumbnail/small.gif,4.0,"นิยายรักวัยรุ่น,นิยายรัก,นิยายโรแมนติก",Stop acting พบรักในการหลอกลวง,https://www.readawrite.com/a/2zt7e3,195,,,,,,0.0,0.0,3.75,3.0,1.25,2.7,1.6,1.7,2.0,2.1,2.7,2.6
30,ปลายปากกา,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,ภรรยาที่คุณไม่รัก: วรรณกรรม/ดราม่า/เสียดสีสังคม,3.0,จบ,4.0,https://cdn.readawrite.com/articles/1289/1288653/thumbnail/small.gif,1.0,"พระเอกเกลียดนางเอก,ดราม่า",ภรรยาที่คุณไม่รัก,https://www.readawrite.com/a/2zu1xn,380,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
31,B.Fire,วรรณกรรม/ดราม่า/เสียดสีสังคม,2,ความรักสำหรับคุณคืออะไร? . คุณรู้จักมันจริง ๆ แล้วใช่ไหม หนึ่งในเรื่องยากของชีวิต ที่เราอาจจะไม่ค่อย,2.0,จบ,1.0,https://cdn.readawrite.com/articles/1291/1290826/thumbnail/small.gif,1.0,"พี่น้อง,ความทรงจำ,ดราม่า",ยังคงอยู่ในความทรงจำ,https://www.readawrite.com/a/2zu3pq,236,,,,,,0.0,0.0,1.25,3.0,2.5,2.2,1.4,1.5,1.7,1.8,2.2,2.3
32,kirino88,วรรณกรรม/ดราม่า/เสียดสีสังคม,24,เขาคือ1ในฮีโร่ต้นกำเนิดแครี่ตนแรกแต่เขาก็ค่อยๆถูกลืมไปเหลือไว้เพียงแค่'ตำนาน'...วันนี้เขากลับมาอีกคร,25.0,จบ,4.0,https://cdn.readawrite.com/articles/1440/1439483/thumbnail/small.gif,10.0,,ROV เรื่องจริงของแครี่ที่ถูกลืม,https://www.readawrite.com/a/2zxk33,940,,,,,,0.0,0.0,5.0,4.0,5.0,4.7,2.8,2.9,3.5,3.6,4.7,4.6
33,นางพญาบ้านไร่,วรรณกรรม/ดราม่า/เสียดสีสังคม,7,แนะนำนิยาย เชื่อมต่อ,5.0,จบ,9.0,https://cdn.readawrite.com/articles/1476/1475270/thumbnail/small.gif,3.0,"สังคม,ครอบครัว,เสียดสี,ชีวิต",BULLIES เล่ห์รัก พญามาร,https://www.readawrite.com/a/2zyeak,262,,,,,,0.0,0.0,3.75,3.0,3.75,3.5,2.1,2.2,2.6,2.7,3.5,3.5
34,ไพบูลย์ พันธ์เมือง,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,(ทดลองอ่าน) บ้านถ้ำธงเป็นชายหาดที่สวยงามแห่งหนึ่งของอำเภอปะทิว ตั้งอยู่ต่อแดนกับอำเภอบางสะพาน จังหวั,1.0,จบ,6.0,https://cdn.readawrite.com/articles/168/167718/thumbnail/small.gif,0.0,,พบเธอที่บ้านถ้ำธง,https://www.readawrite.com/a/2z3vvx,344,,,,,,0.0,0.0,1.25,4.0,1.25,2.2,1.3,1.4,1.6,1.8,2.2,2.3
35,นราเดช,วรรณกรรม/ดราม่า/เสียดสีสังคม,3, กันต์กวี ชายหนุ่มรูปงามดั่งเทพบุตร... แต่สิ่งที่เขาได้รับในอดีตช่างเลวร้ายเสมือนมีมารร้ายทำลายหัวใจ,3.0,จบ,16.0,https://cdn.readawrite.com/articles/201/200621/thumbnail/small.gif,0.0,,อดีตมาร,https://www.readawrite.com/a/2z4nr1,3268,,,,,,0.0,0.0,1.25,5.0,2.5,2.9,1.8,2.0,2.2,2.4,2.9,3.1
36,อัคสรสุรางค์,วรรณกรรม/ดราม่า/เสียดสีสังคม,13,เธอ..คือคนที่รักเขาหมดหัวใจ เขา..กลับเป็นคนทอดทิ้งเธอไปอย่างไม่ใยดี,45.0,จบ,1.0,https://cdn.readawrite.com/articles/206/205248/thumbnail/small.gif,10.0,"เจ้าชู้,ครอบครัว,เสียดสี",หัวใจรักไร้ค่า (ดราม่าหนักหน่วง),https://www.readawrite.com/a/2z4rj8,2915,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
37,กันเกรา,วรรณกรรม/ดราม่า/เสียดสีสังคม,40,สิงหรัฐ ศิริสกุลชัย (เนย์) นักธุรกิจหนุ่ม ผู้ผ่านการสูญเสียมามากมาย จนต้องตามมาทวงคืนความยุติธรรมทุก,72.0,จบ,59.0,https://cdn.readawrite.com/articles/205/204637/thumbnail/small.gif,10.0,,วิมานสอยดาว [Heaven],https://www.readawrite.com/a/2z4r1r,31234,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
38,เจ้าหญิงแห่งความตาย,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,อ่านเองค่ะ,2.0,จบ,6.0,https://cdn.readawrite.com/articles/229/228215/thumbnail/small.gif,0.0,"การเมือง,เจ้าหญิง,ข้ารับใช้",ข้ารับใช้ปีศาส,https://www.readawrite.com/a/2z5baf,381,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
39,นคเรศ เห็มสุข,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,(ทดลองอ่าน) เรื่องราวชีวิตที่สะท้อนภาพฝันของชายหนุ่ม กับบ้านที่เขาสร้างสรรค์และเธอผู้เป็นแรงบันดาลใจ,0.0,จบ,3.0,https://cdn.readawrite.com/articles/245/244280/thumbnail/small.gif,0.0,"ดราม่า / drama,มิตรภาพ,เพื่อนสนิท",เพชรในสายหมอก,https://www.readawrite.com/a/2z5oef,291,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
40,ศรา,วรรณกรรม/ดราม่า/เสียดสีสังคม,31,(ทดลองอ่าน) เรื่องราวของผู้หญิงคนหนึ่งที่เชื่อเรื่องความรัก ความรักเท่านั้นที่จะทำให้คนสองคนแต่งงานแ,64.0,จบ,20.0,https://cdn.readawrite.com/articles/254/253892/thumbnail/small.gif,12.0,,เล่ห์รักคุณภรรยา(เก่า),https://www.readawrite.com/a/2z5w92,14753,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
41,กฤษณา อโศกสิน,วรรณกรรม/ดราม่า/เสียดสีสังคม,2,"(ทดลองอ่าน) ""เตากับถ่านและไม้ขีดมีความสัมพันธ์แนบแน่นจนยากจะบอกได้ว่าอะไรสำคัญกว่าอะไร...ผมจะพยายามร",8.0,จบ,21.0,https://cdn.readawrite.com/articles/274/273269/thumbnail/small.gif,0.0,ศิลปินแห่งชาติ,ถ่านเก่าไฟใหม่,https://www.readawrite.com/a/2z6d2o,5967,,,,,,0.0,0.0,1.25,5.0,3.75,3.3,2.0,2.2,2.5,2.8,3.3,3.5
42,กฤษณา อโศกสิน,วรรณกรรม/ดราม่า/เสียดสีสังคม,4,(ทดลองอ่าน) โสรวาร ชายหนุ่มผู้ทะเยอทะยาน พยายามผลักดันตนเองไปสู่ชีวิตที่ดีขึ้น ด้วยการเอาใจ 'นาย' ผู,7.0,จบ,31.0,https://cdn.readawrite.com/articles/274/273444/thumbnail/small.gif,3.0,"ศิลปินแห่งชาติ,หนังสือดี 100 เล่มที่คนไทยควรอ่าน,นักเขียนรางวัลซีไรต์",ตะวันตกดิน,https://www.readawrite.com/a/2z6d7o,5697,,,,,,0.0,0.0,3.75,5.0,3.75,4.2,2.5,2.7,3.1,3.3,4.2,4.2
43,"ฟีโอดอร์ ดอสโตเยฟสกี้ เขียน, ดลสิทธิ์ บางคมบาง แปล",วรรณกรรม/ดราม่า/เสียดสีสังคม,0,(ทดลองอ่าน) ,2.0,จบ,4.0,https://cdn.readawrite.com/articles/291/290228/thumbnail/small.gif,0.0,"หนังสือแปล,คลาสสิก / classic",เหตุโชคร้ายร้ายแรง,https://www.readawrite.com/a/2z6qw8,169,,,,,,0.0,0.0,1.25,3.0,2.5,2.2,1.4,1.5,1.7,1.8,2.2,2.3
44,ผักกาดสีชมพู,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,มีเหตุการณ์ที่จะเปลี่ยนนิสัยและความรู้สึกของเด็กผู้หญิงคนหนึ่ง ต่อไปนี้เธอจะต้องลุกขึ้นสู้ด้วยตัวเธอ,0.0,จบ,0.0,https://cdn.readawrite.com/articles/317/316938/thumbnail/small.gif,0.0,,นิทานที่ไม่มีเจ้าชาย,https://www.readawrite.com/a/2z7dpd,111,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
45,ปณิธิ ศรไชย,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ผู้ที่เสียสละจะทูกจารึกตลอดไป,1.0,จบ,0.0,https://cdn.readawrite.com/articles/409/408793/thumbnail/small.gif,0.0,,ผู้เสียสละเเห่งหน่วยที่29(world war),https://www.readawrite.com/a/2z9ios,71,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
46,deathpen,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ลูกไม้ ใต้ต้น ,0.0,จบ,1.0,https://cdn.readawrite.com/articles/409/408928/thumbnail/small.gif,0.0,,5. บ้านเขี้ยวลากดิน,https://www.readawrite.com/a/2z9isn,84,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
47,Alicesarin,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,ข้าพอแล้ว.... ,1.0,จบ,1.0,https://cdn.readawrite.com/articles/507/506488/thumbnail/small.gif,0.0,,ยอม,https://www.readawrite.com/a/3zbsg3,243,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
48,ไซลาพันซ์,วรรณกรรม/ดราม่า/เสียดสีสังคม,0,'ที่เลิกมูฟออนเป็นวงกลม ก็เพื่อมามูฟออนเป็นชื่อพี่นั่นแหล่ะ',1.0,จบ,0.0,https://cdn.readawrite.com/articles/514/513757/thumbnail/small.gif,0.0,,คุณพี่ที่รัก,https://www.readawrite.com/a/3zbydr,52,,,,,,0.0,0.0,1.25,1.0,1.25,1.2,1.0,1.0,1.0,1.0,1.2,1.2
49,Sakan,วรรณกรรม/ดราม่า/เสียดสีสังคม,1,เรื่องของกู,0.0,จบ,1.0,https://cdn.readawrite.com/articles/483/482578/thumbnail/small.gif,1.0,"นิยายแฟนตาซี,ตลก,ดราม่า",อยู่ๆก็ข้ามมาอนาคต100ปี!?,https://www.readawrite.com/a/3zb8wx,82,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
