,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag
548,Hongzaa,นิยาย Boy Love Secret Room,1,หัวใจ/ไขว่คว้า/ฟากฟ้า/พาลรัก,2,จบ,0.0,https://cdn.readawrite.com/articles/1515/1514980/thumbnail/,1,,#ฟ้าของอีฟ,22,,ฟ้าของอีฟ
549,ซารัง♡,นิยาย Boy Love Lovely Room,26,"""ผมขอโทษครับ ที่ผมเผลอลืมไปว่าตัวเองเป็นใคร""",60,จบ,2.0,https://cdn.readawrite.com/articles/1516/1515158/thumbnail/,15,"Boy Love/Yaoi,ขัดดอก,มาเฟีย,เมียมาเฟีย,jaeten,แจเตนล์,Mpreg",#ขัดดอกรัก,"1,109",,ขัดดอกรัก
550,Tartkhai,นิยาย Boy Love Lovely Room,753,'ซูเซียว'องค์ชายสามเเห่งเเคว้นเมาเมาผู้ถูกขนานนามว่ารูปโฉมงดงาม ทว่าความจริงเเล้วเขาเป็นลูกเเมวเเสนน,"2,517",จบ,42.0,https://cdn.readawrite.com/articles/1517/1516096/thumbnail/,338,"นิยายวาย,นิยายวายจีนโบราณ,Boy Love/Yaoi,น่ารัก,หวาน,ย้อนยุค,นิยายจีน",[猫猫]จื่อเถิงบุปผาม่วงเเห่งเเคว้นเมาเมา (Mpreg) #มังเเกว,"157,984",จื่อเถิงบุปผาม่วงเเห่งเเคว้นเมาเมา,มังเเกว
551,Mellow Me ʕ•ᴥ•ʔ,นิยาย Boy Love Lovely Room,242,การที่ผมกับคู่อริต้องกลายมาเป็นรูมเมทกัน ใครมันลิขิตอะไรแบบนี้วะผมถามหน่อย ไม่รู้รึไงว่าเสือสองตัวมั,846,จบ,4.0,https://cdn.readawrite.com/articles/1516/1515654/thumbnail/,171,"Boy Love/Yaoi,นิยายวาย,feelgood,ทัพพ์แซค","Cause baby, I hate you sometime #ทัพพ์แซค","13,971",,ทัพพ์แซค
552,r e d p e p o,นิยาย Boy Love Lovely Room,0,ได้แต่งงานกับคนที่ชอบ นึกว่าจะได้สามี ที่ไหนได้...ได้เพื่อน,0,จบ,2.0,https://cdn.readawrite.com/articles/1518/1517544/thumbnail/,0,"Boy Love/Yaoi,นิยายวาย,นิยายโรแมนติก,feelgood",AMIGO #เป็นเพื่อนได้ไหม,81,,เป็นเพื่อนได้ไหม
553,Aurora_9,นิยาย Boy Love Lovely Room,"1,309",‘กับคนที่รู้สึกหึง มึงคิดว่ากูอยากเป็นน้องชายเขาเหรอ’,"3,909",จบ,11.0,https://cdn.readawrite.com/articles/1519/1518678/thumbnail/,666,,#โตแล้วไม่เป็นน้อง,"97,914",,โตแล้วไม่เป็นน้อง
554,เจ้าหญิงของเขา,นิยาย Boy Love Lovely Room,2,"(ทดลองอ่าน) ""น่ารักนะเราอ่ะ"" ""ต้องหล่อสิ"" ""น่ารักครับ"" นิยายน่ารักที่จะทำให้ทุกคนหลง(รัก)",6,จบ,9.0,https://cdn.readawrite.com/articles/1519/1518813/thumbnail/,2,Boy love / Yaoi,หลง(รัก) Fall in love #หลงฟ้าดาว,474,หลง,หลงฟ้าดาว
555,littlebit_,นิยาย Boy Love Secret Room,27,ฉากCut #Secretary คุณเลขา: นิยาย Boy Love Secret Room,72,จบ,2.0,https://cdn.readawrite.com/articles/1520/1519260/thumbnail/,12,,ฉากCut #Secretary คุณเลขา,"8,019",ฉาก,คุณเลขา
556,littlebit_,นิยาย Boy Love Secret Room,31,ฉากCut #เบเบ้หนักใจ 3p: นิยาย Boy Love Secret Room,81,จบ,3.0,https://cdn.readawrite.com/articles/1520/1519291/thumbnail/,19,,ฉากCut #เบเบ้หนักใจ 3p,"11,091",ฉาก,เบเบ้หนักใจ
557,littlebit_,นิยาย Boy Love Secret Room,5,ฉากCut #คุณคนนั้น: นิยาย Boy Love Secret Room,23,จบ,2.0,https://cdn.readawrite.com/articles/1520/1519300/thumbnail/,2,,ฉากCut #คุณคนนั้น,"2,835",ฉาก,คุณคนนั้น
558,Daydream!,นิยาย Boy Love Secret Room,5,"""เอากันเถอะ"" .... ""เธอเป็นเพื่อนที่ดีที่สุดของเค้าเลย รักนะ"" ชวนเอาแต่บอกเราเพื่อนสนิท เธอเป็นไรวะ แ",27,จบ,2.0,https://cdn.readawrite.com/articles/1522/1521277/thumbnail/,3,"เพื่อนไม่จริง,sexfriend,Boy Love/Yaoi,18+,นิยายวาย",Tell me all the ways to love you #อย่าหว้าแอล✨,888,,อย่าหว้าแอล
559,ปะปิ๊ง,นิยาย Boy Love Lovely Room,10,ปะป๊าบอดว่าชอบก้ะต้อนจิบ,28,จบ,3.0,https://cdn.readawrite.com/articles/1524/1523187/thumbnail/,5,"คิวปิดตัวอ้น,อินทัชพีท,น้องอัยย์,Y,วาย,Chanbaek",#คิวปิดตัวอ้น,609,,คิวปิดตัวอ้น
560,lovemedo,นิยาย Boy Love Lovely Room,23,เขารู้ว่ารอยกัดนี้ไม่มีผลอะไรกับเบต้า ไม่ช้าก็เร็วมันจะเลือนหายไป แต่เมื่อถึงเวลานั้น เขาจะกัดลงไปอี,68,จบ,1.0,https://cdn.readawrite.com/articles/1525/1524365/thumbnail/,12,"omegaverse,นยอนแจน,มินฮวาน,minhwan",Be My Beta #เบต้าของมาร์ช,715,,เบต้าของมาร์ช
561,illa,นิยาย Boy Love Lovely Room,0,คุณเชื่อเรื่องอาถรรพ์กันไหม ผมไม่เคยเชื่อ แต่มันเกิดขึ้นกับผมบ่อยๆจนตอนนี้ผมชักจะเริ่มเชื่อแล้วสิครั,1,จบ,0.0,https://cdn.readawrite.com/articles/1525/1524768/thumbnail/,0,อาถรรพ์สามเดือน,#เซ้นส์สื่อรัก,26,,เซ้นส์สื่อรัก
562,S.Husky,นิยาย Boy Love Secret Room,353,ผมท้องกับมังกรสีแดง แต่ทุกคนในโลกแม้แต่เผ่ามังกรด้วยกันกลับบอกว่ามังกรแดงไม่มีอยู่จริง (Dark Fantasy,915,จบ,14.0,https://cdn.readawrite.com/articles/1527/1526140/thumbnail/,142,"Boy Love/Yaoi,นิยายแฟนตาซี,Mpreg,ไม่มีมังกรแดง,NC18+,dark fantasy,sex fantasy",#ไม่มีมังกรแดงในโลกนี้ (Mpreg/MMORPG),"35,856",,ไม่มีมังกรแดงในโลกนี้
563,rdars,นิยาย Boy Love Lovely Room,34,"""มึงรู้ยังวะว่าไอรามจะจีบไอ้สุ""",85,จบ,2.0,https://cdn.readawrite.com/articles/1527/1526826/thumbnail/,25,"พระรามหลงใจ,DMHP,Darry,HarryPotterfic",#พระรามหลงใจ / dmhp,"1,258",,พระรามหลงใจ
564,after-life,นิยาย Boy Love Lovely Room,85,อาชีพหลักผมคือรักษาคนให้หายจากความเจ็บปวด อาชีพรองผมคือปลิดชีพคน ถ้าจะให้ผมไปฆ่าเขา ผมจะทำให้เขาหายจ,206,จบ,17.0,https://cdn.readawrite.com/articles/1530/1529673/thumbnail/,29,"พอร์ชพินอิน,มาเฟีย,หมอ,นักฆ่า,Boy Love/Yaoi",[Yaoi] l\'m a killer นักฆ่ามาเฟีย #แต่ผมจะไม่ฆ่าคุณ,"8,204",นักฆ่ามาเฟีย,แต่ผมจะไม่ฆ่าคุณ
565,ANTR,นิยาย Boy Love Secret Room,433,บ๊วยมีงานอดิเรก,520,จบ,8.0,https://cdn.readawrite.com/articles/1530/1529772/thumbnail/,119,"Boy Love/Yaoi,18+,NC",work form sex #บ๊วยทำงาน,"28,840",,บ๊วยทำงาน
566,VanilaSyrup,นิยาย Boy Love Lovely Room,7,"""เธอ"" ""เธอ ครับ"" ""พี่... เรียกผมหรอครับ"" ""ครับ พี่เรียกเธอนั้นแหละ""",21,จบ,9.0,https://cdn.readawrite.com/articles/1530/1529880/thumbnail/,3,"จอมทัพยู,ฟีลกูด",เธอครับ #จอมทัพยู,670,เธอครับ,จอมทัพยู
567,WTFbitch,นิยาย Boy Love Secret Room,9,เรื่องราวของเด็กหนุ่มที่ชีวิตวนเวียนกับเรื่องกามๆโดยที่ตัวเองไม่ได้ตั้งใจ ncทุกตอน,104,จบ,1.0,https://cdn.readawrite.com/articles/1530/1529853/thumbnail/,9,"NC18+,อีโรติก / erotic,Boy Love/Yaoi,sex,Yaoi18+,โดนปี้บอย",Donpee Boy’s Story #โดนปี้บอย,"2,836",,โดนปี้บอย
568,CBLK78,นิยาย Boy Love Secret Room,1,ลง nc #HBDบอฮ,6,จบ,1.0,https://cdn.readawrite.com/articles/1531/1530632/thumbnail/,0,"Banginho,Straykids,skz,ChanKnow",#HBDบอฮ,226,,บอฮ
569,Uncountable me.,นิยาย Boy Love Secret Room,12,หนุ่มน้อยไฟ(ราคะ)แรงหนีพ่อแม่กลับมาอยู่ไทยเพื่อหวังจะใช้ชีวิตแบบที่ไม่ต้องปิดบังรสนิยมทางเพศ กลับมาเ,63,จบ,4.0,https://cdn.readawrite.com/articles/1531/1530669/thumbnail/,9,"Boy Love/Yaoi,นิยายวาย,18+,นิยายรัก,เคะยั่ว,เมะซึน,กินเด็ก,เมียเด็ก,รักต่างวัย",ติดหมอน #ที่ไม่ได้แปลว่าขี้เซา #แต่แปลว่าขี้เxา,"1,954",ติดหมอน,ที่ไม่ได้แปลว่าขี้เซา
570,jowrada.bb,นิยาย Boy Love Lovely Room,2,❝ไปหาที่เงียบๆ อยู่กันสองคนเถอะ❞ ❝อื้อ❞ ❝เฮีย..อากาศเริ่มหนาวแล้ว❞ ❝..แล้ว?❞ ❝จะกอดผมไว้ก็ได้นะ❞,4,จบ,4.0,https://cdn.readawrite.com/articles/1532/1531069/thumbnail/,1,"Boy Love/Yaoi,18+,นิยายวาย",Nicotine #นิโคติน,507,,นิโคติน
571,น้องขาวนวล,นิยาย Boy Love Secret Room,66,'ฮานะ' เด็กหนุ่มที่จู่ๆ ก็พลัดหลงเข้ามาในโลกโดจิน แม้จะไม่สามารถจดจำสาเหตุที่ทำให้มาอยู่ในที่แห่งนี้,329,จบ,2.0,https://cdn.readawrite.com/articles/1531/1530177/thumbnail/,41,"Boy Love/Yaoi,18+,ดราม่า,SM,นิยายโรแมนติก,นิยายแฟนตาซี",#ระบบเอาตัวรอดจากโดจิน,"6,724",,ระบบเอาตัวรอดจากโดจิน
572,KA-TEL,นิยาย Boy Love Lovely Room,0,เป็นไปได้ไหมที่เราจะตกหลุมรักคนที่ไม่เคยเจอกันในชีวิตจริง,2,จบ,1.0,https://cdn.readawrite.com/articles/1532/1531688/thumbnail/,0,"Boy Love/Yaoi,นิยายวาย,ดราม่า,นิยายโรแมนติก,นิยายรัก",real (safe) zone : #ผมเจอเขาในแอคหลุม,145,,ผมเจอเขาในแอคหลุม
573,shxxnnty,นิยาย Boy Love Lovely Room,0,ที่ใดมีแสง..ที่นั่นย่อมมีเงา ทุกอย่างบนโลกมีสองด้านเสมอ...,3,จบ,1.0,https://cdn.readawrite.com/articles/1532/1531996/thumbnail/,0,"Boy Love/Yaoi,18+,นิยายวาย,มาเฟีย,นิยายรัก,ใต้เงาคลื่น",Shadow of the waves #ใต้เงาคลื่น,43,,ใต้เงาคลื่น
574,FD-DAY,นิยาย Boy Love Lovely Room,6,ถ้าเอาใจมาทดแทนได้ มึงก็เอาใจมึงมาสิ - โอห์ม แต่คุณกับผมไม่ได้มีนิติสัมพันธ์อะไรกัน ทำไมผมต้องทำตามท,27,จบ,1.0,https://cdn.readawrite.com/articles/1533/1532477/thumbnail/,5,"นิยายวาย,นิยายรักวัยรุ่น,วิศวะ,นิติ,นิยายสั้น,เนื้อเรื่องสบายๆไม่เครียด",เกียร์คั่นประมวลฯ #โอห์มขุน,"2,781",เกียร์คั่นประมวลฯ,โอห์มขุน
575,pap_ko,นิยาย Boy Love Secret Room,507,"""เจ่เจ้ อีเจ๊ เจ๊ๆๆ คุณแม่ พี่สาว""",915,จบ,30.0,https://cdn.readawrite.com/articles/1535/1534551/thumbnail/,184,"Boy Love/Yaoi,ผัวออกสาว",ศาสดาแห่งลัทธิผัวออกสาว(END) #เจ๊เพียงผัวมาก,"65,403",ศาสดาแห่งลัทธิผัวออกสาว,เจ๊เพียงผัวมาก
576,cloudsdale,นิยาย Boy Love Lovely Room,5,: มึง...แมวมันดูดนมจากเต้าคนได้ด้วยเหรอวะ?,22,จบ,2.0,https://cdn.readawrite.com/articles/1535/1534592/thumbnail/,3,"Boy Love/Yaoi,นิยายวาย,ตลก,นิยายแฟนตาซี,แมว,น่ารัก,กลายร่าง,เกมออนไลน์,เกมเมอร์,ด่ำด๊ำแมวโง่,ฟิคคุณคลาวด์",After CAT #ด่ำด๊ำแมวโง่,366,,ด่ำด๊ำแมวโง่
577,ฅนถ่อย,นิยาย Boy Love Lovely Room,"3,141",นะโมเป็นคนพูดน้อย...แต่เขาพูดมากเสมอเวลาเราเจอกัน,"4,263",จบ,24.0,https://cdn.readawrite.com/articles/1536/1535437/thumbnail/,625,"สภาวะลืมรัก,นะโม,พักพิง,Boy Love/Yaoi,นิยายวาย,Yaoi",#สภาวะลืมรัก,"235,629",,สภาวะลืมรัก
578,Cherryyeh🍒,นิยาย Boy Love Lovely Room,0,เธอจะทักมาคุยกับผมทุกเที่ยงคืน,0,จบ,1.0,https://cdn.readawrite.com/articles/1536/1535983/thumbnail/,0,,00.00 a.m. #เที่ยงคืน,87,,เที่ยงคืน
579,Dalynn,นิยาย Boy Love Secret Room,103,"""พะ..โพอะไรนะ?"" ""Polyamory"" ""มันคือ??"" ""มีคนรักได้หลายๆคนไงล่ะ""",289,จบ,5.0,https://cdn.readawrite.com/articles/1536/1535034/thumbnail/,43,"Boy Love/Yaoi,18+,นิยายวาย,นิยายรัก,polyamory,4p",About us #รักของเราสี่คน (Polyamory),"7,487",,รักของเราสี่คน
580,Dalynn,นิยาย Boy Love Secret Room,289,โจชัว ลอยด์ปรารถนาที่จะใช้ชีวิตเพื่อใครสักคน,435,จบ,9.0,https://cdn.readawrite.com/articles/1536/1535140/thumbnail/,98,"Boy Love/Yaoi,18+,นิยายวาย,นิยายรัก,bdsm,Consent,PWP,Consent is sexy",Yours #ทั้งหมดเป็นของคุณ (BDSM),"20,791",,ทั้งหมดเป็นของคุณ
581,ลิ้นจี่โซดา,นิยาย Boy Love Lovely Room,12,สำหรับจิระแล้ว เด็กนั่นก็เป็นแค่ช่างสักหอมกลิ่นแป้งเด็กเท่านั้นแหละ!,31,จบ,1.0,https://cdn.readawrite.com/articles/1539/1538408/thumbnail/,9,"จิระล่าวาฬ,จิระ,วาฬ,ช่างสัก,ผัวออกสาว,พี่จิ,หนูวาฬ,ไม่สลับโพ",#จิระล่าวาฬ,489,,จิระล่าวาฬ
582,หิมะผู้เย็นชา,นิยาย Boy Love Lovely Room,7,ความเจ็บปวดที่ได้รัก คือการที่รักไม่ได้,4,จบ,2.0,https://cdn.readawrite.com/articles/1539/1538552/thumbnail/,3,"Boy Love/Yaoi,18+,ดราม่า,นิยายวาย,นิยายโรแมนติก",(Yaoi)I’ll always be by your side #ข้างคุณ,233,,ข้างคุณ
583,นทกร,นิยาย Boy Love Lovely Room,"9,499",หลับตาซิที่รัก ในวงแขนของฉัน จะไม่มีผู้ใดคิดทำร้ายเธอได้,"14,293",จบ,21.0,https://cdn.readawrite.com/articles/1539/1538719/thumbnail/,"3,190","Boy Love/Yaoi,นิยายรัก,นิยายวาย,นิยายโรแมนติก,ลึกลับ,ไสยศาสตร์",Your voice #รักไม่ร้าย,"754,482",,รักไม่ร้าย
584,เขมกันต์,นิยาย Boy Love Lovely Room,110,อยากมีลูกเหรอ ไม่ยาก แค่มีโอเมกาสักคนหนึ่งก็มีลูกได้แล้ว,253,จบ,3.0,https://cdn.readawrite.com/articles/1544/1543150/thumbnail/,51,"Boy Love/Yaoi,18+,นิยายรัก,นิยายวาย,นิยายโรแมนติก,ดราม่า,omegaverse,เรื่องสั้น",() Just The Way I Am #แค่เป็นเรา (omega verse),"4,584",,แค่เป็นเรา
585,mamamon,นิยาย Boy Love Lovely Room,781,ผมเป็นเคยนักล่า แต่ตอนนี้ผมเลิกแล้ว เรื่องคาวๆผมอยากยุ่งนักหรอก ถ้าไม่ใช่เพราะเขา ผมคงไม่ต้องกลับมาส,887,จบ,28.0,https://cdn.readawrite.com/articles/1543/1542315/thumbnail/,158,"นิยายรัก,18+,ดราม่า,Boy Love/Yaoi,นิยายวาย,นิยายโรแมนติก,มหาวิทยาลัย,หมอ,ตลก",Hunter ล่ารักร้าย (#ยูฮันเตอร์),"49,330",ล่ารักร้าย,ยูฮันเตอร์
586,Tuskam0l​,นิยาย Boy Love Lovely Room,329,เขากับการเกิดใหม่อีกครั้งในร่างของชายหนุ่มอายุ17ปีที่มีภูมิหลังครุมเคลือ​แบบสุดๆจนน่าปวดหัว แต่เเล้ว,636,จบ,38.0,https://cdn.readawrite.com/articles/1543/1542585/thumbnail/,108,"ไอดอล,ซูเปอร์สตาร์,ซุปตาร์,idol,ดารา,Yaoi,ยาโอย,ยาโออิ,นิกส์​ที่เเท้ทรู,วายสเตชั่น",เกิดใหม่​ครั้งนี้​ ​ผม​จะเป็น​\'ไอดอล\' #นิกส์ที่แท้ทรู,"34,091",เกิดใหม่,นิกส์ที่แท้ทรู
587,Malisoblue•,นิยาย Boy Love Lovely Room,0,ผมไม่เคยที่จะคิดเป็นสตอล์คเกอร์เลยสักนิด!! แต่ไอเพื่อนตัวดีนี่สิ ชอบลากผมไปทำอะไรแบบนี้ด้วยทุกที เป็,2,จบ,1.0,https://cdn.readawrite.com/articles/1502/1501727/thumbnail/,0,"นักแคสเกม,คุณพระอาทิตย์,เกม",คุณครับ อย่าตีผม ผมเป็นแค่แพะรับบาป #คุณพระอาทิตย์ของซัน,67,คุณครับอย่าตีผมผมเป็นแค่แพะรับบาป,คุณพระอาทิตย์ของซัน
588,Whale52hz,นิยาย Boy Love Lovely Room,0,อยู่ๆก็ดันเจอพี่ชายสมัยเด็กที่ไปเรียนเมืองนอกแบบไม่กล่าวลาเป็นเวลา6ปี พอเจออีกเจอพี่มันทักว่า &ldquo,1,จบ,0.0,https://cdn.readawrite.com/articles/1502/1501718/thumbnail/,0,,00:00 (zero o’clock) ณ เวลาศูนย์นาฬิกา #ศูนย์นาฬิกา,92,ณเวลาศูนย์นาฬิกา,ศูนย์นาฬิกา
589,ยัยพะยูน,นิยาย Boy Love Lovely Room,5,เมื่อการสูญเสียของรักของผม กลายเป็นตัวกำหนดโชคชะตาให้กลับมารักษามันไว้คงเดิมอีกครั้ง แต่หากการสูญเสี,24,จบ,3.0,https://cdn.readawrite.com/articles/1503/1502504/thumbnail/,5,"Boy Love/Yaoi,ดราม่า,นิยายรัก,นิยายวาย,นิยายโรแมนติก,มหาวิทยาลัย,วิศวะ",[ทิศตะวันตก] #วาคินพิสุทธิ์,653,ทิศตะวันตก,วาคินพิสุทธิ์
590,yeoukitsune,นิยาย Boy Love Lovely Room,6,"ก็อย่างที่เขาว่าไว้ ""เวลาโกรธให้..กุ๊ก!!""",24,จบ,2.0,https://cdn.readawrite.com/articles/1503/1502626/thumbnail/,5,"ทำอาหาร,กุ๊กไลฟ์",เวลาโกรธให้ กุ๊ก [Gook Channel] #กุ๊กไลฟ์,537,เวลาโกรธให้กุ๊ก,กุ๊กไลฟ์
591,สาวน้อยผู้เล่าเรื่อง,นิยาย Boy Love Lovely Room,30,พ่อบ้านที่ดีต้องสามารถเติมเต็มความปรารถนาเจ้านายได้ทุกรูปแบบ ต้องมีความสามารถต้องมีสกิลและที่สำคัญต้,93,จบ,2.0,https://cdn.readawrite.com/articles/1504/1503701/thumbnail/,23,"Boy Love/Yaoi,นิยายแฟนตาซี,พ่อบ้าน,ระบบ,18+,นิยายวาย",ระบบพ่อบ้านจัดส่งถึงที่ (#พ่อบ้านที่ดี),"1,195",ระบบพ่อบ้านจัดส่งถึงที่,พ่อบ้านที่ดี
592,mamamon,นิยาย Boy Love Lovely Room,77,ไอ้ฝรั่งบ้านี่มันเป็นอะไร ทำไมมันต้องคอยตามแกล้งผมด้วยวะ,396,จบ,4.0,https://cdn.readawrite.com/articles/1504/1503792/thumbnail/,54,"Boy Love/Yaoi,18+,นิยายรัก,นิยายวาย,นิยายโรแมนติก",#โจทีม ร้ายเพราะรัก,"16,519",,โจทีมร้ายเพราะรัก
593,คุณย่า ย.ยักษ์,นิยาย Boy Love Lovely Room,1,ผมมีเพื่อนอยู่คนนึง ไม่มีใครมองเห็นเขาเพราะ....เขาเป็นเพียงเพื่อนในจินตนาการของผม,0,จบ,0.0,https://cdn.readawrite.com/articles/1507/1506147/thumbnail/,1,"Boy Love/Yaoi,นิยายวาย,โรงเรียน,มหาวิทยาลัย",-เพื่อนผมพวกเขาไม่เห็น- #ปราชญ์ของนพ,16,เพื่อนผมพวกเขาไม่เห็น,ปราชญ์ของนพ
594,ancherryii,นิยาย Boy Love Lovely Room,0,มึงมาอัลฟ่าที่ตีนกูนี่ อีประสาท - said เบต้าชนชั้นกลาง,5,จบ,0.0,https://cdn.readawrite.com/articles/1508/1507205/thumbnail/,0,,#อาทิตย์ใจเย็น,162,,อาทิตย์ใจเย็น
595,MuSue,นิยาย Boy Love Lovely Room,21,แต่ถ้าถามว่าพร้อมจะมีแฟนใหม่มั้ย....ก็พะ... “เป็นแฟนกัน” หะ! “เป็นแฟนกันมั้ย&rdquo,11,จบ,19.0,https://cdn.readawrite.com/articles/1508/1507883/thumbnail/,3,,BEGIN AGAIN #รักอีกครั้ง,"1,176",,รักอีกครั้ง
596,littlebit_,นิยาย Boy Love Secret Room,27,,127,จบ,3.0,https://cdn.readawrite.com/articles/1508/1507018/thumbnail/,20,,ฉากCut #น้องจอมทัพของพี่ทาร์ต,"12,880",ฉาก,น้องจอมทัพของพี่ทาร์ต
597,อีจิ๋ว,นิยาย Boy Love Secret Room,338,เมื่อผมรู้ตัวว่าผมนั้นเป็นโอเมก้าคนเดียวในโรงเรียนชายล้วน อะไรจะเกิดขึ้นบ้างก็ไม่รู้,"1,577",จบ,16.0,https://cdn.readawrite.com/articles/1509/1508370/thumbnail/,203,"omegaverse,Fantasy,Boy Love/Yaoi,Y,school,18+,นิยายวาย,นิยายรัก,SM,นิยายโรแมนติก",ผมเป็นโอเมก้าคนเดียวในโรงเรียนชายล้วน #โอเมก้าเวิร์ส ฉีกกฏนิดหน่อย,"132,144",ผมเป็นโอเมก้าคนเดียวในโรงเรียนชายล้วน,โอเมก้าเวิร์สฉีกกฏนิดหน่อย
598,butterfly 8ffect -บัตเทอร์ฟลายเอฟเฟกต์-,นิยาย Boy Love Lovely Room,28,ข้าเป็นผักกาดขาวนำโชค ข้าเป็นผักกาดขาววิเศษ จะมาเอาข้าไปต้ม จะมาเอาข้าไปผัด จะมาผักกาดขาวเหมือนกันไม,111,จบ,0.0,https://cdn.readawrite.com/articles/1513/1512240/thumbnail/,22,"นิยายจีนโบราณ,ผักกาด,พืชมงคลของจีน,นิยายวาย,ตลก,เบาสมอง,เคะสายน้อง,น้อง,น่ารัก,Boy Love/Yaoi,นิยายรัก,นิยายแฟนตาซี","#สวนสมุนไพรสกุลไป๋ #จะมาผักกาดขาวเหมือนกันไม่ได้ (yaoi,จีนโบราณ)","1,340",,สวนสมุนไพรสกุลไป๋
599,eliche,นิยาย Boy Love Lovely Room,84,อวี้เหวินหว่านสิ้นสติ ไม่อาจผ่านด่านเคราะห์ภัยพิบัติเซียน เขาลืมตามาอยู่ในยุค5G เป็นทารกอยู่ในอ้อมกอ,123,จบ,17.0,https://cdn.readawrite.com/articles/1513/1512380/thumbnail/,25,"Mpreg,นิยายวาย","Enchanted #เรื่องรักผมไม่เซียน [Y,Omegaverse]","6,892",,เรื่องรักผมไม่เซียน
600,Majority46,นิยาย Boy Love Lovely Room,3,เมื่อผมต้องมาพนันกับเพื่อนเพื่อพิสูจน์ว่า ' เอิร์ธ ' ชอบผมจริง ๆ หรือว่าแก๊งผมคิดไปเอง แต่ก็ดันดูจะย,18,จบ,1.0,https://cdn.readawrite.com/articles/1513/1512597/thumbnail/,2,"Boy Love/Yaoi,นิยายรัก,นิยายวาย,Mpreg",[ Mpreg ] #เอิร์ธคนซึน,534,,เอิร์ธคนซึน
601,สาววาย ชายได้ชาย กูต้องโห่,นิยาย Boy Love Secret Room,27,???,40,จบ,0.0,https://cdn.readawrite.com/articles/1512/1511880/thumbnail/,25,นิยายรักวัยรุ่น,ก็เมียผมเด็ด #สาววาย,942,ก็เมียผมเด็ด,สาววาย
602,Chomilk,นิยาย Boy Love Lovely Room,1,ใครหลายคนอาจมีช่วงเวลาปี2ที่แสนจะสนุกแต่ผมอยากที่จะอยู่อย่างสงบสุขมากกว่า “ผมไม่ได้ชอบผู้ชาย&r,0,จบ,0.0,https://cdn.readawrite.com/articles/1557/1556503/thumbnail/,1,,SENIORS #พี่ปี3รักน้องปี2,29,,พี่ปี
603,butterfly 8ffect -บัตเทอร์ฟลายเอฟเฟกต์-,นิยาย Boy Love Lovely Room,128,ลลิตเข้ามาในชีวิตคนที่ตนแอบรักตลอดหลายปีอย่างหนึ่งตะวันในฐานะคนอุ้มบุญเพราะอัลฟ่าหนุ่มต้องการเพียงทา,796,จบ,0.0,https://cdn.readawrite.com/articles/1556/1555861/thumbnail/,93,"โอเมกาเวิร์ส,เคะท้อง,เมียเด็ก,โอเมก้า,อัลฟ่า,เมียหนี,ท้อง,นิยายวาย,แอบรัก,แอบรักรุ่นพี่,เมะแก่,18+,ดราม่า,Boy Love/Yaoi,ตะวันลลิต,Mpreg,นิยายโรแมนติก,นิยายรัก,เมะขึ้นอย่างหงส์ลงอย่างหมา","#ดุจภูผาเพียงตะวัน {omegavers,mpreg,yaoi} #ตะวันลลิต","6,567",,ดุจภูผาเพียงตะวัน
604,Bewon,นิยาย Boy Love Lovely Room,37,‘พี่สอง ผมชอบพี่นะครับ’ ตั้งแต่วันที่ ‘หนึ่ง’ บอกชอบ จากน้องชายหน้าตาน่ารักก,120,จบ,22.0,https://cdn.readawrite.com/articles/1558/1557466/thumbnail/,17,"รุ่นพี่รุ่นน้อง,พี่สองของหนึ่ง,Boy Love/Yaoi,นิยายวาย,18+,นิยายรัก,นิยายโรแมนติก",[Rewrite] Fetishism ☆ #พี่สองของหนึ่ง,"6,031",,พี่สองของหนึ่ง
605,คุณดาวตก,นิยาย Boy Love Lovely Room,29,เรื่องราวทุกอย่างเริ่มจากคืนนั้น #ซือหยางจัวจื้อ #เหยียนไป่หยาง #ต้าฉือเจียเล่อ #คืนนั้นของยวี่ชิง,35,จบ,3.0,https://cdn.readawrite.com/articles/1559/1558824/thumbnail/,12,"ซือหยางจัวจื้อ,มู่ซือหยาง,จั้วจื้อ,ต้าหย่งเจียเล่อ,เหยียนไป่หยาง,สิงห์หนุ่มสนามเทนนิส,คืนนั้นของยวี่ชิง",Becuse of the alcohol | #คืนนั้นของยวี่ชิง,"1,053",,คืนนั้นของยวี่ชิง
606,ภาณุดี,นิยาย Boy Love Lovely Room,23,"""เมียจะไปไหน?"" ""ได้กันครั้งเดียวไม่นับว่าเป็นผัวเมียกันโว้ย!!"" ""แปลว่าถ้าครั้งต่อไปคุณจะยอมรับว่าเป็",35,จบ,5.0,https://cdn.readawrite.com/articles/1559/1558994/thumbnail/,8,"Boy Love/Yaoi,18+,นิยายวาย,มาเฟีย,นิยายรัก,วัยทำงาน",You are mine #แมวดื้อของติณณ์,665,,แมวดื้อของติณณ์
