,author_x,category_x,commentCount_x,isComplete_x,numOfchap_x,pic_x,ratingCount_x,tag_x,title_x,viewer_x,new_title_x,hashtag,author_y,category_y,commentCount_y,isComplete_y,numOfchap_y,pic_y,ratingCount_y,tag_y,title_y,viewer_y,new_title_y
0,พี่ติ๊ส.,นิยาย y,80,,6,https://cdn-th.tunwalai.net/files/story/1414/636997558092541246-story.jpg,230,"yaoi,มัธยม,นิยายy,ชายรักชาย,จัสยูยิมเซย์",Just U ♥ #จัสยูยิมเซย์ [Yaoi],"58,676",,จัสยูยิมเซย์,พี่ติ๊ส.,นิยาย y,80,,6,https://cdn-th.tunwalai.net/files/story/1414/636997558092541246-story.jpg,230,"yaoi,มัธยม,นิยายy,ชายรักชาย,จัสยูยิมเซย์",Just U ♥ #จัสยูยิมเซย์ [Yaoi],"58,676",
1,blacksummer,นิยาย y,44,,12,https://cdn-th.tunwalai.net/files/story/13054/13054-story.jpg,145,"Yaoi , พี่ครับ ผม(ไม่)ชอบผู้ชาย , R18+",[Yaoi&NC18+] #พี่ครับ ผม(ไม่)ชอบผู้ชาย,"29,144",,พี่ครับผม,blacksummer,นิยาย y,44,,12,https://cdn-th.tunwalai.net/files/story/13054/13054-story.jpg,145,"Yaoi , พี่ครับ ผม(ไม่)ชอบผู้ชาย , R18+",[Yaoi&NC18+] #พี่ครับ ผม(ไม่)ชอบผู้ชาย,"29,144",
2,garoo-pop,นิยาย y,4,,1,https://cdn-th.tunwalai.net/files/story/13184/13184-story.jpg,105,"2pm, fic, Yaoi, Fic2pm,",[แฟนฟิค] 2 : PM Deadline...บ่ายสอง #บ่ายสองต้องรอด,"2,415",แฟนฟิค,บ่ายสองต้องรอด,garoo-pop,นิยาย y,4,,1,https://cdn-th.tunwalai.net/files/story/13184/13184-story.jpg,105,"2pm, fic, Yaoi, Fic2pm,",[แฟนฟิค] 2 : PM Deadline...บ่ายสอง #บ่ายสองต้องรอด,"2,415",แฟนฟิค
3,jokerginger,นิยาย y,35,,5,https://cdn-th.tunwalai.net/files/story/13793/13793-story.jpg,502,"got7,markbam,yaoi,bnior,jackjae,yuglee,nc",GOT7 WICKED #ฟิคเด็กเถื่อน { NC PART },"105,536",,ฟิคเด็กเถื่อน,jokerginger,นิยาย y,35,,5,https://cdn-th.tunwalai.net/files/story/13793/13793-story.jpg,502,"got7,markbam,yaoi,bnior,jackjae,yuglee,nc",GOT7 WICKED #ฟิคเด็กเถื่อน { NC PART },"105,536",
4,สีดำ?,นิยาย y,530,,32,https://cdn-th.tunwalai.net/files/story/15008/15008-story.jpg,351,ร้ายนัก!....จับทำเมียแม่ง,#ร้ายนัก....จับทำเมียแม่ง ( 18+ ),"515,608",,ร้ายนักจับทำเมียแม่ง,สีดำ?,นิยาย y,530,,32,https://cdn-th.tunwalai.net/files/story/15008/15008-story.jpg,351,ร้ายนัก!....จับทำเมียแม่ง,#ร้ายนัก....จับทำเมียแม่ง ( 18+ ),"515,608",
5,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก,จบแล้ว,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก
6,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก,จบแล้ว,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว
7,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก,จบแล้ว,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว
8,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก,จบแล้ว,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",
9,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก,จบแล้ว,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",
10,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว,จบแล้ว,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก
11,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว,จบแล้ว,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว
12,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว,จบแล้ว,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว
13,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว,จบแล้ว,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",
14,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว,จบแล้ว,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",
15,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว,จบแล้ว,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก
16,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว,จบแล้ว,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว
17,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว,จบแล้ว,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว
18,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว,จบแล้ว,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",
19,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว,จบแล้ว,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",
20,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",,จบแล้ว,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก
21,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",,จบแล้ว,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว
22,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",,จบแล้ว,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว
23,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",,จบแล้ว,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",
24,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",,จบแล้ว,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",
25,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",,จบแล้ว,soleil,นิยาย y,610,,42,https://cdn-th.tunwalai.net/files/story/15435/15435-story.jpg,608,"...หัวใจใฝ่รัก... ( The Royal Promise )  เจ้าน้อย, แสงเมือง, กลับชาติมาเกิด, ระลึกชาติ, มะยม+อิฐ (นิยายวาย, Yaoi , Boy's love , Fic)",[YAOI]...หัวใจใฝ่รัก... ( The Royal Promise ) By...Soleil  #จบแล้ว,"359,459",หัวใจใฝ่รัก
26,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",,จบแล้ว,TORIIIII,นิยาย y,303,จบ,42,https://cdn-th.tunwalai.net/files/story/17667/635995093029536908-story.jpg,629,#Y #YAOI #NC #คนเลว  #พอร์ชมิก  #มิกพอร์ช,คนเลว  [YAOI 18+]  #จบแล้ว,"332,385",คนเลว
27,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",,จบแล้ว,เด็กหญิงเย็นชา,นิยาย y,"2,952",,40,https://cdn-th.tunwalai.net/files/story/125117/636246881708883762-story.jpg,"2,017",พี่เจิด มะลิ อีลิ,[จบแล้ว] Smooty Love เรื่อง...รักของพี่เจิด #  [Yaoi] [NC18+] [จบแล้ว],"745,809",จบแล้ว
28,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",,จบแล้ว,wandy,นิยาย y,245,จบ,23,https://cdn-th.tunwalai.net/files/story/259369/636986338557108880-story.jpg,269,"เคะท้อง,ดราม่า",#จบแล้ว [MPreg] destroyed แค้นร้ายทำลายรัก,"115,125",
29,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",,จบแล้ว,cynthia,นิยาย y,53,,24,https://cdn-th.tunwalai.net/files/story/278078/636916026657072669-story.jpg,131,"Yuri,Cafe,Romantic,Drama,Nc,แชงลิซ,Chaelis,Chaelisa,โรเซ่,ลิซ่า",LIBRAFE (YURI) #chaelis จบแล้ว,"32,218",
30,smoke,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/15898/15898-story.jpg,43,ฟิคห้องขาว,Ficexo{ChanBaek} The White Room #ฟิคห้องขาว,"1,124",,ฟิคห้องขาว,smoke,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/15898/15898-story.jpg,43,ฟิคห้องขาว,Ficexo{ChanBaek} The White Room #ฟิคห้องขาว,"1,124",
31,coco coco,นิยาย y,45,,35,https://cdn-th.tunwalai.net/files/story/16329/16329-story.jpg,76,"exo,ลู่หมิน",####  stop  love  หยุดหัวใจ...........ไม่ให้รัก  #####,"18,219",,หยุดหัวใจไม่ให้รัก,coco coco,นิยาย y,45,,35,https://cdn-th.tunwalai.net/files/story/16329/16329-story.jpg,76,"exo,ลู่หมิน",####  stop  love  หยุดหัวใจ...........ไม่ให้รัก  #####,"18,219",
32,meenjabin,นิยาย y,15,,7,https://cdn-th.tunwalai.net/files/story/17734/636184516443832814-story.jpg,72,MarkBam GOT7 YAOI Fiction มบอะเกน,AGAIN แล้วเราก็กลับมาพบกัน #MarkBam #มบอะเกน,"19,283",แล้วเราก็กลับมาพบกัน,มบอะเกน,meenjabin,นิยาย y,15,,7,https://cdn-th.tunwalai.net/files/story/17734/636184516443832814-story.jpg,72,MarkBam GOT7 YAOI Fiction มบอะเกน,AGAIN แล้วเราก็กลับมาพบกัน #MarkBam #มบอะเกน,"19,283",แล้วเราก็กลับมาพบกัน
33,โลกสีเงิน,นิยาย y,2,,5,https://cdn-th.tunwalai.net/files/story/19467/19467-story.jpg,64,"นิยายy,สนุกๆ,เพื่อน,รัก,โหด,เศร้า",กูให้ได้แค่เพื่อนว่ะ # เศร้าเย่อะ # just friend,"4,140",กูให้ได้แค่เพื่อนว่ะ,เศร้าเย่อะ,โลกสีเงิน,นิยาย y,2,,5,https://cdn-th.tunwalai.net/files/story/19467/19467-story.jpg,64,"นิยายy,สนุกๆ,เพื่อน,รัก,โหด,เศร้า",กูให้ได้แค่เพื่อนว่ะ # เศร้าเย่อะ # just friend,"4,140",กูให้ได้แค่เพื่อนว่ะ
34,quantoop,นิยาย y,9,,1,https://cdn-th.tunwalai.net/files/story/30243/30243-story.jpg,55,"what u say? , ไอ้โรคจิตเนี่ยสามีผม!? , รักในรั้ววิทยาลัยเทคนิค , เด็กเทคนิคฯ , ช่างยนต์xนิเทศศิลป์ , ชายรักชาย , คอเมดี้ , เคะเถื่อน , เมะดุ , ดราม่า , เอสเอ็ม , ธูปxปลั๊ก , QUANTOOP.",#WHAT YOU SAY? .. ไอ้โรคจิตเนี่ยสามีผม? [ YAOI ],"4,185",,ไอ้โรคจิตเนี่ยสามีผม,quantoop,นิยาย y,9,,1,https://cdn-th.tunwalai.net/files/story/30243/30243-story.jpg,55,"what u say? , ไอ้โรคจิตเนี่ยสามีผม!? , รักในรั้ววิทยาลัยเทคนิค , เด็กเทคนิคฯ , ช่างยนต์xนิเทศศิลป์ , ชายรักชาย , คอเมดี้ , เคะเถื่อน , เมะดุ , ดราม่า , เอสเอ็ม , ธูปxปลั๊ก , QUANTOOP.",#WHAT YOU SAY? .. ไอ้โรคจิตเนี่ยสามีผม? [ YAOI ],"4,185",
35,peetin15,นิยาย y,8,,3,https://cdn-th.tunwalai.net/files/story/30302/30302-story.jpg,83,ไม่ฟินขอโทษด้วยนะค่ะ,#Nc1 คนที่สำคัญของเจบี,"21,087",,คนที่สำคัญของเจบี,peetin15,นิยาย y,8,,3,https://cdn-th.tunwalai.net/files/story/30302/30302-story.jpg,83,ไม่ฟินขอโทษด้วยนะค่ะ,#Nc1 คนที่สำคัญของเจบี,"21,087",
36,xeenxeen,นิยาย y,20,,5,https://cdn-th.tunwalai.net/files/story/30433/30433-story.jpg,81,"yaoi,นัมเบอร์,เบส,น่ารัก",เจ้านายที่รัก(yaoi)#แมว,"5,954",เจ้านายที่รัก,แมว,xeenxeen,นิยาย y,20,,5,https://cdn-th.tunwalai.net/files/story/30433/30433-story.jpg,81,"yaoi,นัมเบอร์,เบส,น่ารัก",เจ้านายที่รัก(yaoi)#แมว,"5,954",เจ้านายที่รัก
37,ดากบอยofficial,นิยาย y,15,,7,https://cdn-th.tunwalai.net/files/story/31529/31529-story.jpg,101,"markbam,mark,bambam,yaoi,boylove,fic",[MarkBam] อ่อย.. หมอ   #ฟิคดากบอย,"16,011",อ่อยหมอ,ฟิคดากบอย,ดากบอยofficial,นิยาย y,15,,7,https://cdn-th.tunwalai.net/files/story/31529/31529-story.jpg,101,"markbam,mark,bambam,yaoi,boylove,fic",[MarkBam] อ่อย.. หมอ   #ฟิคดากบอย,"16,011",อ่อยหมอ
38,Princess WH(Y),นิยาย y,46,,10,https://cdn-th.tunwalai.net/files/story/32393/32393-story.jpg,133,ไฟ,wh(Y)  The Story ##หยุดอัพ##,"7,226",,หยุดอัพ,Princess WH(Y),นิยาย y,46,,10,https://cdn-th.tunwalai.net/files/story/32393/32393-story.jpg,133,ไฟ,wh(Y)  The Story ##หยุดอัพ##,"7,226",
39,Chatchaiwat,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/33385/33385-story.jpg,58,"ChanBaek , Exo , #ฟิคเพศสัมพันธ์",ฉากคัท#ฟิคเพศสัมพันธ์,"9,060",ฉากคัท,ฟิคเพศสัมพันธ์,Chatchaiwat,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/33385/33385-story.jpg,58,"ChanBaek , Exo , #ฟิคเพศสัมพันธ์",ฉากคัท#ฟิคเพศสัมพันธ์,"9,060",ฉากคัท
40,NoeyBD,นิยาย y,2,,0,https://cdn-th.tunwalai.net/files/story/34178/34178-story.jpg,52,"ยกมดลูกให้แบค, ชานแบค, chanbaek",Give me a baby - ขอลูกให้ผมนะครับ [EXO chanbaek] #ยกมดลูกให้แบค,"2,499",ขอลูกให้ผมนะครับ,ยกมดลูกให้แบค,NoeyBD,นิยาย y,2,,0,https://cdn-th.tunwalai.net/files/story/34178/34178-story.jpg,52,"ยกมดลูกให้แบค, ชานแบค, chanbaek",Give me a baby - ขอลูกให้ผมนะครับ [EXO chanbaek] #ยกมดลูกให้แบค,"2,499",ขอลูกให้ผมนะครับ
41,Mingmo,นิยาย y,74,,8,https://cdn-th.tunwalai.net/files/story/36147/36147-story.jpg,218,"ชบแบคติดเซ็กซ์ , ชานยอล , แบคฮยอน , ชานแบค , y , exo",[fic exo] ▶S.E.X. NYM ✖chanbaek✖ #ชบติดเซ็กซ์,"267,359",,ชบติดเซ็กซ์,Mingmo,นิยาย y,74,,8,https://cdn-th.tunwalai.net/files/story/36147/36147-story.jpg,218,"ชบแบคติดเซ็กซ์ , ชานยอล , แบคฮยอน , ชานแบค , y , exo",[fic exo] ▶S.E.X. NYM ✖chanbaek✖ #ชบติดเซ็กซ์,"267,359",
42,เด็กอ้วนตัวโต,นิยาย y,19,,0,https://cdn-th.tunwalai.net/files/story/40257/636414208530287090-story.jpg,57,น้องเรน พี่กราฟ,#รักของผมทำเพื่อรุ่นพี่,"6,852",,รักของผมทำเพื่อรุ่นพี่,เด็กอ้วนตัวโต,นิยาย y,19,,0,https://cdn-th.tunwalai.net/files/story/40257/636414208530287090-story.jpg,57,น้องเรน พี่กราฟ,#รักของผมทำเพื่อรุ่นพี่,"6,852",
43,LILYHZT,นิยาย y,304,,34,https://cdn-th.tunwalai.net/files/story/40278/40278-story.jpg,238,"TaoKai, EXO,",[FIC-EXO] พี่ปี8 น้องปี1 #เทาไคปี8 #TaoKai #Krisyeol,"108,264",พี่ปี,เทาไคปี,LILYHZT,นิยาย y,304,,34,https://cdn-th.tunwalai.net/files/story/40278/40278-story.jpg,238,"TaoKai, EXO,",[FIC-EXO] พี่ปี8 น้องปี1 #เทาไคปี8 #TaoKai #Krisyeol,"108,264",พี่ปี
44,แก้วไวน์หลั่งสีม่วง,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/41225/41225-story.jpg,38,ฟิคมันส์ติดบวก yaoi 18+ sm Drunkenness,Drunkenness #ฟิคมันส์ติดบวก,"2,006",,ฟิคมันส์ติดบวก,แก้วไวน์หลั่งสีม่วง,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/41225/41225-story.jpg,38,ฟิคมันส์ติดบวก yaoi 18+ sm Drunkenness,Drunkenness #ฟิคมันส์ติดบวก,"2,006",
45,Triple_m,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/41332/41332-story.jpg,62,มาเฟิร์น,[YAOI] BEHIND MY BACK : #นิยายเบื้องหลัง,916,,นิยายเบื้องหลัง,Triple_m,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/41332/41332-story.jpg,62,มาเฟิร์น,[YAOI] BEHIND MY BACK : #นิยายเบื้องหลัง,916,
