,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag
3017,ssaturdayinmay,ชุมชนคนขี้ชิป,68,"‘words I want to hear tell me, tell me that you love me too’",89,จบ,7.0,https://cdn.readawrite.com/articles/1543/1542752/thumbnail/,29,"wooharu,อูฮารุ,treasure,Ygtreasure",plot twist #จิ๊กจรัญ,"96,825",,จิ๊กจรัญ
3018,ไฉไล,ชุมชนคนขี้ชิป,71,บอกแล้วไง ให้ตั้งใจเรียน,250,จบ,16.0,https://cdn.readawrite.com/articles/1543/1542943/thumbnail/,34,ป๋อจ้าน,#เซตกะปู๋ ป๋อจ้าน [END] มาแก้คำผิดนะจ้ะ,"1,426,579",,เซตกะปู๋ป๋อจ้าน
3019,Mr.Hell,นิยาย Girl Love/ Yuri,17,คนหนึ่งอยากเลิกอ้วนเพื่อให้เขารัก คนหนึ่งกลับรักที่เธออ้วน,30,จบ,2.0,https://cdn.readawrite.com/articles/1543/1542979/thumbnail/,9,"ทูยอน,มิแชง,2yeon",100KG Feat.Love100% #ทฤษฎีหลงรัก,689,,ทฤษฎีหลงรัก
3020,หวังสี้เจ้า.,ชุมชนคนขี้ชิป,7,""" หรือพระเจ้าสั่งห้ามกูมีเเฟนวะ """,23,จบ,2.0,https://cdn.readawrite.com/articles/1543/1542984/thumbnail/,3,"ดิฐาโดนเท,Jaedo.,NCT",#ดิฐาโดนเท :: JAEDO,"7,016",,ดิฐาโดนเท
3021,sunshine,วายสเตชั่น,3,ดินรู้ว่าทุกอย่าง กำลังจะเปลี่ยนไป เลยอัดคลิปไว้ในทุกๆวัน เหมือนกับเป็นบันทึกประจำวันอย่างไรอย่างนั้,2,จบ,1.0,https://cdn.readawrite.com/articles/1544/1543025/thumbnail/,2,"Changed,เปลี่ยน,เนียลอง,#neilong",#เปลี่ยนนอ,262,,เปลี่ยนนอ
3022,เขมกันต์,นิยาย Boy Love Lovely Room,110,อยากมีลูกเหรอ ไม่ยาก แค่มีโอเมกาสักคนหนึ่งก็มีลูกได้แล้ว,253,จบ,3.0,https://cdn.readawrite.com/articles/1544/1543150/thumbnail/,51,"Boy Love/Yaoi,18+,นิยายรัก,นิยายวาย,นิยายโรแมนติก,ดราม่า,omegaverse,เรื่องสั้น",() Just The Way I Am #แค่เป็นเรา (omega verse),"4,584",,แค่เป็นเรา
3023,jade .,ชุมชนคนขี้ชิป,"2,957",ทักมาอยู่ได้ทุกวันว่าเครื่องซีร็อกซ์เสีย เครื่องบ้าอะไรมันจะเสียทุกวันขนาดนั้นวะ,"3,882",จบ,30.0,https://cdn.readawrite.com/articles/1544/1543326/thumbnail/,764,"ป๋อจ้าน,หวังอี้ป๋อ,เซียวจ้าน,อี้จ้าน,Boy Love/Yaoi,Fanfiction แฟนฟิคชั่น,bozhan",#น้องๆเครื่องซีร็อกซ์เสีย | ป๋อจ้าน,"32,288,382",,น้องๆเครื่องซีร็อกซ์เสีย
3024,สักชื่อบนโลกนี้ 🌏✨,นิยายรัก,14,: เด็กบ้านนั้นมันเป็นปีศาจ! : ปีศาจเหี้_ไร หน้าตาดีขนาดนี้,12,จบ,1.0,https://cdn.readawrite.com/articles/1544/1543372/thumbnail/,11,#kookv,I\'m not a devil #ฉันไม่ใช่ปีศาจ,"1,347",,ฉันไม่ใช่ปีศาจ
3025,mamamon,นิยาย Boy Love Lovely Room,781,ผมเป็นเคยนักล่า แต่ตอนนี้ผมเลิกแล้ว เรื่องคาวๆผมอยากยุ่งนักหรอก ถ้าไม่ใช่เพราะเขา ผมคงไม่ต้องกลับมาส,887,จบ,28.0,https://cdn.readawrite.com/articles/1543/1542315/thumbnail/,158,"นิยายรัก,18+,ดราม่า,Boy Love/Yaoi,นิยายวาย,นิยายโรแมนติก,มหาวิทยาลัย,หมอ,ตลก",Hunter ล่ารักร้าย (#ยูฮันเตอร์),"49,330",ล่ารักร้าย,ยูฮันเตอร์
3026,เพิ้งพิ้ว,ชุมชนคนขี้ชิป,170,หนูก็ตัวแค่นี้จะไปสู้ผัวขาได้ยังไง #บาสแวน,321,จบ,8.0,https://cdn.readawrite.com/articles/1543/1542396/thumbnail/,91,"#soojun,ซูจุน",#บาสฟรีไม่แมน soojun,"744,277",,บาสฟรีไม่แมน
3027,your no.1 fangirl,แฟนฟิคชั่น,3,(Warning : Fem!TXT) Inspried by : Don't Be Shy (Winner),6,จบ,1.0,https://cdn.readawrite.com/articles/1543/1542431/thumbnail/,3,"ทีเร้กวีคลี่,TxT",Don’t be shy (#ทีเร้กวีคลี่),355,,ทีเร้กวีคลี่
3028,Chalisa114,นิยายรักวัยรุ่น,46,"""ตั้งแต่ฉันรู้จักกับนาย ก็หาความสงบสุขของชีวิตไม่เจอเลยจริงๆ !""",49,จบ,7.0,https://cdn.readawrite.com/articles/1543/1542435/thumbnail/,32,"นิยายรัก,นิยายรักวัยรุ่น,มหาวิทยาลัย,ตลก,มาเฟีย,ความรัก,เพื่อนสนิท,นิยายโรแมนติก,แอบรัก",Stop Heart #หยุดหัวใจนายสุดหล่อ,"1,108",,หยุดหัวใจนายสุดหล่อ
3029,Tuskam0l​,นิยาย Boy Love Lovely Room,329,เขากับการเกิดใหม่อีกครั้งในร่างของชายหนุ่มอายุ17ปีที่มีภูมิหลังครุมเคลือ​แบบสุดๆจนน่าปวดหัว แต่เเล้ว,636,จบ,38.0,https://cdn.readawrite.com/articles/1543/1542585/thumbnail/,108,"ไอดอล,ซูเปอร์สตาร์,ซุปตาร์,idol,ดารา,Yaoi,ยาโอย,ยาโออิ,นิกส์​ที่เเท้ทรู,วายสเตชั่น",เกิดใหม่​ครั้งนี้​ ​ผม​จะเป็น​\'ไอดอล\' #นิกส์ที่แท้ทรู,"34,091",เกิดใหม่,นิกส์ที่แท้ทรู
3030,0022004,ชุมชนคนขี้ชิป,9,เมื่อไหร่มึงจะหยุดม่อ,33,จบ,2.0,https://cdn.readawrite.com/articles/1502/1501039/thumbnail/,7,"เมหยุดม่อ,มิ้นบี๋มีอยู่จริง,คังกุระ,อันยองจึ",#เมหยุดม่อ,"23,435",,เมหยุดม่อ
3031,WILGA,แฟนฟิคชั่น,28,อยากเสพแต่ไม่มีคนค้าก็ต้องค้าเองเสพเอง -.-,29,จบ,2.0,https://cdn.readawrite.com/articles/1502/1501361/thumbnail/,14,"รัชศกเฉิงฮว่า,#รัชศก,รัชศกเฉิงฮว่าปีที่สิบสี่,ติงหรง,วังจื๋อ,อวี๋หมิงเซวียน,หลิวเย่าหยวน,ติงวัง",os/sf รัชศกเฉิงฮว่าปีที่สิบสี่ ติงหรง x วังจื๋อ #ติงวัง,"1,456",รัชศกเฉิงฮว่าปีที่สิบสี่ติงหรง,ติงวัง
3032,TK.กุกวี Forever,ชุมชนคนขี้ชิป,40,ในนี้เป็นเพียงNc เนื้อเรื่งเต็มๆอยู่จอยลดา ชื่อเรื่องตามชื่อตอนเลยนะคะ,146,จบ,2.0,https://cdn.readawrite.com/articles/1502/1501527/thumbnail/,24,"ฟิคสั้น,นิยายรักวัยรุ่น,ชายรักชาย,นิยายวาย,กุกวี,kookv,Taekook,ก็เด็กมันแซ่บ",รวม#ฟิคสั่น,"245,310",รวม,ฟิคสั่น
3033,afeilys,คาเฟ่อมยิ้ม,820,พี่น้องคู่นี้มันเป็นอะไรของมัน au thai — sakuatsu and sunaosa OOC / dirty talk / มีคำหยาบ,"1,995",จบ,6.0,https://cdn.readawrite.com/articles/1502/1501532/thumbnail/,514,"SakuAtsu,sunaosa,Haikyuu",#อัญโอชา,"4,536,568",,อัญโอชา
3034,Malisoblue•,นิยาย Boy Love Lovely Room,0,ผมไม่เคยที่จะคิดเป็นสตอล์คเกอร์เลยสักนิด!! แต่ไอเพื่อนตัวดีนี่สิ ชอบลากผมไปทำอะไรแบบนี้ด้วยทุกที เป็,2,จบ,1.0,https://cdn.readawrite.com/articles/1502/1501727/thumbnail/,0,"นักแคสเกม,คุณพระอาทิตย์,เกม",คุณครับ อย่าตีผม ผมเป็นแค่แพะรับบาป #คุณพระอาทิตย์ของซัน,67,คุณครับอย่าตีผมผมเป็นแค่แพะรับบาป,คุณพระอาทิตย์ของซัน
3035,Whale52hz,นิยาย Boy Love Lovely Room,0,อยู่ๆก็ดันเจอพี่ชายสมัยเด็กที่ไปเรียนเมืองนอกแบบไม่กล่าวลาเป็นเวลา6ปี พอเจออีกเจอพี่มันทักว่า &ldquo,1,จบ,0.0,https://cdn.readawrite.com/articles/1502/1501718/thumbnail/,0,,00:00 (zero o’clock) ณ เวลาศูนย์นาฬิกา #ศูนย์นาฬิกา,92,ณเวลาศูนย์นาฬิกา,ศูนย์นาฬิกา
3036,Chaboyull,แฟนฟิคชั่น,17,มึงว่า ไอ้ทีนมันเป็นมนุษ​ย์ต่างดาวป่าววะ,39,จบ,4.0,https://cdn.readawrite.com/articles/1501/1500660/thumbnail/,10,"DMHP,Darry,dmhp darry,Drarry",[DMHP] : #ภพกันdrarry,714,,ภพกัน
3037,serafina,ชุมชนคนขี้ชิป,0,ชนะคนทั้งสนามแต่แพ้ให้เธอคนเดียว,5,จบ,1.0,https://cdn.readawrite.com/articles/1501/1500825/thumbnail/,0,"JAEYONG,JAEHYUN,taeyong,แจยง",scrabble | #กระดานจย,804,,กระดานจย
3038,23day,วายสเตชั่น,5,หิวน้ำอ้อยว่ะ,5,จบ,11.0,https://cdn.readawrite.com/articles/1501/1500878/thumbnail/,5,"กังกร,Boy Love/Yaoi,น้ำอ้อย,หิว,หิวน้ำอ้อยว่ะ",หิวน้ำอ้อยว่ะ l #กังกร,"6,244",หิวน้ำอ้อยว่ะ,กังกร
3039,godtenjuly,ชุมชนคนขี้ชิป,758,ไอ้เสือภาคไฟมันแพ้ของขาว,"1,830",จบ,6.0,https://cdn.readawrite.com/articles/1503/1502372/thumbnail/,339,"ไทเกอร์เบล,taejae","#ไทเกอร์เบล , taejae","4,264,658",,ไทเกอร์เบล
3040,ยัยพะยูน,นิยาย Boy Love Lovely Room,5,เมื่อการสูญเสียของรักของผม กลายเป็นตัวกำหนดโชคชะตาให้กลับมารักษามันไว้คงเดิมอีกครั้ง แต่หากการสูญเสี,24,จบ,3.0,https://cdn.readawrite.com/articles/1503/1502504/thumbnail/,5,"Boy Love/Yaoi,ดราม่า,นิยายรัก,นิยายวาย,นิยายโรแมนติก,มหาวิทยาลัย,วิศวะ",[ทิศตะวันตก] #วาคินพิสุทธิ์,653,ทิศตะวันตก,วาคินพิสุทธิ์
3041,yeoukitsune,นิยาย Boy Love Lovely Room,6,"ก็อย่างที่เขาว่าไว้ ""เวลาโกรธให้..กุ๊ก!!""",24,จบ,2.0,https://cdn.readawrite.com/articles/1503/1502626/thumbnail/,5,"ทำอาหาร,กุ๊กไลฟ์",เวลาโกรธให้ กุ๊ก [Gook Channel] #กุ๊กไลฟ์,537,เวลาโกรธให้กุ๊ก,กุ๊กไลฟ์
3042,น้องเดียร์เจ้าขา,ชุมชนคนขี้ชิป,1,ไม่อยากจิ้นแต่มันฟินไปแล้วอ่ะ,0,จบ,1.0,https://cdn.readawrite.com/articles/1503/1502712/thumbnail/,1,,#สาววายใจดัง,78,,สาววายใจดัง
3043,fuxxfangtangfar,แฟนฟิคชั่น,116,ความสัมพันธ์ที่เต็มไปด้วยความลุ่มหลง คุณหนูชิเอลและพ่อบ้านชั้นสูงของตระกูลดังแห่งอังกฤษ ฌอน คุกเข่าล,341,จบ,14.0,https://cdn.readawrite.com/articles/1503/1502738/thumbnail/,45,"18+,นิยายวาย,นิยายโรแมนติก,ดราม่า,Boy Love/Yaoi,ป๋อจ้าน,เถียนฌอน,ชิเอลฌอน","#ชิเอลฌอน [ป๋อจ้าน] (คำเตือน นิยายY , คุณหนูพ่อบ้าน)","8,975",,ชิเอลฌอน
3044,lilbx.,ชุมชนคนขี้ชิป,140,“นี่จะหันมาคุยกับพี่ดีๆไม่ได้เลยรึไง” “อะไรของพี่นักหนาเนี่ย!”,400,จบ,5.0,https://cdn.readawrite.com/articles/1502/1501858/thumbnail/,90,"Haikyuu,oihina,โออิฮินะ,โอ้ยโช",#โอ้ยโช (oihina),"564,937",,โอ้ยโช
3045,จูนี่เกิร์ล,แฟนฟิคชั่น,0,จดหมายของเราที่ส่งไป คุณได้อ่านมันบ้างไหม,4,จบ,1.0,https://cdn.readawrite.com/articles/1502/1501953/thumbnail/,0,"#เนียลอง,ถึงคุณดุจดรัณ",#ถึงคุณดุจดรัณ | nielong,59,,ถึงคุณดุจดรัณ
3046,Gnight Everdeen,ชุมชนคนขี้ชิป,0,ทุกคนเคยคิดจะทำอะไรโง่ๆเพราะอกหักไหม ตอนนี้ฉันกำลังทำเรื่องโง่ๆอยู่ละ ฉันนอนอยู่บนเตียงเตียงที่อยู่ใ,7,จบ,3.0,https://cdn.readawrite.com/articles/1502/1501980/thumbnail/,0,"แท็ททูอิซทแจเตนล์,#แจเตนล์,แจฮยอน,เตนล์,#เอ็นซีที",tattooist #แท็ททูอิซทแจเตนล์,"1,507",,แท็ททูอิซทแจเตนล์
3047,kamin,ชุมชนคนขี้ชิป,2,เยียร์ชอบเลิฟป่ะ,9,จบ,4.0,https://cdn.readawrite.com/articles/1503/1502076/thumbnail/,2,,#เลิฟเยียร์#ryeji#itzy,"4,505",,เลิฟเยียร์
3048,Babypig_UngUng,แฟนฟิคชั่น,9,เขาเห็นในสิ่งที่ไม่ควรเห็น ได้ยินในสิ่งที่ไม่ควรได้ยิน การพิสูจน์ความจริงว่าสิ่งที่เขารับรู้มันได้เพ,34,จบ,5.0,https://cdn.readawrite.com/articles/1503/1502174/thumbnail/,5,"Fanfiction แฟนฟิคชั่น,BTS,kookv,สวนกาแฟกุกวี",The secret garden and coffee store [KOOKV] #สวนกาแฟกุกวี,686,,สวนกาแฟกุกวี
3049,baconism,แฟนฟิคชั่น,47,ไม่เห็นมีใครบอก.. จะจีบเจ้าของห้องนี้ต้องเข้าทาง 'กระต่าย',99,จบ,6.0,https://cdn.readawrite.com/articles/1504/1503487/thumbnail/,27,"Fanfiction แฟนฟิคชั่น,Boy Love/Yaoi,BTS,นิยายรัก,hopega,kookga,sope,Suga,Yoongi",bad bunny ห้องนี้กระต่ายโหด #ของรักของเจค,"2,646",ห้องนี้กระต่ายโหด,ของรักของเจค
3050,all2gether,ชุมชนคนขี้ชิป,225,“ฉลามมันดุจะตาย พี่เค้าจะไหวหรอวะ”,379,จบ,13.0,https://cdn.readawrite.com/articles/1504/1503617/thumbnail/,64,"NCT,#Johnil",#ฉลามมันดุ | Johnil,"1,097,886",,ฉลามมันดุ
3051,i-ris,ชุมชนคนขี้ชิป,4,"""ก็บอกว่าน่ารักงัย!"" ""ผมหล่อออออ!!!!!"" ""น่ารัก!"" ""หล่อ!""",12,จบ,3.0,https://cdn.readawrite.com/articles/1504/1503661/thumbnail/,4,"พี่ครับผมโพผัว,นิยายวาย,มินโน่,Fanfiction แฟนฟิคชั่น",#พี่ครับผมโพผัว -minno,"11,545",,พี่ครับผมโพผัว
3052,สาวน้อยผู้เล่าเรื่อง,นิยาย Boy Love Lovely Room,30,พ่อบ้านที่ดีต้องสามารถเติมเต็มความปรารถนาเจ้านายได้ทุกรูปแบบ ต้องมีความสามารถต้องมีสกิลและที่สำคัญต้,93,จบ,2.0,https://cdn.readawrite.com/articles/1504/1503701/thumbnail/,23,"Boy Love/Yaoi,นิยายแฟนตาซี,พ่อบ้าน,ระบบ,18+,นิยายวาย",ระบบพ่อบ้านจัดส่งถึงที่ (#พ่อบ้านที่ดี),"1,195",ระบบพ่อบ้านจัดส่งถึงที่,พ่อบ้านที่ดี
3053,mamamon,นิยาย Boy Love Lovely Room,77,ไอ้ฝรั่งบ้านี่มันเป็นอะไร ทำไมมันต้องคอยตามแกล้งผมด้วยวะ,396,จบ,4.0,https://cdn.readawrite.com/articles/1504/1503792/thumbnail/,54,"Boy Love/Yaoi,18+,นิยายรัก,นิยายวาย,นิยายโรแมนติก",#โจทีม ร้ายเพราะรัก,"16,519",,โจทีมร้ายเพราะรัก
3054,artkorn,ชุมชนคนขี้ชิป,3,"""พี่เยล! ไอ้พี่ต้นที่เป็นคู่อริผมสมัยม.ปลายมันมาบวชเป็นพระที่วัดหว่ะ""",6,จบ,1.0,https://cdn.readawrite.com/articles/1505/1504054/thumbnail/,1,"DAY6,ไม้จิ้มฟันอุนซอง,อุนซอง",𝘍𝘢𝘵𝘦⚣ #ไม้จิ้มฟันอุนซอง,"4,142",,ไม้จิ้มฟันอุนซอง
3055,Seaskys,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,ณ ดินแดนแห่งหนึ่งได้มีการสู้รบกันระหว่าง มนุษย์ และปีศาจมาเป็นเวลากว่าศตวรรษ จนกระทั่งในที่สุด ได้มี,1,จบ,5.0,https://cdn.readawrite.com/articles/1505/1504227/thumbnail/,0,"EternalWars,ชั่วนิรันดร์กาล,นิยายแฟนตาซี,ผจญภัย,ปีศาจ,สงคราม,เวทมนตร์,เวทย์มนต์",Eternal Wars #ชั่วนิรันดร์กาล,134,,ชั่วนิรันดร์กาล
3056,oneof_🌏,ลิปสติกสีลิลลี่,19,ตายแล้วเกิดใหม่ยังไม่ได้บอกรักเธอเลย จึงจำทนวนเวียนเป็นผีที่เธอมองไม่เห็น ไม่มีตัวตน [ Playlist from,63,จบ,2.0,https://cdn.readawrite.com/articles/1505/1504244/thumbnail/,11,"น่าหนาว,aespa,kater",#ผีที่แอบชอบ | น่าหนาว,"46,392",,ผีที่แอบชอบ
3057,méishìr,ชุมชนคนขี้ชิป,17,ไอ้จั๊บ ถึงมึงจะเป็นน้องกูแต่คนนี้กูไม่ให้,45,จบ,0.0,https://cdn.readawrite.com/articles/1504/1503231/thumbnail/,17,"GyuBoo,chanboo,seventeen,Yaoi,กยูบู,ชานบู",#พี่อย่าแย่งบั้บ (3p),0,,พี่อย่าแย่งบั้บ
3058,jamingnie,แฟนฟิคชั่น,6,เธอและเราจะพบกันทุกวันเสาร์สุดสัปดาห์,9,จบ,2.0,https://cdn.readawrite.com/articles/1504/1503271/thumbnail/,3,"seventeen,แซทเทอะเดย์มีต",#เเซทเทอะเดย์มีต,294,,เเซทเทอะเดย์มีต
3059,Bearpurpleu,ชุมชนคนขี้ชิป,9,ไม่!กูไม่ได้ชอบ,9,จบ,4.0,https://cdn.readawrite.com/articles/1504/1503322/thumbnail/,3,จองโด,#องศาไม่ได้ชอบเดย์,"4,688",,องศาไม่ได้ชอบเดย์
3060,ฉลามจุด,ชุมชนคนขี้ชิป,70,"""กูไม่ได้ชอบมันหรอก"" ""ก็กูหยุดชอบมันไม่ได้ **อันนี้เป็นเรื่องแต่งนะคะ** ❤️หากผิดพลาดตรงไหนขออภัยด้วย",155,จบ,11.0,https://cdn.readawrite.com/articles/1505/1504743/thumbnail/,26,"เจมส์เต้,พี่ปะเต้,โปเต้,พี่หมี,JamezConer,iamSometimes,พี่เจมส์,โบ๊ะบ๊ะแฟมิลี่,พี่เอก,HRK,cigarettes,น้องกล้า,พี่พี,พีรพล,Mr.yearn,Heartrocker",#หมีแมว | เพื่อนกันเขาไม่ทำงี้นะแมว,"260,861",,หมีแมว
3061,ส้มบ๊วย,แฟนฟิคชั่น,30,นี่แพ้แล้วงั้นเหรอ แพ้ตั้งแต่ยังไม่เริ่มเลยเนี่ยนะหนูดี!,135,จบ,1.0,https://cdn.readawrite.com/articles/1505/1504879/thumbnail/,24,"nochan,Nohyuck,นอนน้อย",ZOOM #ซูมโน่ชาน (Mpreg),"1,911",,ซูมโน่ชาน
3062,pp_oo,แฟนฟิคชั่น,7,"""เมื่อผมตื่นขึ้นมาก็พบว่าตัวเองถูกข่มขืนซะแล้ว""",18,จบ,1.0,https://cdn.readawrite.com/articles/1505/1504942/thumbnail/,5,kookv,#มือปืนของจาฟาร์กว – kookv​,256,,มือปืนของจาฟาร์กว
3063,คนของทั่น,ชุมชนคนขี้ชิป,6,ตกลงสองคนนี้มันจะอยู่ด้วยกันไปทั้งชีวิตเลยใช่มั้ย,8,จบ,6.0,https://cdn.readawrite.com/articles/1506/1505049/thumbnail/,2,"หวังอี้ป๋อ,ป๋อป๋อ,อะไรของไอ้แฝดปป",อะไรของไอ้แฝด #ป๋อป๋อ,"19,260",อะไรของไอ้แฝด,ป๋อป๋อ
3064,Badkids,ลิปสติกสีลิลลี่,118,อย่าเรียกว่าเป็นแมงดา คนเค้าแค่หาเงินมาด้วยหน้าตาและคารม,152,จบ,11.0,https://cdn.readawrite.com/articles/1505/1504346/thumbnail/,38,"แทรีน,แทยอน,ไอรีน,taerene,Taeyeon,IRENE",#แมงดาแลนด์[TAERENE],"551,301",,แมงดาแลนด์
3065,มอคค่าปั่นใส่วิป,นิยายรัก,36,ความรักอันราบเรียบอย่างที่ใครใฝ่ฝัน มันไม่ใช่เรื่องง่าย ถ้าชีวิตของอีกคนนึงต้องผูกกับความรักความชอบข,61,จบ,36.0,https://cdn.readawrite.com/articles/1505/1504383/thumbnail/,12,"นิยายรัก,นิยายโรแมนติก,น่ารัก,หวาน,ความรัก,ไอดอล,แฟนคลับ,ซุปเปอร์สตาร์,กียองเจ้าเอย,กียอง,เจ้าเอย",ขอโทษค่ะบังเอิญรักซุปเปอร์สตาร์ #กียองเจ้าเอย,"10,420",ขอโทษค่ะบังเอิญรักซุปเปอร์สตาร์,กียองเจ้าเอย
3066,little nibbles,ชุมชนคนขี้ชิป,1,เธอน่ารักชิบหาย เเดกได้มั้ยเนี่ย,3,จบ,0.0,https://cdn.readawrite.com/articles/1505/1504540/thumbnail/,1,"เจิ้งมู่,NCT,JAMREN","#เจิ้งมู่ , jamren",0,,เจิ้งมู่
3067,I\'m Stupid,ชุมชนคนขี้ชิป,35,ทุกค่ำคืน ทุกครั้ง ฉันพูดแต่ประโยคเดิมๆ ซ้ำไปซ้ำมา ทำให้เธอกลายเป็นคนไม่ดี ฉันจะหยุดหาข้อแก้ตัวที่น่,27,จบ,3.0,https://cdn.readawrite.com/articles/1505/1504543/thumbnail/,10,"#WINNER,SONGKIM,Fanfiction แฟนฟิคชั่น,แฟนบอยซงคิม,#ซงคิม",MY BAD #แฟนบอยซงคิม,"20,665",,แฟนบอยซงคิม
3068,Still__,ชุมชนคนขี้ชิป,3,"""รุ่นพี่ครับ ผมชอบรุ่นพี่"" Seonho x Minhyun(fem!) feat. DanLin(kuanlin fem)",2,จบ,1.0,https://cdn.readawrite.com/articles/1505/1504569/thumbnail/,3,"ซอนฮยอน,ซอนนยอน",せんぱい #รุ่นพี่ซอนฮยอน,717,,รุ่นพี่ซอนฮยอน
3069,คุณย่า ย.ยักษ์,นิยาย Boy Love Lovely Room,1,ผมมีเพื่อนอยู่คนนึง ไม่มีใครมองเห็นเขาเพราะ....เขาเป็นเพียงเพื่อนในจินตนาการของผม,0,จบ,0.0,https://cdn.readawrite.com/articles/1507/1506147/thumbnail/,1,"Boy Love/Yaoi,นิยายวาย,โรงเรียน,มหาวิทยาลัย",-เพื่อนผมพวกเขาไม่เห็น- #ปราชญ์ของนพ,16,เพื่อนผมพวกเขาไม่เห็น,ปราชญ์ของนพ
3070,XYZ,ลิปสติกสีลิลลี่,30,ที่บอกว่าเพื่อน แน่ใจแล้วหรอ?,91,จบ,8.0,https://cdn.readawrite.com/articles/1507/1506650/thumbnail/,15,"Seulrene,RedVelvet,Seulgi,IRENE,Girl Love/Yuri",Are you sure? #แคร์เพื่อนเกื้อ,"337,792",,แคร์เพื่อนเกื้อ
3071,Melt,นิยายรักวัยรุ่น,2,เรื่องสั้นจบในตอนของเกลือกับแป้ง และกลุ่มคนรอบตัวที่เกี่ยวพันกับอาหาร,2,จบ,1.0,https://cdn.readawrite.com/articles/1508/1507164/thumbnail/,2,"มหาวิทยาลัย,เพื่อนสนิท,น่ารัก,ตลก,อาหาร",เรื่องเล่าของอาหาร #02 “นมเย็น”,226,เรื่องเล่าของอาหาร,นมเย็น
3072,ancherryii,นิยาย Boy Love Lovely Room,0,มึงมาอัลฟ่าที่ตีนกูนี่ อีประสาท - said เบต้าชนชั้นกลาง,5,จบ,0.0,https://cdn.readawrite.com/articles/1508/1507205/thumbnail/,0,,#อาทิตย์ใจเย็น,162,,อาทิตย์ใจเย็น
3073,Melt,นิยายรักวัยรุ่น,2,เรื่องสั้นจบในตอนของเกลือกับแป้ง และกลุ่มคนรอบตัวที่เกี่ยวพันกับอาหาร,3,จบ,1.0,https://cdn.readawrite.com/articles/1508/1507257/thumbnail/,2,"มหาวิทยาลัย,ตลก,น่ารัก,เพื่อนสนิท,อาหาร",เรื่องเล่าของอาหาร #03 “จับฉ่าย”,185,เรื่องเล่าของอาหาร,จับฉ่าย
3074,Melt,นิยายรักวัยรุ่น,2,เรื่องสั้นจบในตอนของเกลือกับแป้ง และกลุ่มคนรอบตัวที่เกี่ยวพันกับอาหาร,3,จบ,1.0,https://cdn.readawrite.com/articles/1508/1507268/thumbnail/,2,"มหาวิทยาลัย,ตลก,น่ารัก,เพื่อนสนิท,อาหาร",เรื่องเล่าของอาหาร #04 “โรตีสายไหม”,237,เรื่องเล่าของอาหาร,โรตีสายไหม
3075,_p19,ชุมชนคนขี้ชิป,23,:มึงสมัครเป็นอะไร ยามหรอวะ :กูสมัครเป็นพ่อบ้าน,60,จบ,4.0,https://cdn.readawrite.com/articles/1508/1507368/thumbnail/,11,"คุณจินภพ,johnyong",#คุณจิณภพ | johnyong,"90,177",,คุณจิณภพ
3076,roseskyandchocolate,ชุมชนคนขี้ชิป,2,“ความรักก็เหมือนกุหลาบนั่นล่ะครับ” ———————&mda,1,จบ,2.0,https://cdn.readawrite.com/articles/1508/1507437/thumbnail/,1,"แคสเซิลเจ,วิน,MCND,เจวิน",R O S E กุหลาบต้นนั้นสวยดีนะครับ #เจวิน,789,กุหลาบต้นนั้นสวยดีนะครับ,เจวิน
3077,NUMALEE,ชุมชนคนขี้ชิป,24,"มึงจะมือลั่นแอดกูเข้าทุกแชทที่มึงสร้างไม่ได้ - ซาคุมะ จิโร่ , 2020 -",57,จบ,3.0,https://cdn.readawrite.com/articles/1508/1507417/thumbnail/,15,"Inazuma,Inazuma Eleven,fic inazuma,inazuma FFI",#ห้องแชทINSM | inazuma,"79,933",,ห้องแชท
3078,Aprilis,ชุมชนคนขี้ชิป,62,ใจสั่นไม่รู้เพราะกินกาแฟหรือเห็นคุณ (Kimwooseok fem),69,จบ,17.0,https://cdn.readawrite.com/articles/1508/1507486/thumbnail/,17,"coffeeverse,YOCAT,YoSeok,โยแคท,โยซอก",(Coffeeverse) #น้ำฟ้านาวิน | โยซอก,"229,513",,น้ำฟ้านาวิน
3079,น้องวาฬเกยตื้น,ชุมชนคนขี้ชิป,57,'เอิญเคยชอบเราเบ้างไหม' 'ชอบสิเพราะเคียวเป็นเพื่อนที่ดีไง',173,จบ,12.0,https://cdn.readawrite.com/articles/1508/1507687/thumbnail/,39,"เร็นอาคา,อุเซน,KNY,kimetsu,ทันเซน,กิยูบะไน,Kimetsu no Yaiba,Rengoku​,Akaza,uzui,Zenitsu,Tanjiro,Giyuu,obanai",[KNY]เมื่อไรเอิญจะเลิกโง่#เร็นอาคา,"340,655",เมื่อไรเอิญจะเลิกโง่,เร็นอาคา
3080,MuSue,นิยาย Boy Love Lovely Room,21,แต่ถ้าถามว่าพร้อมจะมีแฟนใหม่มั้ย....ก็พะ... “เป็นแฟนกัน” หะ! “เป็นแฟนกันมั้ย&rdquo,11,จบ,19.0,https://cdn.readawrite.com/articles/1508/1507883/thumbnail/,3,,BEGIN AGAIN #รักอีกครั้ง,"1,176",,รักอีกครั้ง
