,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,url,viewer,new_title,hashtag
155,Ms.โบบี้,นิยาย Boy Love Lovely Room,11,ถ้าหากจะแตกสลาย ก็ให้ทะเลเยียวยาสิ #95องศาบจ,35,จบ,8.0,https://cdn.readawrite.com/articles/777/776651/thumbnail/,4,"Boy Love/Yaoi,18+,นิยายโรแมนติก,นิยายวาย",95 องศาฟาเรนไฮต์ #95องศาบจ (Bradley x Julian),https://www.readawrite.com/a/qzi401,"1,046",องศาฟาเรนไฮต์,องศาบจ
156,baby\'yun¥,นิยาย Boy Love Lovely Room,8,ครับ ผมตายแล้วแท้ๆแต่ต้องมาชดใช้กรรมในร่างเด็กนี่อีก แล้วผู้ปกครอง​ล่ะ? ไอ้ลุงนี่ใคร? และ มันจะไม่เป,45,จบ,2.0,https://cdn.readawrite.com/articles/856/855419/thumbnail/,5,"คิล,ยังค์,นิยายวาย,กินเด็ก",พรากผู้เยาว์​นะครับลุง [#กี่ขวบยังค์คิล]​,https://www.readawrite.com/a/qzjxaj,830,พรากผู้เยาว์,กี่ขวบยังค์คิล
157,กระต่ายใต้เงาจันทร์,นิยาย Boy Love Lovely Room,51,ชื่อในใบเกิดชื่อภคพล เพื่อนเรียกพลพล บอกกี่ครั้งไม่รู้จักจำบอกว่าให้เรียกว่าแพนเค้ก!! โตขึ้นพ่ออยากใ,239,จบ,1.0,https://cdn.readawrite.com/articles/867/866255/thumbnail/,39,,Call me Pancake. เรียกฉันว่าแพนเค้ก #อีแพนเค้กเป็นตุ๊ด,https://www.readawrite.com/a/qzk755,"6,157",เรียกฉันว่าแพนเค้ก,อีแพนเค้กเป็นตุ๊ด
158,chocco,นิยาย Boy Love Lovely Room,4,“มึงๆๆ 10 นาฬิแจ่มสัส” “เออ ก็ดี” “มึงๆ 6 นาฬิกาดีเหี้ยๆ” เออดี&,20,จบ,2.0,https://cdn.readawrite.com/articles/1060/1059356/thumbnail/,3.0,"เหนือนีออน,นิยายวาย",เก้าองศาเหนือ #นีออนอ้อนเหนือ #เหนือนีออน,https://www.readawrite.com/a/qzoorb,661,เก้าองศาเหนือ,นีออนอ้อนเหนือ
159,nin_nin,นิยาย Boy Love Lovely Room,8,"""นี้.."" ""...."" ""เตี้ย!!"" ""ห่ะๆ..."" หึหึ ไอ้ลูกหมาเอ้ย",13,จบ,3.0,https://cdn.readawrite.com/articles/1198/1197368/thumbnail/,5.0,"ภูผาพบรัก,นิยายวาย,น่ารัก,นิยายรัก",ลูกหมาตัวนี้ของผม #ภูผาพบรัก,https://www.readawrite.com/a/qzrwfi,316,ลูกหมาตัวนี้ของผม,ภูผาพบรัก
160,หัวขวานขี้เซา,นิยาย Boy Love Secret Room,66,เมื่อดวงตะวันหันมา ผมมีชีวิตชีวาคล้ายดอกไม้แย้มบานเมื่อต้องแสงอาทิตย์,115,จบ,29.0,https://cdn.readawrite.com/articles/1400/1399219/thumbnail/,14,"นิยายวาย,ซันเดย์,แอบชอบ,Boy Love/Yaoi,นิยายรัก,นิยายโรแมนติก,18+,เมื่อตะวันยอแสง","[แล้ว] #เมื่อตะวันยอแสง when the sun rises, I bloom like a flower. #ซันเดย์",https://www.readawrite.com/a/qzwm7o,"10,539",แล้ว,เมื่อตะวันยอแสง
161,วันเวย์,นิยาย Boy Love Secret Room,270,ข้อหาล่อลวงเด็กที่ถูกยัดเยียดมาให้นั้น... เดี๋ยวพ่อก็ยืดอกรับสมอ้าง ตามน้ำมันไปเสียเลย!,536,จบ,5.0,https://cdn.readawrite.com/articles/1405/1404507/thumbnail/,134,"Boy Love/Yaoi,18+,นิยายวาย,นิยายรัก",ขวัญเอ๋ยขวัญมา ll Spin off #เด็กทะเล,https://www.readawrite.com/a/qzwqir,"10,185",ขวัญเอ๋ยขวัญมา,เด็กทะเล
162,Seenslyth,นิยาย Boy Love Lovely Room,13,ผม นายไร้พ่าย สิ้นอารยวัฒน์ ชื่อเล่น ชนะ ตั้งแต่เกิดจนอายุยี่สิบสอง ในชีวิตผมก็ไม่เคยแพ้ให้กับอะไร ย,35,จบ,4.0,https://cdn.readawrite.com/articles/1468/1467041/thumbnail/,7,"Boy love / Yaoi / ชายรักชาย,Yaoi,Boy Love/Yaoi,วินโหล",อยากเอาชนะ #วินโหล (Yaoi),https://www.readawrite.com/a/qzy7kg,691,อยากเอาชนะ,วินโหล
163,ณ ขณะ,นิยาย Boy Love Lovely Room,12,"เพราะน้ำตาของ 'ปอเทือง' ลูกชายศพแรกเหยื่อ ""ผีโขมดป่า"" ทำให้ 'ไอดิน' ไม่อาจละเลยใบหน้าชวนฝันนั่น-ยิ่ง",79,จบ,8.0,https://cdn.readawrite.com/articles/273/272845/thumbnail/,10,,One Die...วันตาย #ไอดินกินปอ [ประเดิม 5 ตอนรวด],https://www.readawrite.com/a/qz6cpk,"3,115",วันตาย,ไอดินกินปอ
164,anonymouslycat,นิยาย Boy Love Lovely Room,"2,717",เมื่อบก.สำนักพิมพ์ทำงานหนัก เพราะมัวแต่คัดต้นฉบับจนไม่ได้นอน จู่ๆก็ตายคาโต๊ะทำงาน แล้วพาลทะลุมิติไปเ,"6,310",จบ,33.0,https://cdn.readawrite.com/articles/323/322761/thumbnail/,"1,231","นิยายจีน,นิยายจีนโบราณ,ทะลุมิติ,นิยายวาย,จอมยุทธ์,พรรคมาร,พรรคธรรมะ,ประมุขพรรคมาร,จอมมาร",ช่วยด้วยครับ ผมเกิดใหม่เป็นลูกชายประมุขพรรคมาร #ทะลุมิติไปสร้างส้วม,https://www.readawrite.com/a/qz7igq,"381,867",ช่วยด้วยครับผมเกิดใหม่เป็นลูกชายประมุขพรรคมาร,ทะลุมิติไปสร้างส้วม
165,Elle__12,นิยาย Boy Love Lovely Room,372,อคิราห์ ผู้ชายที่ไม่มีใครนอกจาก...นภากรณ์,474,จบ,21.0,https://cdn.readawrite.com/articles/312/311034/thumbnail/,114,#อคิราห์นภากรณ์kaisoo,อคิราห์ นภากรณ์ #อคิราห์นภากรณ์kaisoo,https://www.readawrite.com/a/qz78vo,"22,022",อคิราห์นภากรณ์,อคิราห์นภากรณ์
166,ไรท์เอ็ม,นิยาย Boy Love Secret Room,"6,292",หมกมุ่น ก. แปลว่า ใส่ใจมุ่งมั่นอยู่เรื่องเดียวไม่สนใจเรื่องอื่น ๆ เช่น น้อง ‘ส้มตำ’ หมกม,"13,666",จบ,40.0,https://cdn.readawrite.com/articles/351/350457/thumbnail/,"2,478","18+,Boy Love/Yaoi,ตลก,SM,หื่น,กาม,sex,วาย,Yaoi,ไรท์เอ็ม,เสือกินส้ม,น้องส้มตำคนกาม",หมกมุ่น #น้องส้มตำคนกาม,https://www.readawrite.com/a/qz8632,"1,401,553",หมกมุ่น,น้องส้มตำคนกาม
167,Jaylerqz,นิยาย Boy Love Lovely Room,"1,672",❝ เพราะเค้ามีตัวเอง เป็นดาวดวงเดียวของเค้า ❞,"5,790",จบ,21.0,https://cdn.readawrite.com/articles/637/636745/thumbnail/,921,"Boy Love/Yaoi,18+,สิงหาคิดมาก,พ่อบ้านใจกล้า",เ ค้ า รั ก ตั ว เ อ ง #สิงหาคิดมาก,https://www.readawrite.com/a/rzetrp,"302,685",เค้ารักตัวเอง,สิงหาคิดมาก
168,เปาจื่อ,นิยาย Boy Love Lovely Room,8,"""เวทีหาเสียงอะไรแม่งหนวกหูฉิบหาย"" ""โดนเรียกมาปรับทัศนคติกี่ครั้งแล้วนิสิต""",21,จบ,1.0,https://cdn.readawrite.com/articles/700/699822/thumbnail/,6,"Boy Love/Yaoi,นิยายรัก,นิยายโรแมนติก,ตลก,ป๋อจ้าน,18+,กินเด็ก,ฟิน,น่ารัก,จิกหมอน,ละมุน",อนลสาธุการ #พี่ศีลเอาแต่ไฟ,https://www.readawrite.com/a/rzgb9w,674,อนลสาธุการ,พี่ศีลเอาแต่ไฟ
169,sunday48,นิยาย Boy Love Secret Room,11,เอาไว้ลงฉาก cut เท่านั้น เนื้อเรื่องหลักอยู่ที่จอยลดาค่ะ,88,จบ,2.0,https://cdn.readawrite.com/articles/742/741941/thumbnail/,10,"อ่อยdt,doten,NCT",(เนื้อเรื่องหลักแล้ว) อยากได้ก็ต้องอ่อย #อ่อยdt,https://www.readawrite.com/a/rzhanb,"4,230",เนื้อเรื่องหลักแล้ว,อ่อย
170,mAgic 1nk,นิยาย Boy Love Lovely Room,51.0,นักเขียนนิยายกำลังภายในต้องมารับบทชาวบ้านผู้โดนลูกหลงจากการต่อสู้ของพระเอกและตัวร้าย ลูกกระจ๊อกทั้งห,209,จบ,3.0,https://cdn.readawrite.com/articles/1038/1037969/thumbnail/,28.0,"Boy Love/Yaoi,18+,ตลก,นิยายแฟนตาซี,นิยายวาย,ขี้เกียจเกิด,เรื่องของตัวละครชายที่ต้องตายหลายรอบ,นิยายจีนโบราณ",เรื่องของตัวละครชายที่ต้องตายหลายรอบ #ขี้เกียจเกิด,https://www.readawrite.com/a/rzo7b9,"2,964",เรื่องของตัวละครชายที่ต้องตายหลายรอบ,ขี้เกียจเกิด
171,ไก่ทอดมาแล้วจ้า,นิยาย Boy Love Secret Room,80,“หน้าที่ของการงานคือศรัตรู แต่หน้าที่ของหัวใจเป็นของกันและกัน” สองนักการเมืองที่ขึ้นชื่อ,133,จบ,15.0,https://cdn.readawrite.com/articles/1074/1073578/thumbnail/,25,นิยายวาย,อำนาจรั(ก)ษ์ #รักษ์เพชร,https://www.readawrite.com/a/rzp1dn,"5,071",อำนาจรั,รักษ์เพชร
172,zensay.,นิยาย Boy Love Secret Room,499,"""ก่อนโลกจะแตกมึงได้แตกกับกูหลายรอบแน่""","1,508",จบ,10.0,https://cdn.readawrite.com/articles/1223/1222392/thumbnail/,230,"Boy Love/Yaoi,นิยายวาย,18+,ทัพหลงไฟ,zeenill,SM,นิยายรัก",(ปิดตอนรีไรท์) in to you. #ทัพหลงไฟ,https://www.readawrite.com/a/rzshuh,"38,973",ปิดตอนรีไรท์,ทัพหลงไฟ
173,Jasli_Xx,นิยาย Boy Love Secret Room,4,อย่ายั่วให้มาก ไม่งั้นจะไม่ได้มีปากไว้ได้แค่พูดนะอิน,21,จบ,1.0,https://cdn.readawrite.com/articles/1430/1429744/thumbnail/,4,"นิยายวาย,Boy Love/Yaoi,ยั่ว,20+,มาเฟีย,นิยายรัก,18+,ดราม่า,นิยายโรแมนติก",[อินคิวบัส]#อรัณกินลูกอิน,https://www.readawrite.com/a/rzxc4t,503,อินคิวบัส,อรัณกินลูกอิน
174,J_bigwrite,นิยาย Boy Love Lovely Room,3,** เหตุผล และขออ้าง ที่ทำให้ผมต้องมาอยู่ที่เชียงใหม่ และ ผมต้องมาอยู่คนเดียวไร้คนเคียงข้าง ** แต่ควา,13,จบ,1.0,https://cdn.readawrite.com/articles/278/277550/thumbnail/,2,"นิยายโรแมนติก,ตลก,Boy Love/Yaoi,ดราม่า,วิศวะ",อุ่นไอรัก[#อุ่นข้าว],https://www.readawrite.com/a/rz6gk0,"1,018",อุ่นไอรัก,อุ่นข้าว
175,NRI_07042538,นิยาย Boy Love Lovely Room,68,จากคนที่เป็นตัวประกอบตายตั้งแต่ตอนจบผันตัวเองมาเป็นโปรดิวซ์เซอร์ ผู้ชายร้าย ๆ ที่ห้ามใครตกหลุมรัก,263,จบ,20.0,https://cdn.readawrite.com/articles/526/525607/thumbnail/,47,"Boy Love/Yaoi,นิยายแฟนตาซี,นักร้อง,นักธุรกิจ",โปรดิวซ์เซอร์เกิดใหม่ #ผมร้ายคุณอย่ารัก,https://www.readawrite.com/a/szc92c,"9,525",โปรดิวซ์เซอร์เกิดใหม่,ผมร้ายคุณอย่ารัก
176,++saisioo++,นิยาย Boy Love Lovely Room,"14,604",Sex Party Crazy Alcohol,"12,155",จบ,36.0,https://cdn.readawrite.com/articles/614/613474/thumbnail/,"2,707",,[เริ่มปิดตอน ตุลาคม 63] DRINK #เฮียเบลท์หมดแก้ว [Yaoi],https://www.readawrite.com/a/szeart,"1,205,323",เริ่มปิดตอนตุลาคม,เฮียเบลท์หมดแก้ว
177,กือเร,นิยาย Boy Love Lovely Room,1,เห็นคนที่ชอบกำลังอกหัก อยากไปดามใจ แต่แฟนตัวเองก็มี จะต้องทำยังไง,8,จบ,5.0,https://cdn.readawrite.com/articles/1103/1102145/thumbnail/,1,"Boy Love/Yaoi,นิยายโรแมนติก,นิยายวาย,นิยายรัก",Someone cheating on you ใครบางคนกำลังนอกใจ #นอร์ทจะน็อคไหม,https://www.readawrite.com/a/szpoou,648,ใครบางคนกำลังนอกใจ,นอร์ทจะน็อคไหม
178,ทัดดาว,นิยาย Boy Love Secret Room,118,"""จำไม่ได้?"" ""..."" ""หรือแกล้งไม่จำกันแน่"" ""มันก็ไม่ใช่เรื่องของพี่มึงป้ะ?"" ""แน่ใจ? ว่าไม่ใช่เรื่องของ",338,จบ,19.0,https://cdn.readawrite.com/articles/1077/1076264/thumbnail/,49,"เรดจี,จีเรด",เขาเป็น (แค่)​ คนเคยรัก #เรดจี END รีไรท์ ​,https://www.readawrite.com/a/szp3ke,"26,099",เขาเป็น,เรดจี
179,PsychO,นิยาย Boy Love Lovely Room,2,ซากุระมายา - After Zenbon Sakura #นนพาฬ: นิยาย Boy Love Lovely Room,3,จบ,7.0,https://cdn.readawrite.com/articles/1181/1180003/thumbnail/,1,"ยามซากุระร่วงโรย,นนไทกะ,นนพาฬ,พี่นนคนหลงเมีย,เสือขาวของพี่นน,ซากุระมายา,นางพญาเสือโคร่ง,Boy Love/Yaoi,สงกรานต์อ่านฟิน",ซากุระมายา - After Zenbon Sakura #นนพาฬ,https://www.readawrite.com/a/szri9d,189,ซากุระมายา,นนพาฬ
180,PungKami,นิยาย Boy Love Lovely Room,2,ไม่น่าเกมประสาทแด_นี่เลย!!,5,จบ,4.0,https://cdn.readawrite.com/articles/1202/1201137/thumbnail/,1,"กล้องพิณ,กินพ่อง,วิศวะ,นิยายวาย,นิยายรัก,คอมเมดี้,วาย,Yaoi,Boy Love/Yaoi,ตลก",Try? ลอง(รัก)กันมั้ย #กินพ่อง,https://www.readawrite.com/a/szs0i7,205,ลอง,กินพ่อง
181,BLUE!!,นิยาย Boy Love Lovely Room,150,ทำให้ใจหวั่นไหวจะรับผิดชอบไหมไอ้พี่เสือ,560,จบ,26.0,https://cdn.readawrite.com/articles/1324/1323950/thumbnail/,92.0,"18+,Boy Love/Yaoi,นิยายวาย",พี่ร่วมห้อง#เสือของน้อน,https://www.readawrite.com/a/szuur5,"60,698",พี่ร่วมห้อง,เสือของน้อน
182,skygge,นิยาย Boy Love Lovely Room,246,ไอลูกเวร,562,จบ,11.0,https://cdn.readawrite.com/articles/1401/1400876/thumbnail/,87,,คิงกูเลี้ยงมึงนะ #คิงงูเอ๋อ,https://www.readawrite.com/a/szwnk1,"31,767",คิงกูเลี้ยงมึงนะ,คิงงูเอ๋อ
183,@Gi_ven,นิยาย Boy Love Lovely Room,2,ภารกิจคนรับใช้อันดับหนึ่ง #ปิดยาวไม่มีมีกำหนด: นิยาย Boy Love Lovely Room,8,จบ,2.0,https://cdn.readawrite.com/articles/1429/1428866/thumbnail/,1,,ภารกิจคนรับใช้อันดับหนึ่ง #ปิดยาวไม่มีมีกำหนด,https://www.readawrite.com/a/szxbeq,250,ภารกิจคนรับใช้อันดับหนึ่ง,ปิดยาวไม่มีมีกำหนด
184,EuraysiaSama,นิยาย Boy Love Secret Room,44,Warning - 4P / Dark Fantasy /Mpreg นางฟ้าตกสวรรค์ที่วอนขอเพียงความตาย หากแต่ต้องยอมแลกกับเซ็กส์กับพว,113,จบ,8.0,https://cdn.readawrite.com/articles/1437/1436267/thumbnail/,20,"Mpreg,DarkFantasy,4p",(ย้ายเรื่อง ) IFallen High #นางฟ้าตกสวรรค์4P I,https://www.readawrite.com/a/szxhg7,"3,598",ย้ายเรื่อง,นางฟ้าตกสวรรค์
185,ชั้นเป็น ชิปเปอร์~,นิยาย Boy Love Lovely Room,18,เพราะ 'กิต' แอบชอบ 'กาย' ที่เป็นเพื่อนสนิทของตัวเอง แต่ดันเกิดเหตุการณ์ไม่คาดฝัน ทำให้โชคชะตาเล่นตลก,27,จบ,1.0,https://cdn.readawrite.com/articles/1482/1481353/thumbnail/,10,"กายกิต,กิตงาย,กายหงิด,RoV,ดราม่า,ย้อนเวลา,อดีต",กิตครับทำไมน่ารักจัง#กายกิต,https://www.readawrite.com/a/szyj9d,"1,225",กิตครับทำไมน่ารักจัง,กายกิต
186,Nakprat,นิยาย Boy Love Lovely Room,5,เขานังเลงประจำคณะวิศวะกรรมศาสตร์ ส่วนเขาหนุ่มหล่อประจำคณะแพทยศาสตร์ เมื่อทั้งสองคนที่ไม่มีวี่แววความ,33,จบ,0.0,https://cdn.readawrite.com/articles/68/67200/thumbnail/,4,"Boy Love/Yaoi,18+,ตลก,วิศวะ,เจ้าชาย",Gangster วิศวะขาโหด #วิศวะขาโหด,https://www.readawrite.com/a/sz1ju0,"1,856",วิศวะขาโหด,วิศวะขาโหด
187,ผู้กล้าเมายาอี,นิยาย Boy Love Lovely Room,6,นิลลันเป็นเด็กดี นิลลันไม่กินเหล้า นิลลันไม่สูบบุหรี่ แต่ทำไมต้องเวียนมาเจอกับเจ้ากรรมนายอย่างมันด้ว,6,จบ,0.0,https://cdn.readawrite.com/articles/174/173237/thumbnail/,6.0,"Boy Love/Yaoi,ตลก,โรงเรียน,มัธยม,ฟินนิลลัน",[YAOI] มันเป็นเรื่องของ #ฟินโฬม,https://www.readawrite.com/a/sz41em,348,มันเป็นเรื่องของ,ฟินโฬม
188,บาบลู,นิยาย Boy Love Lovely Room,1,"""น่ารักว่ะ"" ""...อะไรวะ"" ""ก็มึงอะ น่ารักชิบหาย"" นี่แหละ ที่ผมบอกว่าแม่งปากหมาชิบหาย",5,จบ,0.0,https://cdn.readawrite.com/articles/276/275484/thumbnail/,1,"Boy Love/Yaoi,ตลก",\'เพื่อนข้างบ้าน\' #ปูนเจ,https://www.readawrite.com/a/sz6euy,405,เพื่อนข้างบ้าน,ปูนเจ
189,ออเฟียส,นิยาย Boy Love Lovely Room,"3,344",[Bodhi Publishing] อย่าจู่โจมแรง แก่แล้ว เดี๋ยวหัวใจวาย [ปิดตอน 18 มีค คราวนี้ปิดจริงแล้วจ้า] เรื่อง,"5,887",จบ,32.0,https://cdn.readawrite.com/articles/302/301771/thumbnail/,"1,071","พี่เนตรปวดเอว,รักพี่เบาหน่อย,เคะแก่,เมะเด็กกว่า,ตลก,นิยายรัก,Boy Love/Yaoi",รักพี่เบาหน่อย #พี่เนตรปวดเอว [],https://www.readawrite.com/a/sz71c1,"464,525",รักพี่เบาหน่อย,พี่เนตรปวดเอว
190,Armchare,นิยาย Boy Love Secret Room,"20,943",เดี๋ยวถ้ากลับมาบ่นเจ็บตูด กูจะล่อซ้ำแม่งอีกที #ปลายปีอิงค์ #พี่ปีโคตวย,"24,586",จบ,53.0,https://cdn.readawrite.com/articles/782/781270/thumbnail/,"4,859","Boy Love/Yaoi,วิศวะ,ตลก,เพื่อน,เถือน,หยาบคาย",Re-print My friend เพื่อน...พ่อมึงอ่ะ #พี่ปีโคตวย,https://www.readawrite.com/a/tzi7r0,"2,817,611",เพื่อนพ่อมึงอ่ะ,พี่ปีโคตวย
191,ARPO,นิยาย Boy Love Lovely Room,111,เรื่องของไอ้เป็ด เด็กสินกำปีสองหลานรหัสที่รักของพี่สมชาติ เจ้าเด็กติสแตกดัดฟันเหล็กสีรุ้งคับปากกับเฮ,423,จบ,3.0,https://cdn.readawrite.com/articles/781/780549/thumbnail/,63,"Boy Love/Yaoi,เป็ดเกลียดหมอฟัน,บูรพากินเป็ด,พายัพสมชาติ",[Yaoi] Lovely Ducky เป็ดเกลียดหมอ (ฟัน) #เป็ดเกลียดหมอฟัน [story by Arpo],https://www.readawrite.com/a/tzi76e,"5,665",เป็ดเกลียดหมอ,เป็ดเกลียดหมอฟัน
192,aoikyosuke,นิยาย Boy Love Lovely Room,5,เมื่อเห็นหน้าของพู่อีกครั้ง ก็ทำให้อำนาจยิ้มและคิดบางอย่างอยู่ในใจ ไอ้น้องพู่ ทำเป็นเมินกู ...ฟอร์มจ,29,จบ,7.0,https://cdn.readawrite.com/articles/837/836713/thumbnail/,3,"Boy Love/Yaoi,18+,นิยายรัก,ตลก,นิยายโรแมนติก",รักเกิดในแผนกขนส่ง 4 (ภาค อำนาจ#พู่),https://www.readawrite.com/a/tzji13,"1,861",รักเกิดในแผนกขนส่ง,พู่
193,#ไก่ย่างไหมจ๊ะ,นิยาย Boy Love Lovely Room,23,:มึง กูว่ามึงรุกมันไม่ได้ว่ะ :ไมว่ะ ขนานตัวไม่มีผลกับที่ราบนะค้าบบบ :มันไม่ได้เว้ย เอาตรงๆมึงแม่งรับ,111,จบ,1.0,https://cdn.readawrite.com/articles/1070/1069885/thumbnail/,14.0,"ผมรุกครับเพื่อน,เคะอยากเป็นเมะ,เพื่อน,ตลก,น่ารัก,เฟรมมาส",ผมรุกครับเพื่อน\'#เฟรมมาส,https://www.readawrite.com/a/tzoxd5,"2,201",ผมรุกครับเพื่อน,เฟรมมาส
194,NewWT,นิยาย Boy Love Lovely Room,9,ถ้าหากไม่เห็นกับตา อมพระมาพูดก็ไม่เชื่อ “มนุษย์อย่าตีเรา เราเจ็บ ฮึก” เรื่องเหี้ยอะไรวะเ,88,จบ,2.0,https://cdn.readawrite.com/articles/1095/1094590/thumbnail/,4.0,"Boy Love/Yaoi,18+,นิยายโรแมนติก,นิยายวาย,ตลก",แปลกแต่จริง #โยธาคอตตอน,https://www.readawrite.com/a/tzpij0,872,แปลกแต่จริง,โยธาคอตตอน
195,Tsubasa K,นิยาย Boy Love Lovely Room,15.0,"""น้องแมวอยู่ในช่วงวัยต่อต้านเหรอ?"" ""ก็***แล้ว!!"" ""อ่ะ ระบบจัดการเซนเซอร์คำหยาบล่ะ"" ""ไอ้นี่...!""",91,จบ,2.0,https://cdn.readawrite.com/articles/1270/1269167/thumbnail/,11.0,"กระต่าย,แมว,เรน,จัสติน,A.W.,Yaoi,เมะเด็กกว่า,พี่กระต่าย,Boy Love/Yaoi,มะลิหน้าฝน",[YAOI] พี่กระต่ายอยากรัก#มะลิหน้าฝน,https://www.readawrite.com/a/tztl1w,"2,916",พี่กระต่ายอยากรัก,มะลิหน้าฝน
196,สามสามสองห้าหกศูนย์,นิยาย Boy Love Lovely Room,"2,639",เมื่อไม่ได้รัก ก็ 'คืนรัก' กลับมาเถอะ,"5,602",จบ,39.0,https://cdn.readawrite.com/articles/1334/1333131/thumbnail/,"1,170","คืนรัก,Boy Love/Yaoi,นิยายวาย",[END] คืนรัก #คืนรัก,https://www.readawrite.com/a/tzv39g,"590,188",คืนรัก,คืนรัก
197,dramaqueen/เจ้าแม่ดราม่า,นิยาย Boy Love Lovely Room,0,อยากให้ช่วยมาจีบมาจีบฉันที มาจีบมาจีบฉันที ชะเง้อรอนานแล้ว จีบมาจีบมาจีบฉันที มาจีบมาจีบฉันสักที ฉัน,0,จบ,1.0,https://cdn.readawrite.com/articles/1434/1433193/thumbnail/,0,"Boy Love/Yaoi,นิยายรัก,นิยายวาย,นิยายโรแมนติก",[Y] จีบฉันที #ปลายคลื่นหมื่นทิวา,https://www.readawrite.com/a/tzxexd,65,จีบฉันที,ปลายคลื่นหมื่นทิวา
198,หมีขี้เกียจ,นิยาย Boy Love Lovely Room,162,ผมเกือบจะเป็นคนดีที่ช่วยคนเมา...แต่ผมดันเป็นคนฉวยโอกาส,391,จบ,13.0,https://cdn.readawrite.com/articles/1439/1438936/thumbnail/,62,,รั(ก)บผิดชอบ #รักผิดชอบ,https://www.readawrite.com/a/tzxjmg,"10,943",รั,รักผิดชอบ
199,Seeyaa,นิยาย Boy Love Secret Room,97,"""แด๊ดดี้เป็นของผม ของผมคนเดียวเท่านั้น""",385,จบ,24.0,https://cdn.readawrite.com/articles/1483/1482173/thumbnail/,49,"บัตเตอร์ของแด๊ดดี้,นิยายฟีลกู้ด,Boy Love/Yaoi,Feel good,Daddy",แด๊ดดี้ที่แปลว่าสามี #บัตเตอร์ของแด๊ดดี้,https://www.readawrite.com/a/tzyjws,"28,975",แด๊ดดี้ที่แปลว่าสามี,บัตเตอร์ของแด๊ดดี้
200,นักเขียนฉบับแคดดี้,นิยาย Boy Love Lovely Room,73,นิยายเรื่องนี้คล้ายๆซีรีย์ กลรักรุ่นพี่ แบบของไรท์จะสนุกแค่ไหนมันส์แค่ไหนเศร้าแค่ไหนมาลุ้นกันในนิยาย,107,จบ,1.0,https://cdn.readawrite.com/articles/1468/1467331/thumbnail/,68,,เสือวิศวะอ่ะ เคยได้ยินป่ะ #กลรักรุ่นพี่ #ฉบับกูเอง,https://www.readawrite.com/a/tzy7sq,"3,088",เสือวิศวะอ่ะเคยได้ยินป่ะ,กลรักรุ่นพี่
201,เขมกันต์,นิยาย Boy Love Lovely Room,"1,549",เรื่องราว ผู้กองปรานต์และนที หรือไอ้น้ำ ตัวป่วน คนบ้าหวย2018 เรื่องราวของคนบ้าหวย อย่างไอ้น้ำ กับผู้,"4,002",จบ,45.0,https://cdn.readawrite.com/articles/121/120156/thumbnail/,538.0,"คนบ้าหวย2018,LOTTOสื่อรัก,นิยายวาย,Boy Love/Yaoi",LOTTO สื่อรัก #คนบ้าหวย20 END [สนพ. Nabu Publishing],https://www.readawrite.com/a/tz2s31,"323,881",สื่อรัก,คนบ้าหวย
202,ปีศาจโด|กุลณัฐ,นิยาย Boy Love Lovely Room,9,ผมก็เป็นเด็กเรียบร้อยอยู่ดีๆ แต่ไอ้พี่กักฬระทำให้ผมอยากได้ อยากโดน,27,จบ,7.0,https://cdn.readawrite.com/articles/717/716747/thumbnail/,5,"XXX,อยากได้เขาเราต้องจัด,รักต้องจัด,ปีศาจโด,Boy Love/Yaoi,18+,SM",XXX อยากได้เขา เราต้องจัด #รักต้องจัด,https://www.readawrite.com/a/uzgp3h,"1,905",อยากได้เขาเราต้องจัด,รักต้องจัด
203,หมอกในสายลม,นิยาย Boy Love Lovely Room,72,ซุปเปอร์สตาร์ที่คว้าหัวใจทั้งสาวๆและหนุ่มๆไปครอบครองมากไปด้วยความสามารถน้ำเสียงที่ทรงเสน่ห์ ความหล่อ,370,จบ,18.0,https://cdn.readawrite.com/articles/796/795094/thumbnail/,51.0,"18+,นิยายวาย,พี่ลูของหนูมะนาว,สงกรานต์อ่านฟิน",แฟนผมเป็นซุปเปอร์สตาร์(ตัวร้าย) #พี่ลูของหนูมะนาว,https://www.readawrite.com/a/uzij1y,"18,958",แฟนผมเป็นซุปเปอร์สตาร์,พี่ลูของหนูมะนาว
204,อิ่ ม ทิ พ ย์,นิยาย Boy Love Lovely Room,9,เสียงปี่พาทย์บรรเลงกึกก้องทั่วบริเวณวัด ภาพเหตุการณ์อยู่ในสายตาสัปเหร่อของวัด มังเดชาเห็นภาพเหล่านี้,25,จบ,5.0,https://cdn.readawrite.com/articles/781/780483/thumbnail/,8,"นิยายวาย,เต๊าะสัปเหร่อ,มังเดชา,คุณพร้อม,ผี,เหนือธรรมชาติ",(rest)สำนักสัปเหร่อมังเดชา | BL #เต๊าะสัปเหร่อ,https://www.readawrite.com/a/uzi74i,609,สำนักสัปเหร่อมังเดชา,เต๊าะสัปเหร่อ
