,author_x,category_x,commentCount_x,description,favouriteCount,isComplete_x,numOfchap_x,pic_x,ratingCount_x,tag_x,title_x,viewer_x,new_title_x,hashtag,author_y,category_y,commentCount_y,isComplete_y,numOfchap_y,pic_y,ratingCount_y,tag_y,title_y,viewer_y,new_title_y
0,mplusss,นิยาย Boy Love Secret Room,"2,359",'เมื่อ 3P มาแบบ 4K พูดได้คำเดียวว่างานนี้ Full HD สุดๆ',"8,158",จบ,18.0,https://cdn.readawrite.com/articles/1944/1943683/thumbnail/,"1,051","เข้ามาลึกๆ,insert here,Boy Love/Yaoi,18+,20+,นิยายวาย,SM,นิยายโรแมนติก,3p,bdsm","#เข้ามาลึกๆ Side-XL(3P,BDSMบางตอน)","721,051",,เข้ามาลึกๆ,mplusss,นิยาย y,25,,18,https://cdn-th.tunwalai.net/files/story/478050/637370622694033385-story.jpg,71,,"#เข้ามาลึกๆ #SideXL (3P,BDSMบางตอน)","24,311",
1,รองเท้าแตะข้างเดียว,นิยาย Boy Love Secret Room,27,เปรม : เค้าคือพี่ชายของเพื่อนสนิทผม เค้ามีแฟนแล้วผมรู้ แต่หัวใจผมกลับปิดหูปิดตา ถลำลึกดิ่งสู่ความสุข,131,จบ,31.0,https://cdn.readawrite.com/articles/1957/1956540/thumbnail/,16,,รักคนมีเจ้าของ#บุ๋นเปรม,"11,126",รักคนมีเจ้าของ,บุ๋นเปรม,maskeren,นิยาย y,0,,2,https://cdn-th.tunwalai.net/files/story/273047/637249228529904064-story.jpg,18,,อาทิตย์ตอนกลางวัน #บุ๋นเปรม,"1,359",อาทิตย์ตอนกลางวัน
2,รองเท้าแตะข้างเดียว,นิยาย Boy Love Secret Room,27,เปรม : เค้าคือพี่ชายของเพื่อนสนิทผม เค้ามีแฟนแล้วผมรู้ แต่หัวใจผมกลับปิดหูปิดตา ถลำลึกดิ่งสู่ความสุข,131,จบ,31.0,https://cdn.readawrite.com/articles/1957/1956540/thumbnail/,16,,รักคนมีเจ้าของ#บุ๋นเปรม,"11,126",รักคนมีเจ้าของ,บุ๋นเปรม,PCY_1224,นิยาย y,40,,12,https://cdn-th.tunwalai.net/files/story/382814/637162451810467070-story.jpg,60,"บุ๋นเปรม,bounprem,วินทีม",เด็กเฮียเบียร์ #บุ๋นเปรม,"38,613",เด็กเฮียเบียร์
3,รองเท้าแตะข้างเดียว,นิยาย Boy Love Secret Room,27,เปรม : เค้าคือพี่ชายของเพื่อนสนิทผม เค้ามีแฟนแล้วผมรู้ แต่หัวใจผมกลับปิดหูปิดตา ถลำลึกดิ่งสู่ความสุข,131,จบ,31.0,https://cdn.readawrite.com/articles/1957/1956540/thumbnail/,16,,รักคนมีเจ้าของ#บุ๋นเปรม,"11,126",รักคนมีเจ้าของ,บุ๋นเปรม,guest,นิยาย y,0,,7,https://cdn-th.tunwalai.net/files/story/405767/637209264825925450-story.jpg,45,"บุ๋นเปรม,วินทีม,โอห์มฟลุ๊ค,ดีนภาม,วิศวะ,รักวุ่นวานของนายปี1",รักวุ่นวายของนายปี1 #บุ๋นเปรม,"2,586",รักวุ่นวายของนายปี
4,รองเท้าแตะข้างเดียว,นิยาย Boy Love Secret Room,27,เปรม : เค้าคือพี่ชายของเพื่อนสนิทผม เค้ามีแฟนแล้วผมรู้ แต่หัวใจผมกลับปิดหูปิดตา ถลำลึกดิ่งสู่ความสุข,131,จบ,31.0,https://cdn.readawrite.com/articles/1957/1956540/thumbnail/,16,,รักคนมีเจ้าของ#บุ๋นเปรม,"11,126",รักคนมีเจ้าของ,บุ๋นเปรม,วันๆหนึ่ง,นิยาย y,2,จบ,19,https://cdn-th.tunwalai.net/files/story/443240/637272592927967658-story.jpg,23,บุ๋นเปรม,เพื่อนกันมั้ย? #บุ๋นเปรม,"3,899",เพื่อนกันมั้ย
5,รองเท้าแตะข้างเดียว,นิยาย Boy Love Secret Room,27,เปรม : เค้าคือพี่ชายของเพื่อนสนิทผม เค้ามีแฟนแล้วผมรู้ แต่หัวใจผมกลับปิดหูปิดตา ถลำลึกดิ่งสู่ความสุข,131,จบ,31.0,https://cdn.readawrite.com/articles/1957/1956540/thumbnail/,16,,รักคนมีเจ้าของ#บุ๋นเปรม,"11,126",รักคนมีเจ้าของ,บุ๋นเปรม,Toon,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/448503/637282000642520307-story.jpg,9,"แวมไพร์,บุ๋นเปรม,vampireandblood",vampireandblood | #บุ๋นเปรม,553,
6,รองเท้าแตะข้างเดียว,นิยาย Boy Love Secret Room,27,เปรม : เค้าคือพี่ชายของเพื่อนสนิทผม เค้ามีแฟนแล้วผมรู้ แต่หัวใจผมกลับปิดหูปิดตา ถลำลึกดิ่งสู่ความสุข,131,จบ,31.0,https://cdn.readawrite.com/articles/1957/1956540/thumbnail/,16,,รักคนมีเจ้าของ#บุ๋นเปรม,"11,126",รักคนมีเจ้าของ,บุ๋นเปรม,แฮชแท็ก SOTUS,นิยาย y,4,จบ,13,https://cdn-th.tunwalai.net/files/story/464119/637319509839859187-story.jpg,7,"บุ๋นเปรม,yaoi",เฮียอะ...มีเมียยัง #บุ๋นเปรม,"4,260",เฮียอะมีเมียยัง
7,รองเท้าแตะข้างเดียว,นิยาย Boy Love Secret Room,27,เปรม : เค้าคือพี่ชายของเพื่อนสนิทผม เค้ามีแฟนแล้วผมรู้ แต่หัวใจผมกลับปิดหูปิดตา ถลำลึกดิ่งสู่ความสุข,131,จบ,31.0,https://cdn.readawrite.com/articles/1957/1956540/thumbnail/,16,,รักคนมีเจ้าของ#บุ๋นเปรม,"11,126",รักคนมีเจ้าของ,บุ๋นเปรม,pim_pim0000,นิยาย y,0,จบ,16,https://cdn-th.tunwalai.net/files/story/494170/637409749026507530-story.jpg,4,"บุ๋นเปรม,เก้าเอิร์ธ,โอร์มฟลุ๊ค,สิงโตคริส,โลกเวทมนต์,เด็กห้องf",เด็กห้อง F #บุ๋นเปรม,"1,172",เด็กห้อง
8,รองเท้าแตะข้างเดียว,นิยาย Boy Love Secret Room,27,เปรม : เค้าคือพี่ชายของเพื่อนสนิทผม เค้ามีแฟนแล้วผมรู้ แต่หัวใจผมกลับปิดหูปิดตา ถลำลึกดิ่งสู่ความสุข,131,จบ,31.0,https://cdn.readawrite.com/articles/1957/1956540/thumbnail/,16,,รักคนมีเจ้าของ#บุ๋นเปรม,"11,126",รักคนมีเจ้าของ,บุ๋นเปรม,jerada,นิยาย y,0,,4,https://cdn-th.tunwalai.net/files/story/503910/637440424986330752-story.jpg,3,บุ๋นเปรม,เปาๆของเฮีย #บุ๋นเปรม,239,เปาๆของเฮีย
9,ไรทเตอร์สีม่วง,นิยาย Boy Love Secret Room,19,มึงอ่ะ ของกูจำเอาไว้,69,จบ,1.0,https://cdn.readawrite.com/articles/2142/2141141/thumbnail/,17,"บุ๋นเปรม,ncบุ๋นเปรม,บุ๋นเปรมnc,วินทีม",มึงเด็กกู #บุ๋นเปรม,"1,582",มึงเด็กกู,บุ๋นเปรม,maskeren,นิยาย y,0,,2,https://cdn-th.tunwalai.net/files/story/273047/637249228529904064-story.jpg,18,,อาทิตย์ตอนกลางวัน #บุ๋นเปรม,"1,359",อาทิตย์ตอนกลางวัน
10,ไรทเตอร์สีม่วง,นิยาย Boy Love Secret Room,19,มึงอ่ะ ของกูจำเอาไว้,69,จบ,1.0,https://cdn.readawrite.com/articles/2142/2141141/thumbnail/,17,"บุ๋นเปรม,ncบุ๋นเปรม,บุ๋นเปรมnc,วินทีม",มึงเด็กกู #บุ๋นเปรม,"1,582",มึงเด็กกู,บุ๋นเปรม,PCY_1224,นิยาย y,40,,12,https://cdn-th.tunwalai.net/files/story/382814/637162451810467070-story.jpg,60,"บุ๋นเปรม,bounprem,วินทีม",เด็กเฮียเบียร์ #บุ๋นเปรม,"38,613",เด็กเฮียเบียร์
11,ไรทเตอร์สีม่วง,นิยาย Boy Love Secret Room,19,มึงอ่ะ ของกูจำเอาไว้,69,จบ,1.0,https://cdn.readawrite.com/articles/2142/2141141/thumbnail/,17,"บุ๋นเปรม,ncบุ๋นเปรม,บุ๋นเปรมnc,วินทีม",มึงเด็กกู #บุ๋นเปรม,"1,582",มึงเด็กกู,บุ๋นเปรม,guest,นิยาย y,0,,7,https://cdn-th.tunwalai.net/files/story/405767/637209264825925450-story.jpg,45,"บุ๋นเปรม,วินทีม,โอห์มฟลุ๊ค,ดีนภาม,วิศวะ,รักวุ่นวานของนายปี1",รักวุ่นวายของนายปี1 #บุ๋นเปรม,"2,586",รักวุ่นวายของนายปี
12,ไรทเตอร์สีม่วง,นิยาย Boy Love Secret Room,19,มึงอ่ะ ของกูจำเอาไว้,69,จบ,1.0,https://cdn.readawrite.com/articles/2142/2141141/thumbnail/,17,"บุ๋นเปรม,ncบุ๋นเปรม,บุ๋นเปรมnc,วินทีม",มึงเด็กกู #บุ๋นเปรม,"1,582",มึงเด็กกู,บุ๋นเปรม,วันๆหนึ่ง,นิยาย y,2,จบ,19,https://cdn-th.tunwalai.net/files/story/443240/637272592927967658-story.jpg,23,บุ๋นเปรม,เพื่อนกันมั้ย? #บุ๋นเปรม,"3,899",เพื่อนกันมั้ย
13,ไรทเตอร์สีม่วง,นิยาย Boy Love Secret Room,19,มึงอ่ะ ของกูจำเอาไว้,69,จบ,1.0,https://cdn.readawrite.com/articles/2142/2141141/thumbnail/,17,"บุ๋นเปรม,ncบุ๋นเปรม,บุ๋นเปรมnc,วินทีม",มึงเด็กกู #บุ๋นเปรม,"1,582",มึงเด็กกู,บุ๋นเปรม,Toon,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/448503/637282000642520307-story.jpg,9,"แวมไพร์,บุ๋นเปรม,vampireandblood",vampireandblood | #บุ๋นเปรม,553,
14,ไรทเตอร์สีม่วง,นิยาย Boy Love Secret Room,19,มึงอ่ะ ของกูจำเอาไว้,69,จบ,1.0,https://cdn.readawrite.com/articles/2142/2141141/thumbnail/,17,"บุ๋นเปรม,ncบุ๋นเปรม,บุ๋นเปรมnc,วินทีม",มึงเด็กกู #บุ๋นเปรม,"1,582",มึงเด็กกู,บุ๋นเปรม,แฮชแท็ก SOTUS,นิยาย y,4,จบ,13,https://cdn-th.tunwalai.net/files/story/464119/637319509839859187-story.jpg,7,"บุ๋นเปรม,yaoi",เฮียอะ...มีเมียยัง #บุ๋นเปรม,"4,260",เฮียอะมีเมียยัง
15,ไรทเตอร์สีม่วง,นิยาย Boy Love Secret Room,19,มึงอ่ะ ของกูจำเอาไว้,69,จบ,1.0,https://cdn.readawrite.com/articles/2142/2141141/thumbnail/,17,"บุ๋นเปรม,ncบุ๋นเปรม,บุ๋นเปรมnc,วินทีม",มึงเด็กกู #บุ๋นเปรม,"1,582",มึงเด็กกู,บุ๋นเปรม,pim_pim0000,นิยาย y,0,จบ,16,https://cdn-th.tunwalai.net/files/story/494170/637409749026507530-story.jpg,4,"บุ๋นเปรม,เก้าเอิร์ธ,โอร์มฟลุ๊ค,สิงโตคริส,โลกเวทมนต์,เด็กห้องf",เด็กห้อง F #บุ๋นเปรม,"1,172",เด็กห้อง
16,ไรทเตอร์สีม่วง,นิยาย Boy Love Secret Room,19,มึงอ่ะ ของกูจำเอาไว้,69,จบ,1.0,https://cdn.readawrite.com/articles/2142/2141141/thumbnail/,17,"บุ๋นเปรม,ncบุ๋นเปรม,บุ๋นเปรมnc,วินทีม",มึงเด็กกู #บุ๋นเปรม,"1,582",มึงเด็กกู,บุ๋นเปรม,jerada,นิยาย y,0,,4,https://cdn-th.tunwalai.net/files/story/503910/637440424986330752-story.jpg,3,บุ๋นเปรม,เปาๆของเฮีย #บุ๋นเปรม,239,เปาๆของเฮีย
17,queen\'nannie,นิยาย Boy Love Lovely Room,16,"After all, you cannot know the strength of your faith until it is tested.",51,จบ,0.0,https://cdn.readawrite.com/articles/2386/2385864/thumbnail/,16,"กองกำลังบุ๋นเปรม,บุ๋นเปรม",Mine | #บุ๋นเปรม,180,,บุ๋นเปรม,maskeren,นิยาย y,0,,2,https://cdn-th.tunwalai.net/files/story/273047/637249228529904064-story.jpg,18,,อาทิตย์ตอนกลางวัน #บุ๋นเปรม,"1,359",อาทิตย์ตอนกลางวัน
18,queen\'nannie,นิยาย Boy Love Lovely Room,16,"After all, you cannot know the strength of your faith until it is tested.",51,จบ,0.0,https://cdn.readawrite.com/articles/2386/2385864/thumbnail/,16,"กองกำลังบุ๋นเปรม,บุ๋นเปรม",Mine | #บุ๋นเปรม,180,,บุ๋นเปรม,PCY_1224,นิยาย y,40,,12,https://cdn-th.tunwalai.net/files/story/382814/637162451810467070-story.jpg,60,"บุ๋นเปรม,bounprem,วินทีม",เด็กเฮียเบียร์ #บุ๋นเปรม,"38,613",เด็กเฮียเบียร์
19,queen\'nannie,นิยาย Boy Love Lovely Room,16,"After all, you cannot know the strength of your faith until it is tested.",51,จบ,0.0,https://cdn.readawrite.com/articles/2386/2385864/thumbnail/,16,"กองกำลังบุ๋นเปรม,บุ๋นเปรม",Mine | #บุ๋นเปรม,180,,บุ๋นเปรม,guest,นิยาย y,0,,7,https://cdn-th.tunwalai.net/files/story/405767/637209264825925450-story.jpg,45,"บุ๋นเปรม,วินทีม,โอห์มฟลุ๊ค,ดีนภาม,วิศวะ,รักวุ่นวานของนายปี1",รักวุ่นวายของนายปี1 #บุ๋นเปรม,"2,586",รักวุ่นวายของนายปี
20,queen\'nannie,นิยาย Boy Love Lovely Room,16,"After all, you cannot know the strength of your faith until it is tested.",51,จบ,0.0,https://cdn.readawrite.com/articles/2386/2385864/thumbnail/,16,"กองกำลังบุ๋นเปรม,บุ๋นเปรม",Mine | #บุ๋นเปรม,180,,บุ๋นเปรม,วันๆหนึ่ง,นิยาย y,2,จบ,19,https://cdn-th.tunwalai.net/files/story/443240/637272592927967658-story.jpg,23,บุ๋นเปรม,เพื่อนกันมั้ย? #บุ๋นเปรม,"3,899",เพื่อนกันมั้ย
21,queen\'nannie,นิยาย Boy Love Lovely Room,16,"After all, you cannot know the strength of your faith until it is tested.",51,จบ,0.0,https://cdn.readawrite.com/articles/2386/2385864/thumbnail/,16,"กองกำลังบุ๋นเปรม,บุ๋นเปรม",Mine | #บุ๋นเปรม,180,,บุ๋นเปรม,Toon,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/448503/637282000642520307-story.jpg,9,"แวมไพร์,บุ๋นเปรม,vampireandblood",vampireandblood | #บุ๋นเปรม,553,
22,queen\'nannie,นิยาย Boy Love Lovely Room,16,"After all, you cannot know the strength of your faith until it is tested.",51,จบ,0.0,https://cdn.readawrite.com/articles/2386/2385864/thumbnail/,16,"กองกำลังบุ๋นเปรม,บุ๋นเปรม",Mine | #บุ๋นเปรม,180,,บุ๋นเปรม,แฮชแท็ก SOTUS,นิยาย y,4,จบ,13,https://cdn-th.tunwalai.net/files/story/464119/637319509839859187-story.jpg,7,"บุ๋นเปรม,yaoi",เฮียอะ...มีเมียยัง #บุ๋นเปรม,"4,260",เฮียอะมีเมียยัง
23,queen\'nannie,นิยาย Boy Love Lovely Room,16,"After all, you cannot know the strength of your faith until it is tested.",51,จบ,0.0,https://cdn.readawrite.com/articles/2386/2385864/thumbnail/,16,"กองกำลังบุ๋นเปรม,บุ๋นเปรม",Mine | #บุ๋นเปรม,180,,บุ๋นเปรม,pim_pim0000,นิยาย y,0,จบ,16,https://cdn-th.tunwalai.net/files/story/494170/637409749026507530-story.jpg,4,"บุ๋นเปรม,เก้าเอิร์ธ,โอร์มฟลุ๊ค,สิงโตคริส,โลกเวทมนต์,เด็กห้องf",เด็กห้อง F #บุ๋นเปรม,"1,172",เด็กห้อง
24,queen\'nannie,นิยาย Boy Love Lovely Room,16,"After all, you cannot know the strength of your faith until it is tested.",51,จบ,0.0,https://cdn.readawrite.com/articles/2386/2385864/thumbnail/,16,"กองกำลังบุ๋นเปรม,บุ๋นเปรม",Mine | #บุ๋นเปรม,180,,บุ๋นเปรม,jerada,นิยาย y,0,,4,https://cdn-th.tunwalai.net/files/story/503910/637440424986330752-story.jpg,3,บุ๋นเปรม,เปาๆของเฮีย #บุ๋นเปรม,239,เปาๆของเฮีย
25,Zoufflé-le,นิยาย Boy Love Secret Room,0,นิยายไม่สนุกแต่รับวาดรูปนะคะ ติดต่อได้สองเฟสทักแชทมาได้เยย(ช่วงนี้รับแต่ตัวละครผู้หญิงนะคะ) FB : Xe,1,จบ,2.0,https://cdn.readawrite.com/articles/1959/1958578/thumbnail/,0,,#อารัญกับหนาว,102,,อารัญกับหนาว,Midnight_Queen.,นิยาย y,0,,2,https://cdn-th.tunwalai.net/files/story/477255/637354401313175247-story.jpg,1,,#อารัญกับหนาว (ยังไม่คิดชื่อค่ะ),112,
26,คูคิด,นิยาย Boy Love Lovely Room,249,"ถ้าคุณรักใครคนหนึ่งคุณจะทำยังไงให้เขามารักคุณ.... ""กูให้เบอร์สาวคนหนึ่งอ่ะ เห็นอย่างนี้กูมีเป็น 10 น",264,จบ,18.0,https://cdn.readawrite.com/articles/1962/1961726/thumbnail/,53,"นิยายวาย,Boy Love/Yaoi,18+,นิยายรัก,มหาวิทยาลัย,วิศวะ,นิยายวัยรุ่น,รุ่นพี่,คุณครู",#STin แผนลวง(ให้)รัก,"24,983",,แผนลวง,Fah,นิยาย y,1,,18,https://cdn-th.tunwalai.net/files/story/476020/637350835958903521-story.jpg,100,"วิศวะ,Teach,Love,รุ่นพี่,วาย,ชายรักชาย,ครุศาสตร์,ครู,สอน,วิศวะกรรม,ไฟฟ้า,ST,STin,สอนให้รู้จักรัก,มหาลัย",#STin แผนลวง(ให้)รัก,"9,695",
27,ก้อนน้ำแข็ง,นิยาย Boy Love Lovely Room,0,ก็แค่เมฆก้อนเล็กๆก้อนหนึ่ง ทำไมท้องฟ้าถึงได้ใจร้ายกับเขาจัง. #ก้อนเอ๋ยก้อนเมฆ,1,จบ,1.0,https://cdn.readawrite.com/articles/1964/1963207/thumbnail/,0,"Boy Love/Yaoi,นิยายวาย,นิยายรัก,ดราม่า,นิยายแฟนตาซี,ก้อนเมฆก้อนหนึ่ง,Storyofท้องนภา",Story of ท้องนภา เรื่องของเมฆก้อนหนึ่ง #ก้อนเอ๋ยก้อนเมฆ,35,ท้องนภาเรื่องของเมฆก้อนหนึ่ง,ก้อนเอ๋ยก้อนเมฆ,ICETSUs.,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/478180/637374203148698704-story.jpg,2,Boy Love/Yaoi นิยายวาย นิยายรัก ดราม่า นิยายแฟนตาซี ก้อนเอ๋ยก้อนเมฆ Storyofท้องนภา,เรื่องของเมฆก้อนหนึ่ง #ก้อนเอ๋ยก้อนเมฆ,103,เรื่องของเมฆก้อนหนึ่ง
28,ข้ามตะวัน,นิยาย Boy Love Lovely Room,35,"""มึงคงไม่รู้ว่า สิงโตตัวเมียไม่ได้มีหน้าที่ล่า แต่มีหน้าที่อยู่ใต้อาณัติ"" -เหนือพิภพ-",126,จบ,28.0,https://cdn.readawrite.com/articles/1964/1963887/thumbnail/,16,"นิยายวาย,วิศวะ,รัฐศาสตร์,เกียร์,สิงห์,หลงเมีย,engineer",Wife\'s engineering ผมนี่แหละเมียวิศวะ #เกียร์พันสิงห์,"7,736",ผมนี่แหละเมียวิศวะ,เกียร์พันสิงห์,ข้ามตะวัน,นิยาย y,214,,34,https://cdn-th.tunwalai.net/files/story/429464/637422442210783241-story.jpg,486,"นิยายวาย,วิศวะ,รัฐศาสตร์ ,เกียร์ ,สิงห์ ,หลงเมีย,Engineer",Wife's engineering ผมนี่แหละเมียวิศวะ #เกียร์พันสิงห์,"72,506",ผมนี่แหละเมียวิศวะ
29,Rosesarin_,นิยาย Boy Love Lovely Room,"1,025",'Will you marry me?' รายการเรียลลิตี้ที่ทำให้ดาราตกอับอย่างผมต้องกลายมาเป็นเจ้าสาวของนักแสดงหนุ่มสุด,"3,187",จบ,9.0,https://cdn.readawrite.com/articles/1933/1932619/thumbnail/,411,"Yaoi,Boy love / Yaoi / ชายรักชาย,NCT,Johndo,JOHNNY,Doyoung,Alldoyoung,johnny suh,Mpreg,ท้องได้,Nct 127,feelgood,นิยายวายฟีลกู๊ด",Take a risk #หลงใจรัก > Mpreg,"84,033",,หลงใจรัก,Rosesarin_,นิยาย y,18,,5,https://cdn-th.tunwalai.net/files/story/482397/637371347503460300-story.jpg,51,,Take a risk #หลงใจรัก > Mpreg<,"8,323",
30,V-44,นิยาย Boy Love Secret Room,64,นกน้อยในกรงทองของฉัน ไม่ว่าจะผ่านไปอีกสักกี่ปี เธอก็ยังคงเป็นของฉันเสมอ โบกบินเสียให้พอเพราะต่อไปนี้,318,จบ,31.0,https://cdn.readawrite.com/articles/1937/1936822/thumbnail/,39,"#BDSM,SM,Boy love / Yaoi / ชายรักชาย,Boy Love/Yaoi,นิยายรักอีโรติก,SM BDSM,นิยายวาย18+,นิยายวายชายรักชาย,นิยายวายsm,โปรดปราน,V-44,โชตะกอน,ซาดิสม์",No Control #เกินควบคุม [SM],"23,259",,เกินควบคุม,Purple-44,นิยาย y,2,,16,https://cdn-th.tunwalai.net/files/story/483685/637375612951280741-story.jpg,2,"sm,bdsm,นิยายวาย,boy,love,yaoi",No control#เกินควบคุม [SM],"1,944",
31,sanslalunela,นิยาย Boy Love Secret Room,23,[NC/hardcore] เมื่อซีหลินเฉินถูกส่งไปเป็นสายลับในจวนองค์ชายห้า แต่แล้วกลับต้องขึ้นเตียงกับองค์ชายและ,136,จบ,1.0,https://cdn.readawrite.com/articles/1940/1939152/thumbnail/,21,"Boy Love/Yaoi,นิยายวาย,ดราม่า,18+,นิยายรัก,นิยายจีน,นิยายวายจีน,นิยายวายจีนโบราณ,จีนโบราณ,PWP",#องค์ชายที่ไร้บัลลังก์ล้วนต้องตาย,"2,000",,องค์ชายที่ไร้บัลลังก์ล้วนต้องตาย,sanslalune09,นิยาย y,0,,1,https://cdn-th.tunwalai.net/files/story/474621/637348124531804830-story.jpg,85,นิยายวาย นิยายวายจีน นิยายวายย้อนยุค ติดเรท PWP อิโรติก sanslalunela,[NC25/Y/ไม่ติดเหรียญ] #องค์ชายที่ไร้บัลลังก์ล้วนต้องตาย,"2,025",ไม่ติดเหรียญ
32,Aipra,นิยาย Boy Love Lovely Room,7,"""เอย"" น้องคนสุดท้องของบ้าน เด็กน้อยไร้เดียงสาของพี่ๆ ที่ทุกคนต่างเอ็นดูและหวงแหนเป็นพิเศษจนถึงขั้นมี",10,จบ,5.0,https://cdn.readawrite.com/articles/1986/1985090/thumbnail/,4,"โยซัง,yosang,โยฮัน,อึนซัง,yohan,eunsang,อีอึนซัง,คิมโยฮัน",Bom #โยซัง,297,,โยซัง,Mathus,นิยาย y,0,จบ,18,https://cdn-th.tunwalai.net/files/story/356197/637119384707414235-story.jpg,7,"#โยซัง,โยซัง",น้องซันของพี่ like always•|•#โยซัง,"1,649",น้องซันของพี่
33,อัญมณีสีน้ำเงิน (Dai),นิยาย Boy Love Secret Room,"1,533","""อยากโดนเพื่อนกินต้องทำยังไง""","4,035",จบ,15.0,https://cdn.readawrite.com/articles/1993/1992493/thumbnail/,587,"เพื่อน,PWP,NC,Boy Love/Yaoi,อัญมณีสีน้ำเงิน",#ลูกเสือในกำมือ,"241,333",,ลูกเสือในกำมือ,อัญมณีสีน้ำเงิน,นิยาย y,14,,9,https://cdn-th.tunwalai.net/files/story/487643/637388956147612750-story.jpg,36,"yaoi,pwp,18+,อัญมณีสีน้ำเงิน",[Yaoi 18+] #ลูกเสือในกำมือ,"15,127",
34,FlyMeToYourHeart,นิยาย Boy Love Lovely Room,23,"· ˚ Fanfiction Project, for 김요한 & 송형준 ♥ — #fmtyh2230 ( #YOSONG #โยซง )",28,จบ,24.0,https://cdn.readawrite.com/articles/2003/2002656/thumbnail/,14,,Fly Me To Your Heart | #โยซง,"1,483",,โยซง,น้อนหยอง,นิยาย y,3,,2,https://cdn-th.tunwalai.net/files/story/319956/637052881676545715-story.jpg,13,#ซึงโดยอน #ซึงพโย #ซึงอู #ซึงยอน #ดงพโย #โดฮยอน,รวบรวมฉาก CUT เรื่อง Goodbye #โยซง,"4,412",รวบรวมฉาก
35,Agira,นิยาย Boy Love Lovely Room,27,"#เมื่อพระเอกลูกรักของผมหลุดออกมาจากนิยาย ""ผมต้องการคุณ"" เพียงประโยคสั้น ๆ ที่เขาพูดก็เปลี่ยนแปลงชีวิ",120,จบ,3.0,https://cdn.readawrite.com/articles/2011/2010198/thumbnail/,19,"Boy Love/Yaoi,นิยายรัก,นิยายแฟนตาซี,นิยายวาย,เมื่อพระเอกลูกรักของผมหลุดออกมาจากนิยาย,พระเอกคลั่งรัก,ต่างโลก",บนโลกที่มีคุณ [BL] #ลูซผู้คลั่งรัก,"1,167",บนโลกที่มีคุณ,ลูซผู้คลั่งรัก,VerdantWorld,นิยาย y,0,,3,https://cdn-th.tunwalai.net/files/story/480652/637365530634152139-story.jpg,1,"ชายรักชาย, เมื่อพระเอกลูกรักของผมหลุดออกมาจากนิยาย, คลั่งรัก, ต่างโลก, แฟนตาซี, Yaoi, BL",บนโลกที่มีคุณ [BL] #ลูซผู้คลั่งรัก,310,บนโลกที่มีคุณ
36,Switch :SW,นิยาย Boy Love Lovely Room,22,ของสูงมหาวิทยาลัยนี้น่ะหรอ... ก็..ของสูงที่ไม่ใช่ของสาธารณะไง,52,จบ,14.0,https://cdn.readawrite.com/articles/2013/2012319/thumbnail/,7,"*Boylove/yaio,*นิยายวาย,*พระเอกหล่อ,*นายเอกน่ารัก,*18,*yaoi,*feelgood,*mpreg",#ของสูงที่ไม่ใช่ของสาธารณะ(Y),"2,171",,ของสูงที่ไม่ใช่ของสาธารณะ,switch :SW,นิยาย y,24,,15,https://cdn-th.tunwalai.net/files/story/480686/637435485287837140-story.jpg,47,"นิยายวายนายเอกน่ารัก,นิยายวายพระเอกเย็นชา,นิยายวายพระเอกเป็นตำรวจ,Yaoi,Boyslove,nc18+,นิยายวายฟิวกู๊ด",ถ้าจะน่ารักขนาดนี้.. #ของสูงที่ไม่ใช่ของสาธารณะ (yaoi),"7,976",ถ้าจะน่ารักขนาดนี้
37,ZE_lcecream,นิยาย Boy Love Secret Room,1,..เพื่อนของพี่คีตะและน้องสายฟ้า วันนี้เรานำคุณๆ เขามาเสริฟ์ความกะล่อน ความบ้าบิ่น และความหื่น ให้นั,0,จบ,7.0,https://cdn.readawrite.com/articles/1977/1976295/thumbnail/,1,,Secret of love #รักร้าย..นายหน้านิ่ง,68,,รักร้ายนายหน้านิ่ง,ZE_Icecream,นิยาย y,7,,8,https://cdn-th.tunwalai.net/files/story/469247/637396794072206263-story.jpg,92,"ซานซี,เพลิงเปอร์,ทีเนีย,ฟีฟ่า,โอทีข้าว,หมอกธัน",Secret of love #รักร้าย..นายหน้านิ่ง,"1,949",
38,ก็นั่นแหละ,นิยาย Boy Love Lovely Room,245,คนๆนึงจะสามารถรอได้นานซักแค่ไหน ถ้าสำหรับผม ขอแค่เป็นคนๆนี้ ผมสามารถรอเขาได้ทั้งชีวิต,237,จบ,19.0,https://cdn.readawrite.com/articles/2041/2040015/thumbnail/,57,"Boy Love/Yaoi,ภูผาสายธาร",Wait Love รอรัก (Mpreg) #ภูผาสายธาร,"18,048",รอรัก,ภูผาสายธาร,ก็นั่นแหละ,นิยาย y,28,จบ,18,https://cdn-th.tunwalai.net/files/story/483550/637374989113287302-story.jpg,25,,Wait Love รอรัก (Mpreg) #ภูผาสายธาร,"2,955",รอรัก
